Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,6,*0000000000000100,2020-08-03T16:57:05.000Z,1823.292,*0000000001000100,1800.710,44.53748,-125.37857,2.1936,*0000000000000100,2.1927,*0000000000000100,3.139545,*0000000010000100,3.140320,*0000000010000100,34.5724,34.5829,1.1832,*0000000000000100,7.59608,-0.0120,*0000000001000100,0.0627,98.4434,*0000000000000100,-2.918,*0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.573160245105676,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,8,*0000000000000100,2020-08-03T17:26:16.000Z,1011.925,*0000000001000100,1001.314,44.53748,-125.37856,3.7178,*0000000000000100,3.7174,*0000000000000100,3.226078,*0000000010000100,3.226893,*0000000010000100,34.4145,34.4247,0.3046,*0000000000000100,7.32342,-0.0109,*0000000001000100,0.0687,98.2981,*0000000000000100,-2.863,*0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.417849424252594,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,10,*0000000000000100,2020-08-03T17:45:21.000Z,505.080,*0000000001000100,500.391,44.53748,-125.37856,4.9366,*0000000000000100,4.9365,*0000000000000100,3.287170,*0000000010000100,3.288044,*0000000010000100,34.1272,34.1374,0.5998,*0000000000000100,7.12539,-0.0051,*0000000001000100,0.0654,98.3770,*0000000000000100,-2.822,*0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.12951317382369,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,12,*0000000000000100,2020-08-03T17:54:34.000Z,302.434,*0000000001000100,299.772,44.53748,-125.37858,6.2708,*0000000000000100,6.2707,*0000000000000100,3.384494,*0000000010000100,3.385412,*0000000010000100,33.9865,33.9968,1.7080,*0000000000000100,6.91164,-0.0186,*0000000001000100,0.0762,98.1134,*0000000000000100,-2.774,*0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.99019001852215,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,13,*0000000000000100,2020-08-03T17:58:16.000Z,252.362,*0000000001000100,250.171,44.53749,-125.37858,6.7197,*0000000000000100,6.7203,*0000000000000100,3.420992,*0000000010000100,3.421904,*0000000010000100,33.9703,33.9797,2.0656,*0000000000000100,6.84092,-0.0250,*0000000001000100,0.0797,98.0274,*0000000000000100,-2.759,*0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.97314819248274,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,16,*0000000000000100,2020-08-03T18:01:38.000Z,201.706,*0000000001000100,199.979,44.53749,-125.37857,7.3413,*0000000000000100,7.3410,*0000000000000100,3.474602,*0000000010000100,3.475543,*0000000010000100,33.9698,33.9803,2.2299,*0000000010000100,6.74413,-0.0233,*0000000001000100,0.0897,97.7833,*0000000000000100,-2.737,*0000000001000100,2.2621170582707615,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,2.2326969531994747,43.10529000375305,32.07432410786264,0,4.534621880278642e-05,*0000000000000100,*0000000000000100,33.97138532156742,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,18,*0000000000000100,2020-08-03T18:07:34.000Z,100.858,*0000000001000100,100.019,44.53748,-125.37857,8.4669,*0000000000000100,8.4685,*0000000000000100,3.547467,*0000000000000100,3.548465,*0000000000000100,33.7091,33.7181,2.9334,*0000000010000100,6.58613,-0.0250,*0000000001000100,0.0959,97.6302,*0000000000000100,-2.698,*0000000001000100,2.953004254408415,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.9646250544942765,30.16624408491274,26.872461515049725,0,4.6354775755295685e-05,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,20,*0000000000000100,2020-08-03T18:10:46.000Z,50.829,*0000000001000100,50.412,44.53748,-125.37858,8.3833,*0000000000000100,8.3828,*0000000000000100,3.454219,*0000000000000100,3.455325,*0000000000000100,32.8264,32.8386,4.1692,*0000000010000100,6.63642,0.1708,*0000000001000100,0.1270,96.8751,*0000000000000100,-2.700,*0000000001000100,4.057836585069285,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.6170348851566898,20.923161407205857,19.859180612685304,0.09038961155939201,4.736337023833192e-05,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,22,*0000000000000100,2020-08-03T18:12:55.000Z,30.633,*0000000001000100,30.384,44.53749,-125.37856,8.6727,*0000000000000100,8.6656,*0000000000000100,3.437004,*0000000000000100,3.437552,*0000000000000100,32.3874,32.3996,5.6035,*0000000010000100,6.61237,0.8016,*0000000001000100,0.2065,94.9676,*0000000000000100,-2.689,*0000000001000100,5.3421735419462255,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.1388923602552075,11.775765091180334,11.208432325426907,0.16328675976731097,4.837200225182824e-05,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
TN382,Slope Base Shallow Profiler,"RS01SBPS,RS01SBPD",44.5375,-125.3785,2020-08-03T15:17:41.000Z,CTD-001,*0000000000000100,2905.0,TN382_CTD-001,*0000000000000100,24,*0000000000000100,2020-08-03T18:15:05.000Z,10.440,*0000000001000100,10.356,44.53748,-125.37856,14.1694,*0000000000000100,14.2063,*0000000000000100,3.885443,*0000000000000100,3.889720,*0000000000000100,31.9960,32.0047,6.6511,*0000000010000100,5.89655,0.3114,*0000000001000100,0.2522,93.8901,*0000000000000100,-2.504,*0000000001000100,6.326619603695916,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.3781174441733909,5.585866268343028,0.05,0,4.9380671795818076e-05,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
