Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.actions,event_option.type,event_option.new_watchstander,event_option.filename,event_option.nav,event_option.cabled_plug,event_option.event_comment,event_option.highlights,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-14T16:22:33.010Z","44.5017768","-125.4085563","ASNAP","","admin","","","","","","","","","","1.87","-1.27","-0.6","-0.9","295.89","0.59","0.58","SciCam","/SciCam.20240814_162233010.jpg","PilotCam","/PilotCam.20240814_162233010.jpg","BrowCam","/BrowCam.20240814_162233010.jpg","UserSelect","/UserSelect.20240814_162233010.jpg","","","-999.99","17.43","-999.99","-999.99","66bcd9c9111b2e001a294564"
"2024-08-14T16:22:48.041Z","44.5017766","-125.4085564","ASNAP","","admin","","","","","","","","","","1.86","-1.29","-1.0","-1.3","295.89","0.61","0.58","SciCam","/SciCam.20240814_162248041.jpg","PilotCam","/PilotCam.20240814_162248041.jpg","BrowCam","/BrowCam.20240814_162248041.jpg","UserSelect","/UserSelect.20240814_162248041.jpg","","","-999.99","17.45","-999.99","-999.99","66bcd9d8111b2e001a294568"
"2024-08-14T16:23:03.066Z","44.5017731","-125.4085584","ASNAP","","admin","","","","","","","","","","1.70","-1.68","0.0","-0.5","295.89","0.62","0.58","SciCam","/SciCam.20240814_162303066.jpg","PilotCam","/PilotCam.20240814_162303066.jpg","BrowCam","/BrowCam.20240814_162303066.jpg","UserSelect","/UserSelect.20240814_162303066.jpg","","","-999.99","17.42","-999.99","-999.99","66bcd9e7111b2e001a29456c"
"2024-08-14T16:23:18.102Z","44.5017741","-125.4085579","ASNAP","","admin","","","","","","","","","","1.74","-1.56","0.1","-0.7","295.89","0.61","0.58","SciCam","/SciCam.20240814_162318102.jpg","PilotCam","/PilotCam.20240814_162318102.jpg","BrowCam","/BrowCam.20240814_162318102.jpg","UserSelect","/UserSelect.20240814_162318102.jpg","","","-999.99","17.46","-999.99","-999.99","66bcd9f6111b2e001a294570"
"2024-08-14T16:23:33.125Z","44.5017770","-125.4085561","ASNAP","","admin","","","","","","","","","","1.88","-1.24","-1.3","-1.0","295.89","0.65","0.58","SciCam","/SciCam.20240814_162333125.jpg","PilotCam","/PilotCam.20240814_162333125.jpg","BrowCam","/BrowCam.20240814_162333125.jpg","UserSelect","/UserSelect.20240814_162333125.jpg","","","-999.99","17.47","-999.99","-999.99","66bcda05111b2e001a294574"
"2024-08-14T16:23:48.155Z","44.5017768","-125.4085563","ASNAP","","admin","","","","","","","","","","1.87","-1.27","-0.5","-0.7","295.89","0.66","0.58","SciCam","/SciCam.20240814_162348155.jpg","PilotCam","/PilotCam.20240814_162348155.jpg","BrowCam","/BrowCam.20240814_162348155.jpg","UserSelect","/UserSelect.20240814_162348155.jpg","","","-999.99","17.43","-999.99","-999.99","66bcda14111b2e001a294578"
"2024-08-14T16:24:03.186Z","44.5017770","-125.4085563","ASNAP","","admin","","","","","","","","","","1.87","-1.24","-0.1","-0.8","295.89","0.66","0.58","SciCam","/SciCam.20240814_162403186.jpg","PilotCam","/PilotCam.20240814_162403186.jpg","BrowCam","/BrowCam.20240814_162403186.jpg","UserSelect","/UserSelect.20240814_162403186.jpg","","","-999.99","17.45","-999.99","-999.99","66bcda23111b2e001a29457c"
"2024-08-14T16:24:18.221Z","44.5017765","-125.4085563","ASNAP","","admin","","","","","","","","","","1.87","-1.30","-0.7","-0.5","295.89","0.70","0.58","SciCam","/SciCam.20240814_162418221.jpg","PilotCam","/PilotCam.20240814_162418221.jpg","BrowCam","/BrowCam.20240814_162418221.jpg","UserSelect","/UserSelect.20240814_162418221.jpg","","","-999.99","17.43","-999.99","-999.99","66bcda32111b2e001a294580"
"2024-08-14T16:24:33.244Z","44.5017768","-125.4085564","ASNAP","","admin","","","","","","","","","","1.86","-1.27","-0.2","-1.0","295.89","0.68","0.58","SciCam","/SciCam.20240814_162433244.jpg","PilotCam","/PilotCam.20240814_162433244.jpg","BrowCam","/BrowCam.20240814_162433244.jpg","UserSelect","/UserSelect.20240814_162433244.jpg","","","-999.99","17.43","-999.99","-999.99","66bcda41111b2e001a294584"
"2024-08-14T16:24:48.270Z","44.5017765","-125.4085564","ASNAP","","admin","","","","","","","","","","1.86","-1.30","-0.3","-0.6","295.89","0.72","0.58","SciCam","/SciCam.20240814_162448270.jpg","PilotCam","/PilotCam.20240814_162448270.jpg","BrowCam","/BrowCam.20240814_162448270.jpg","UserSelect","/UserSelect.20240814_162448270.jpg","","","-999.99","17.44","-999.99","-999.99","66bcda50111b2e001a294588"
"2024-08-14T16:25:03.298Z","44.5017768","-125.4085564","ASNAP","","admin","","","","","","","","","","1.86","-1.26","0.1","-1.2","295.89","0.71","0.58","SciCam","/SciCam.20240814_162503298.jpg","PilotCam","/PilotCam.20240814_162503298.jpg","BrowCam","/BrowCam.20240814_162503298.jpg","UserSelect","/UserSelect.20240814_162503298.jpg","","","-999.99","17.46","-999.99","-999.99","66bcda5f111b2e001a29458c"
"2024-08-14T16:25:18.331Z","44.5017765","-125.4085564","ASNAP","","admin","","","","","","","","","","1.86","-1.30","-0.9","0.1","295.89","0.74","0.58","SciCam","/SciCam.20240814_162518331.jpg","PilotCam","/PilotCam.20240814_162518331.jpg","BrowCam","/BrowCam.20240814_162518331.jpg","UserSelect","/UserSelect.20240814_162518331.jpg","","","-999.99","17.44","-999.99","-999.99","66bcda6e111b2e001a294590"
"2024-08-14T16:25:33.362Z","44.5017771","-125.4085561","ASNAP","","admin","","","","","","","","","","1.88","-1.23","-0.6","-1.4","295.89","0.75","0.58","SciCam","/SciCam.20240814_162533362.jpg","PilotCam","/PilotCam.20240814_162533362.jpg","BrowCam","/BrowCam.20240814_162533362.jpg","UserSelect","/UserSelect.20240814_162533362.jpg","","","-999.99","17.44","-999.99","-999.99","66bcda7d111b2e001a294594"
"2024-08-14T16:25:48.394Z","44.5017624","-125.4085851","ASNAP","","admin","","","","","","","","","","-0.42","-2.86","-0.8","-0.3","178.94","0.76","0.58","SciCam","/SciCam.20240814_162548394.jpg","PilotCam","/PilotCam.20240814_162548394.jpg","BrowCam","/BrowCam.20240814_162548394.jpg","UserSelect","/UserSelect.20240814_162548394.jpg","","","-999.99","17.45","-999.99","-999.99","66bcda8c111b2e001a294598"
"2024-08-14T16:26:03.425Z","44.5017626","-125.4085854","ASNAP","","admin","","","","","","","","","","-0.45","-2.84","-0.3","-0.8","179.93","0.77","0.58","SciCam","/SciCam.20240814_162603425.jpg","PilotCam","/PilotCam.20240814_162603425.jpg","BrowCam","/BrowCam.20240814_162603425.jpg","UserSelect","/UserSelect.20240814_162603425.jpg","","","-999.99","17.45","-999.99","-999.99","66bcda9b111b2e001a29459c"
"2024-08-14T16:26:18.451Z","44.5017629","-125.4085866","ASNAP","","admin","","","","","","","","","","-0.54","-2.81","0.2","-0.5","182.58","0.77","0.58","SciCam","/SciCam.20240814_162618451.jpg","PilotCam","/PilotCam.20240814_162618451.jpg","BrowCam","/BrowCam.20240814_162618451.jpg","UserSelect","/UserSelect.20240814_162618451.jpg","","","-999.99","17.44","-999.99","-999.99","66bcdaaa111b2e001a2945a0"
"2024-08-14T16:26:26.507Z","44.5017631","-125.4085872","FREE_FORM","test","admin","","","","","","","","","","-0.59","-2.79","-1.1","-0.9","183.77","0.80","0.58","SciCam","/SciCam.20240814_162626507.jpg","PilotCam","/PilotCam.20240814_162626507.jpg","BrowCam","/BrowCam.20240814_162626507.jpg","UserSelect","/UserSelect.20240814_162626507.jpg","","","-999.99","17.42","-999.99","-999.99","66bcdab2111b2e001a2945a4"
"2024-08-14T16:26:33.480Z","44.5017631","-125.4085873","ASNAP","","admin","","","","","","","","","","-0.60","-2.79","-0.0","-0.7","184.32","0.79","0.58","SciCam","/SciCam.20240814_162633480.jpg","PilotCam","/PilotCam.20240814_162633480.jpg","BrowCam","/BrowCam.20240814_162633480.jpg","UserSelect","/UserSelect.20240814_162633480.jpg","","","-999.99","17.47","-999.99","-999.99","66bcdab9111b2e001a2945a8"
"2024-08-14T16:26:48.498Z","44.5017635","-125.4085885","ASNAP","","admin","","","","","","","","","","-0.69","-2.74","-0.0","-1.0","187.06","0.80","0.58","SciCam","/SciCam.20240814_162648498.jpg","PilotCam","/PilotCam.20240814_162648498.jpg","BrowCam","/BrowCam.20240814_162648498.jpg","UserSelect","/UserSelect.20240814_162648498.jpg","","","-999.99","17.44","-999.99","-999.99","66bcdac8111b2e001a2945ac"
"2024-08-14T16:27:03.529Z","44.5017638","-125.4085893","ASNAP","","admin","","","","","","","","","","-0.76","-2.71","-0.6","-1.1","188.83","0.80","0.58","SciCam","/SciCam.20240814_162703529.jpg","PilotCam","/PilotCam.20240814_162703529.jpg","BrowCam","/BrowCam.20240814_162703529.jpg","UserSelect","/UserSelect.20240814_162703529.jpg","","","-999.99","17.45","-999.99","-999.99","66bcdad7111b2e001a2945b0"
"2024-08-14T16:27:18.563Z","44.5017637","-125.4085892","ASNAP","","admin","","","","","","","","","","-0.75","-2.72","-1.1","-0.8","188.43","0.84","0.58","SciCam","/SciCam.20240814_162718563.jpg","PilotCam","/PilotCam.20240814_162718563.jpg","BrowCam","/BrowCam.20240814_162718563.jpg","UserSelect","/UserSelect.20240814_162718563.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdae6111b2e001a2945b4"
"2024-08-14T16:27:33.594Z","44.5017642","-125.4085902","ASNAP","","admin","","","","","","","","","","-0.83","-2.67","-0.3","-1.0","191.00","0.81","0.58","SciCam","/SciCam.20240814_162733594.jpg","PilotCam","/PilotCam.20240814_162733594.jpg","BrowCam","/BrowCam.20240814_162733594.jpg","UserSelect","/UserSelect.20240814_162733594.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdaf5111b2e001a2945b8"
"2024-08-14T16:27:38.494Z","44.5017641","-125.4085900","FREE_FORM","Clear to launch","guest","","","","","","","","","","-0.81","-2.68","-0.4","-1.0","190.52","0.82","0.58","SciCam","/SciCam.20240814_162738494.jpg","PilotCam","/PilotCam.20240814_162738494.jpg","BrowCam","/BrowCam.20240814_162738494.jpg","UserSelect","/UserSelect.20240814_162738494.jpg","","","-999.99","17.45","-999.99","-999.99","66bcdafa111b2e001a2945bc"
"2024-08-14T16:27:48.623Z","44.5017639","-125.4085895","ASNAP","","admin","","","","","","","","","","-0.77","-2.70","-0.5","-0.8","189.16","0.83","0.58","SciCam","/SciCam.20240814_162748623.jpg","PilotCam","/PilotCam.20240814_162748623.jpg","BrowCam","/BrowCam.20240814_162748623.jpg","UserSelect","/UserSelect.20240814_162748623.jpg","","","-999.99","17.43","-999.99","-999.99","66bcdb04111b2e001a2945c0"
"2024-08-14T16:28:03.642Z","44.5017641","-125.4085900","ASNAP","","admin","","","","","","","","","","-0.81","-2.68","-0.6","-0.9","190.25","0.83","0.58","SciCam","/SciCam.20240814_162803642.jpg","PilotCam","/PilotCam.20240814_162803642.jpg","BrowCam","/BrowCam.20240814_162803642.jpg","UserSelect","/UserSelect.20240814_162803642.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdb13111b2e001a2945c4"
"2024-08-14T16:28:18.675Z","44.5017640","-125.4085897","ASNAP","","admin","","","","","","","","","","-0.79","-2.69","-0.3","-0.9","189.75","0.84","0.58","SciCam","/SciCam.20240814_162818675.jpg","PilotCam","/PilotCam.20240814_162818675.jpg","BrowCam","/BrowCam.20240814_162818675.jpg","UserSelect","/UserSelect.20240814_162818675.jpg","","","-999.99","17.47","-999.99","-999.99","66bcdb22111b2e001a2945c8"
"2024-08-14T16:28:33.226Z","44.5017640","-125.4085898","VEHICLE","","guest","Jason off deck","","","","","","","","","-0.80","-2.69","0.0","-1.0","190.09","0.84","0.58","SciCam","/SciCam.20240814_162833226.jpg","PilotCam","/PilotCam.20240814_162833226.jpg","BrowCam","/BrowCam.20240814_162833226.jpg","UserSelect","/UserSelect.20240814_162833226.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdb31111b2e001a2945cc"
"2024-08-14T16:28:33.706Z","44.5017640","-125.4085898","ASNAP","","admin","","","","","","","","","","-0.80","-2.69","-1.4","-1.0","190.00","0.82","0.58","SciCam","/SciCam.20240814_162833706.jpg","PilotCam","/PilotCam.20240814_162833706.jpg","BrowCam","/BrowCam.20240814_162833706.jpg","UserSelect","/UserSelect.20240814_162833706.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdb31111b2e001a2945cf"
"2024-08-14T16:28:48.737Z","44.5017637","-125.4085893","ASNAP","","admin","","","","","","","","","","-0.76","-2.72","0.3","0.4","189.19","0.82","0.58","SciCam","/SciCam.20240814_162848737.jpg","PilotCam","/PilotCam.20240814_162848737.jpg","BrowCam","/BrowCam.20240814_162848737.jpg","UserSelect","/UserSelect.20240814_162848737.jpg","","","-999.99","17.45","-999.99","-999.99","66bcdb40111b2e001a2945d4"
"2024-08-14T16:29:03.766Z","44.5017638","-125.4085888","ASNAP","","admin","","","","","","","","","","-0.72","-2.71","-0.6","-2.4","187.69","0.89","0.58","SciCam","/SciCam.20240814_162903766.jpg","PilotCam","/PilotCam.20240814_162903766.jpg","BrowCam","/BrowCam.20240814_162903766.jpg","UserSelect","/UserSelect.20240814_162903766.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdb4f111b2e001a2945d8"
"2024-08-14T16:29:18.798Z","44.5017636","-125.4085888","ASNAP","","admin","","","","","","","","","","-0.72","-2.73","-0.4","-0.8","187.67","0.87","0.58","SciCam","/SciCam.20240814_162918798.jpg","PilotCam","/PilotCam.20240814_162918798.jpg","BrowCam","/BrowCam.20240814_162918798.jpg","UserSelect","/UserSelect.20240814_162918798.jpg","","","-999.99","17.45","-999.99","-999.99","66bcdb5e111b2e001a2945dc"
"2024-08-14T16:29:33.829Z","44.5017733","-125.4086014","ASNAP","","admin","","","","","","","","","","-1.72","-1.65","-0.3","-0.3","223.33","0.85","0.58","SciCam","/SciCam.20240814_162933829.jpg","PilotCam","/PilotCam.20240814_162933829.jpg","BrowCam","/BrowCam.20240814_162933829.jpg","UserSelect","/UserSelect.20240814_162933829.jpg","","","-999.99","17.49","-999.99","-999.99","66bcdb6d111b2e001a2945e0"
"2024-08-14T16:29:48.858Z","44.5017881","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","-0.01","-0.9","-1.0","257.07","0.87","0.58","SciCam","/SciCam.20240814_162948858.jpg","PilotCam","/PilotCam.20240814_162948858.jpg","BrowCam","/BrowCam.20240814_162948858.jpg","UserSelect","/UserSelect.20240814_162948858.jpg","","","-999.99","17.48","-999.99","-999.99","66bcdb7c111b2e001a2945e4"
"2024-08-14T16:30:03.893Z","44.5017890","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","0.09","-0.9","-0.8","259.14","0.87","0.58","SciCam","/SciCam.20240814_163003893.jpg","BrowCam","/BrowCam.20240814_163003893.jpg","UserSelect","/UserSelect.20240814_163003893.jpg","","","","","-999.99","17.46","-999.99","-999.99","66bcdb8b111b2e001a2945e8"
"2024-08-14T16:30:18.927Z","44.5017887","-125.4086058","ASNAP","","admin","","","","","","","","","","-2.07","0.06","-0.7","-1.5","258.55","0.86","0.58","SciCam","/SciCam.20240814_163018927.jpg","PilotCam","/PilotCam.20240814_163018927.jpg","BrowCam","/BrowCam.20240814_163018927.jpg","UserSelect","/UserSelect.20240814_163018927.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdb9a111b2e001a2945ec"
"2024-08-14T16:30:33.958Z","44.5017889","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","0.08","-1.0","-0.2","258.95","0.88","0.58","SciCam","/SciCam.20240814_163033958.jpg","PilotCam","/PilotCam.20240814_163033958.jpg","BrowCam","/BrowCam.20240814_163033958.jpg","UserSelect","/UserSelect.20240814_163033958.jpg","","","-999.99","17.48","-999.99","-999.99","66bcdba9111b2e001a2945f0"
"2024-08-14T16:30:48.990Z","44.5017887","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","0.06","-0.5","-0.9","258.62","0.89","0.58","SciCam","/SciCam.20240814_163048990.jpg","PilotCam","/PilotCam.20240814_163048990.jpg","BrowCam","/BrowCam.20240814_163048990.jpg","UserSelect","/UserSelect.20240814_163048990.jpg","","","-999.99","17.49","-999.99","-999.99","66bcdbb8111b2e001a2945f4"
"2024-08-14T16:31:04.021Z","44.5017886","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","0.05","-0.5","-0.5","258.39","0.89","0.58","SciCam","/SciCam.20240814_163104021.jpg","PilotCam","/PilotCam.20240814_163104021.jpg","BrowCam","/BrowCam.20240814_163104021.jpg","UserSelect","/UserSelect.20240814_163104021.jpg","","","-999.99","17.48","-999.99","-999.99","66bcdbc8111b2e001a2945f8"
"2024-08-14T16:31:19.059Z","44.5017885","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","0.04","-0.4","-0.0","258.25","0.90","0.58","SciCam","/SciCam.20240814_163119059.jpg","PilotCam","/PilotCam.20240814_163119059.jpg","BrowCam","/BrowCam.20240814_163119059.jpg","UserSelect","/UserSelect.20240814_163119059.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdbd7111b2e001a2945fc"
"2024-08-14T16:31:34.089Z","44.5017888","-125.4086059","ASNAP","","admin","","","","","","","","","","-2.08","0.07","-1.1","-0.1","258.75","0.89","0.58","SciCam","/SciCam.20240814_163134089.jpg","PilotCam","/PilotCam.20240814_163134089.jpg","BrowCam","/BrowCam.20240814_163134089.jpg","UserSelect","/UserSelect.20240814_163134089.jpg","","","-999.99","17.47","-999.99","-999.99","66bcdbe6111b2e001a294600"
"2024-08-14T16:31:49.112Z","44.5017771","-125.4086033","ASNAP","","admin","","","","","","","","","","-1.87","-1.23","0.1","-1.8","232.14","0.91","0.58","SciCam","/SciCam.20240814_163149112.jpg","PilotCam","/PilotCam.20240814_163149112.jpg","BrowCam","/BrowCam.20240814_163149112.jpg","UserSelect","/UserSelect.20240814_163149112.jpg","","","-999.99","17.47","-999.99","-999.99","66bcdbf5111b2e001a294604"
"2024-08-14T16:32:04.142Z","44.5017649","-125.4085919","ASNAP","","admin","","","","","","","","","","-0.96","-2.59","0.8","0.2","195.01","0.84","0.58","SciCam","/SciCam.20240814_163204142.jpg","PilotCam","/PilotCam.20240814_163204142.jpg","BrowCam","/BrowCam.20240814_163204142.jpg","UserSelect","/UserSelect.20240814_163204142.jpg","","","-999.99","17.46","-999.99","-999.99","66bcdc04111b2e001a294608"
"2024-08-14T16:32:19.174Z","44.5017633","-125.4085881","ASNAP","","admin","","","","","","","","","","-0.66","-2.77","-0.5","-0.3","185.95","0.91","0.58","SciCam","/SciCam.20240814_163219174.jpg","PilotCam","/PilotCam.20240814_163219174.jpg","BrowCam","/BrowCam.20240814_163219174.jpg","UserSelect","/UserSelect.20240814_163219174.jpg","","","-999.99","17.45","-999.99","-999.99","66bcdc13111b2e001a29460c"
"2024-08-14T16:32:34.206Z","44.5017632","-125.4085877","ASNAP","","admin","","","","","","","","","","-0.63","-2.78","-0.9","-0.4","184.93","0.92","0.58","SciCam","/SciCam.20240814_163234206.jpg","PilotCam","/PilotCam.20240814_163234206.jpg","BrowCam","/BrowCam.20240814_163234206.jpg","UserSelect","/UserSelect.20240814_163234206.jpg","","","-999.99","17.48","-999.99","-999.99","66bcdc22111b2e001a294610"
"2024-08-14T16:32:47.723Z","44.5017637","-125.4085890","ROV Actions","Latching to undervater\n","guest","","Latching to","","","","","","","","-0.73","-2.72","-0.4","-1.7","187.97","0.93","0.58","SciCam","/SciCam.20240814_163247723.jpg","PilotCam","/PilotCam.20240814_163247723.jpg","BrowCam","/BrowCam.20240814_163247723.jpg","UserSelect","/UserSelect.20240814_163247723.jpg","","","-999.99","17.43","-999.99","-999.99","66bcdc2f111b2e001a294618"
"2024-08-14T16:32:49.238Z","44.5017638","-125.4085890","ASNAP","","admin","","","","","","","","","","-0.73","-2.71","0.1","-2.0","188.08","0.91","0.58","SciCam","/SciCam.20240814_163249238.jpg","PilotCam","/PilotCam.20240814_163249238.jpg","BrowCam","/BrowCam.20240814_163249238.jpg","UserSelect","/UserSelect.20240814_163249238.jpg","","","-999.99","17.48","-999.99","-999.99","66bcdc31111b2e001a29461c"
"2024-08-14T16:33:04.272Z","44.5017638","-125.4085890","ASNAP","","admin","","","","","","","","","","-0.73","-2.71","-0.5","-1.8","188.18","0.92","0.58","SciCam","/SciCam.20240814_163304272.jpg","PilotCam","/PilotCam.20240814_163304272.jpg","BrowCam","/BrowCam.20240814_163304272.jpg","UserSelect","/UserSelect.20240814_163304272.jpg","","","-999.99","17.47","-999.99","-999.99","66bcdc40111b2e001a294620"
"2024-08-14T16:33:19.294Z","44.5017637","-125.4085891","ASNAP","","admin","","","","","","","","","","-0.74","-2.72","-1.1","-1.2","188.25","0.94","0.58","SciCam","/SciCam.20240814_163319294.jpg","PilotCam","/PilotCam.20240814_163319294.jpg","BrowCam","/BrowCam.20240814_163319294.jpg","UserSelect","/UserSelect.20240814_163319294.jpg","","","-999.99","17.53","-999.99","-999.99","66bcdc4f111b2e001a294624"
