Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.filename,event_option.actions,event_option.type,event_option.highlights,event_option.cabled_plug,event_option.dummy_plug,event_option.event_comment,event_option.nav,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-16T14:55:15.943Z","44.6338129","-124.3075407","ASNAP","","admin","","","","","","","","","","42.71","14.94","2.6","-1.2","183.61","80.21","1.28","SciCam","/SciCam.20240816_145515943.jpg","PilotCam","/PilotCam.20240816_145515943.jpg","BrowCam","/BrowCam.20240816_145515943.jpg","UserSelect","/UserSelect.20240816_145515943.jpg","","","-999.99","7.39","-999.99","-999.99","66bf6853111b2e001a29cefb"
"2024-08-16T14:55:30.974Z","44.6338129","-124.3075407","ASNAP","","admin","","","","","","","","","","42.71","14.94","2.6","-1.2","183.61","80.21","1.28","SciCam","/SciCam.20240816_145530974.jpg","PilotCam","/PilotCam.20240816_145530974.jpg","BrowCam","/BrowCam.20240816_145530974.jpg","UserSelect","/UserSelect.20240816_145530974.jpg","","","-999.99","7.33","-999.99","-999.99","66bf6862111b2e001a29ceff"
"2024-08-16T14:55:46.006Z","44.6338129","-124.3075407","ASNAP","","admin","","","","","","","","","","42.71","14.94","2.6","-1.2","183.60","80.17","1.34","SciCam","/SciCam.20240816_145546006.jpg","PilotCam","/PilotCam.20240816_145546006.jpg","BrowCam","/BrowCam.20240816_145546006.jpg","UserSelect","/UserSelect.20240816_145546006.jpg","","","-999.99","7.48","-999.99","-999.99","66bf6872111b2e001a29cf03"
"2024-08-16T14:56:01.034Z","44.6338129","-124.3075408","ASNAP","","admin","","","","","","","","","","42.70","14.94","2.6","-1.2","183.59","80.15","1.30","SciCam","/SciCam.20240816_145601034.jpg","PilotCam","/PilotCam.20240816_145601034.jpg","BrowCam","/BrowCam.20240816_145601034.jpg","UserSelect","/UserSelect.20240816_145601034.jpg","","","-999.99","7.28","-999.99","-999.99","66bf6881111b2e001a29cf07"
"2024-08-16T14:56:16.067Z","44.6338130","-124.3075414","ASNAP","","admin","","","","","","","","","","42.65","14.95","2.5","-1.2","183.61","80.23","1.34","SciCam","/SciCam.20240816_145616067.jpg","PilotCam","/PilotCam.20240816_145616067.jpg","BrowCam","/BrowCam.20240816_145616067.jpg","UserSelect","/UserSelect.20240816_145616067.jpg","","","-999.99","7.44","-999.99","-999.99","66bf6890111b2e001a29cf0b"
"2024-08-16T14:56:31.098Z","44.6338130","-124.3075414","ASNAP","","admin","","","","","","","","","","42.65","14.95","2.5","-1.2","183.62","80.25","1.28","SciCam","/SciCam.20240816_145631098.jpg","PilotCam","/PilotCam.20240816_145631098.jpg","BrowCam","/BrowCam.20240816_145631098.jpg","UserSelect","/UserSelect.20240816_145631098.jpg","","","-999.99","7.36","-999.99","-999.99","66bf689f111b2e001a29cf0f"
"2024-08-16T14:56:46.128Z","44.6338130","-124.3075413","ASNAP","","admin","","","","","","","","","","42.66","14.95","2.5","-1.2","183.62","80.20","1.34","SciCam","/SciCam.20240816_145646128.jpg","PilotCam","/PilotCam.20240816_145646128.jpg","BrowCam","/BrowCam.20240816_145646128.jpg","UserSelect","/UserSelect.20240816_145646128.jpg","","","-999.99","7.40","-999.99","-999.99","66bf68ae111b2e001a29cf13"
"2024-08-16T14:57:01.160Z","44.6338130","-124.3075413","ASNAP","","admin","","","","","","","","","","42.66","14.95","2.5","-1.2","183.62","80.16","1.28","SciCam","/SciCam.20240816_145701160.jpg","PilotCam","/PilotCam.20240816_145701160.jpg","BrowCam","/BrowCam.20240816_145701160.jpg","UserSelect","/UserSelect.20240816_145701160.jpg","","","-999.99","7.35","-999.99","-999.99","66bf68bd111b2e001a29cf17"
"2024-08-16T14:57:16.190Z","44.6338098","-124.3075370","ASNAP","","admin","","","","","","","","","","43.00","14.60","2.5","-1.2","183.63","80.21","1.28","SciCam","/SciCam.20240816_145716190.jpg","PilotCam","/PilotCam.20240816_145716190.jpg","BrowCam","/BrowCam.20240816_145716190.jpg","UserSelect","/UserSelect.20240816_145716190.jpg","","","-999.99","7.33","-999.99","-999.99","66bf68cc111b2e001a29cf1b"
"2024-08-16T14:57:31.221Z","44.6338098","-124.3075369","ASNAP","","admin","","","","","","","","","","43.01","14.60","2.5","-1.2","183.63","80.22","1.34","SciCam","/SciCam.20240816_145731221.jpg","PilotCam","/PilotCam.20240816_145731221.jpg","BrowCam","/BrowCam.20240816_145731221.jpg","UserSelect","/UserSelect.20240816_145731221.jpg","","","-999.99","7.36","-999.99","-999.99","66bf68db111b2e001a29cf1f"
"2024-08-16T14:57:46.254Z","44.6338097","-124.3075369","ASNAP","","admin","","","","","","","","","","43.01","14.59","2.5","-1.2","183.64","80.18","1.34","SciCam","/SciCam.20240816_145746254.jpg","PilotCam","/PilotCam.20240816_145746254.jpg","BrowCam","/BrowCam.20240816_145746254.jpg","UserSelect","/UserSelect.20240816_145746254.jpg","","","-999.99","7.34","-999.99","-999.99","66bf68ea111b2e001a29cf23"
"2024-08-16T14:58:01.287Z","44.6338097","-124.3075369","ASNAP","","admin","","","","","","","","","","43.01","14.59","2.5","-1.2","183.64","80.19","1.34","SciCam","/SciCam.20240816_145801287.jpg","PilotCam","/PilotCam.20240816_145801287.jpg","BrowCam","/BrowCam.20240816_145801287.jpg","UserSelect","/UserSelect.20240816_145801287.jpg","","","-999.99","7.33","-999.99","-999.99","66bf68f9111b2e001a29cf27"
"2024-08-16T14:58:16.320Z","44.6338034","-124.3075283","ASNAP","","admin","","","","","","","","","","43.69","13.89","2.5","-1.2","183.64","80.20","1.29","SciCam","/SciCam.20240816_145816320.jpg","PilotCam","/PilotCam.20240816_145816320.jpg","BrowCam","/BrowCam.20240816_145816320.jpg","UserSelect","/UserSelect.20240816_145816320.jpg","","","-999.99","7.38","-999.99","-999.99","66bf6908111b2e001a29cf2b"
"2024-08-16T14:58:31.348Z","44.6338034","-124.3075282","ASNAP","","admin","","","","","","","","","","43.70","13.89","2.5","-1.2","183.64","80.24","1.33","SciCam","/SciCam.20240816_145831348.jpg","PilotCam","/PilotCam.20240816_145831348.jpg","BrowCam","/BrowCam.20240816_145831348.jpg","UserSelect","/UserSelect.20240816_145831348.jpg","","","-999.99","7.36","-999.99","-999.99","66bf6917111b2e001a29cf2f"
"2024-08-16T14:58:46.375Z","44.6337962","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.09","2.5","-1.2","183.64","80.24","1.30","SciCam","/SciCam.20240816_145846375.jpg","PilotCam","/PilotCam.20240816_145846375.jpg","BrowCam","/BrowCam.20240816_145846375.jpg","UserSelect","/UserSelect.20240816_145846375.jpg","","","-999.99","7.41","-999.99","-999.99","66bf6926111b2e001a29cf33"
"2024-08-16T14:59:01.407Z","44.6337963","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.10","2.5","-1.2","183.65","80.25","1.29","SciCam","/SciCam.20240816_145901407.jpg","PilotCam","/PilotCam.20240816_145901407.jpg","BrowCam","/BrowCam.20240816_145901407.jpg","UserSelect","/UserSelect.20240816_145901407.jpg","","","-999.99","7.35","-999.99","-999.99","66bf6935111b2e001a29cf37"
"2024-08-16T14:59:16.439Z","44.6337962","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.09","2.5","-1.2","183.64","80.27","1.34","SciCam","/SciCam.20240816_145916439.jpg","PilotCam","/PilotCam.20240816_145916439.jpg","BrowCam","/BrowCam.20240816_145916439.jpg","UserSelect","/UserSelect.20240816_145916439.jpg","","","-999.99","7.37","-999.99","-999.99","66bf6944111b2e001a29cf3b"
"2024-08-16T14:59:31.471Z","44.6337963","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.10","2.5","-1.2","183.64","80.24","1.33","SciCam","/SciCam.20240816_145931471.jpg","PilotCam","/PilotCam.20240816_145931471.jpg","BrowCam","/BrowCam.20240816_145931471.jpg","UserSelect","/UserSelect.20240816_145931471.jpg","","","-999.99","7.31","-999.99","-999.99","66bf6953111b2e001a29cf3f"
"2024-08-16T14:59:46.501Z","44.6337963","-124.3075184","ASNAP","","admin","","","","","","","","","","44.48","13.10","2.5","-1.2","183.65","80.19","1.29","SciCam","/SciCam.20240816_145946501.jpg","PilotCam","/PilotCam.20240816_145946501.jpg","BrowCam","/BrowCam.20240816_145946501.jpg","UserSelect","/UserSelect.20240816_145946501.jpg","","","-999.99","7.44","-999.99","-999.99","66bf6962111b2e001a29cf43"
