Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.actions,event_option.new_watchstander,event_option.milestone,event_option.location,event_option.dive_#/summary,event_option.filename,event_option.dummy_plug,event_option.cabled_plug,event_option.type,event_option.sample_name,event_option.highlights,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-30T12:10:53.725Z","45.9166599","-130.0249745","ROV Actions","SPA for Dive 1648 for Axial Base","guest","Latching to","","","","","","","","","","","1.98","-0.75","-2.7","1.5","91.87","0.93","0.58","SciCam","/SciCam.20240830_121053725.jpg","PilotCam","/PilotCam.20240830_121053725.jpg","BrowCam","/BrowCam.20240830_121053725.jpg","UserSelect","/UserSelect.20240830_121053725.jpg","","","-999.99","16.11","-999.99","-999.99","66d1b6cdf9835f001a7ff5ef"
"2024-08-30T12:14:09.717Z","45.9166413","-130.0250070","WATCH_CHANGE","Hot Seat","guest","","James","","","","","","","","","","-0.54","-2.82","-0.6","0.1","183.08","0.92","0.58","SciCam","/SciCam.20240830_121409717.jpg","PilotCam","/PilotCam.20240830_121409717.jpg","BrowCam","/BrowCam.20240830_121409717.jpg","UserSelect","/UserSelect.20240830_121409717.jpg","","","-999.99","16.12","-999.99","-999.99","66d1b791f9835f001a7ff5f3"
"2024-08-30T12:15:31.396Z","45.9166610","-130.0250259","VEHICLE","","guest","","","Jason in water","","","","","","","","","-2.01","-0.63","-1.0","4.0","245.23","0.87","0.58","SciCam","/SciCam.20240830_121531396.jpg","PilotCam","/PilotCam.20240830_121531396.jpg","BrowCam","/BrowCam.20240830_121531396.jpg","UserSelect","/UserSelect.20240830_121531396.jpg","","","-999.99","16.21","-999.99","-999.99","66d1b7e3f9835f001a7ff5f7"
"2024-08-30T12:16:48.861Z","45.9166738","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.79","-5.8","-4.5","272.13","4.66","0.58","SciCam","/SciCam.20240830_121648861.jpg","PilotCam","/PilotCam.20240830_121648861.jpg","BrowCam","/BrowCam.20240830_121648861.jpg","UserSelect","/UserSelect.20240830_121648861.jpg","","","-999.99","18.26","-999.99","-999.99","66d1b830f9835f001a7ff5fb"
"2024-08-30T12:17:03.886Z","45.9166737","-130.0250245","ASNAP","","admin","","","","","","","","","","","","-1.90","0.78","3.4","-5.9","273.55","4.34","0.58","SciCam","/SciCam.20240830_121703886.jpg","PilotCam","/PilotCam.20240830_121703886.jpg","BrowCam","/BrowCam.20240830_121703886.jpg","UserSelect","/UserSelect.20240830_121703886.jpg","","","-999.99","18.17","-999.99","-999.99","66d1b83ff9835f001a7ff5ff"
"2024-08-30T12:17:18.914Z","45.9166757","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","1.00","-2.8","2.5","276.96","4.67","0.58","SciCam","/SciCam.20240830_121718914.jpg","PilotCam","/PilotCam.20240830_121718914.jpg","BrowCam","/BrowCam.20240830_121718914.jpg","UserSelect","/UserSelect.20240830_121718914.jpg","","","-999.99","18.16","-999.99","-999.99","66d1b84ef9835f001a7ff603"
"2024-08-30T12:17:33.946Z","45.9166737","-130.0250251","ASNAP","","admin","","","","","","","","","","","","-1.95","0.78","1.9","-0.4","273.95","4.53","0.58","SciCam","/SciCam.20240830_121733946.jpg","PilotCam","/PilotCam.20240830_121733946.jpg","BrowCam","/BrowCam.20240830_121733946.jpg","UserSelect","/UserSelect.20240830_121733946.jpg","","","-999.99","18.23","-999.99","-999.99","66d1b85df9835f001a7ff607"
"2024-08-30T12:17:48.975Z","45.9166740","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.82","-2.9","-4.2","272.89","4.22","0.58","SciCam","/SciCam.20240830_121748975.jpg","PilotCam","/PilotCam.20240830_121748975.jpg","BrowCam","/BrowCam.20240830_121748975.jpg","UserSelect","/UserSelect.20240830_121748975.jpg","","","-999.99","18.16","-999.99","-999.99","66d1b86cf9835f001a7ff60b"
"2024-08-30T12:18:04.003Z","45.9166730","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.70","3.4","-3.3","272.21","4.52","0.58","SciCam","/SciCam.20240830_121804003.jpg","PilotCam","/PilotCam.20240830_121804003.jpg","BrowCam","/BrowCam.20240830_121804003.jpg","UserSelect","/UserSelect.20240830_121804003.jpg","","","-999.99","18.22","-999.99","-999.99","66d1b87cf9835f001a7ff60f"
"2024-08-30T12:18:19.034Z","45.9166733","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.74","2.7","-2.5","272.89","5.54","0.58","SciCam","/SciCam.20240830_121819034.jpg","PilotCam","/PilotCam.20240830_121819034.jpg","BrowCam","/BrowCam.20240830_121819034.jpg","UserSelect","/UserSelect.20240830_121819034.jpg","","","-999.99","18.22","-999.99","-999.99","66d1b88bf9835f001a7ff613"
"2024-08-30T12:18:34.064Z","45.9166740","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.81","-1.5","-3.0","273.29","11.40","0.58","SciCam","/SciCam.20240830_121834064.jpg","PilotCam","/PilotCam.20240830_121834064.jpg","BrowCam","/BrowCam.20240830_121834064.jpg","UserSelect","/UserSelect.20240830_121834064.jpg","","","-999.99","18.25","-999.99","-999.99","66d1b89af9835f001a7ff61a"
"2024-08-30T12:18:36.812Z","45.9166735","-130.0250249","ROV Actions"," ","guest","First Football on","","","","","","","","","","","-1.93","0.76","1.6","-3.2","273.00","12.05","0.58","SciCam","/SciCam.20240830_121836812.jpg","PilotCam","/PilotCam.20240830_121836812.jpg","BrowCam","/BrowCam.20240830_121836812.jpg","UserSelect","/UserSelect.20240830_121836812.jpg","","","-999.99","17.98","-999.99","-999.99","66d1b89cf9835f001a7ff61f"
"2024-08-30T12:18:49.095Z","45.9166736","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.77","-0.2","-4.6","273.08","12.29","0.58","SciCam","/SciCam.20240830_121849095.jpg","PilotCam","/PilotCam.20240830_121849095.jpg","BrowCam","/BrowCam.20240830_121849095.jpg","UserSelect","/UserSelect.20240830_121849095.jpg","","","-999.99","18.24","-999.99","-999.99","66d1b8a9f9835f001a7ff623"
"2024-08-30T12:19:04.126Z","45.9166733","-130.0250251","ASNAP","","admin","","","","","","","","","","","","-1.95","0.74","0.1","-2.1","272.22","11.47","0.58","SciCam","/SciCam.20240830_121904126.jpg","PilotCam","/PilotCam.20240830_121904126.jpg","BrowCam","/BrowCam.20240830_121904126.jpg","UserSelect","/UserSelect.20240830_121904126.jpg","","","-999.99","18.16","-999.99","-999.99","66d1b8b8f9835f001a7ff627"
"2024-08-30T12:19:19.155Z","45.9166737","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.78","0.5","-2.1","273.17","11.89","0.58","SciCam","/SciCam.20240830_121919155.jpg","PilotCam","/PilotCam.20240830_121919155.jpg","BrowCam","/BrowCam.20240830_121919155.jpg","UserSelect","/UserSelect.20240830_121919155.jpg","","","-999.99","18.27","-999.99","-999.99","66d1b8c7f9835f001a7ff62b"
"2024-08-30T12:19:34.186Z","45.9166727","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.67","0.2","-2.7","270.89","11.86","0.58","SciCam","/SciCam.20240830_121934186.jpg","PilotCam","/PilotCam.20240830_121934186.jpg","BrowCam","/BrowCam.20240830_121934186.jpg","UserSelect","/UserSelect.20240830_121934186.jpg","","","-999.99","18.17","-999.99","-999.99","66d1b8d6f9835f001a7ff62f"
"2024-08-30T12:19:49.219Z","45.9166735","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.76","-2.5","-3.4","272.21","15.54","0.58","SciCam","/SciCam.20240830_121949219.jpg","PilotCam","/PilotCam.20240830_121949219.jpg","BrowCam","/BrowCam.20240830_121949219.jpg","UserSelect","/UserSelect.20240830_121949219.jpg","","","-999.99","18.22","-999.99","-999.99","66d1b8e5f9835f001a7ff633"
"2024-08-30T12:20:04.251Z","45.9166727","-130.0250254","ASNAP","","admin","","","","","","","","","","","","-1.97","0.67","-1.2","-0.9","270.48","17.00","0.58","SciCam","/SciCam.20240830_122004251.jpg","PilotCam","/PilotCam.20240830_122004251.jpg","BrowCam","/BrowCam.20240830_122004251.jpg","UserSelect","/UserSelect.20240830_122004251.jpg","","","-999.99","18.13","-999.99","-999.99","66d1b8f4f9835f001a7ff637"
"2024-08-30T12:20:19.281Z","45.9166733","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.74","0.4","-4.4","271.95","18.13","0.58","SciCam","/SciCam.20240830_122019281.jpg","PilotCam","/PilotCam.20240830_122019281.jpg","BrowCam","/BrowCam.20240830_122019281.jpg","UserSelect","/UserSelect.20240830_122019281.jpg","","","-999.99","18.20","-999.99","-999.99","66d1b903f9835f001a7ff63b"
"2024-08-30T12:20:34.315Z","45.9166716","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.55","3.0","-3.8","268.82","18.11","0.58","SciCam","/SciCam.20240830_122034315.jpg","PilotCam","/PilotCam.20240830_122034315.jpg","BrowCam","/BrowCam.20240830_122034315.jpg","UserSelect","/UserSelect.20240830_122034315.jpg","","","-999.99","18.23","-999.99","-999.99","66d1b912f9835f001a7ff63f"
"2024-08-30T12:20:49.347Z","45.9166729","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.69","0.5","-1.4","271.30","17.91","0.58","SciCam","/SciCam.20240830_122049347.jpg","PilotCam","/PilotCam.20240830_122049347.jpg","BrowCam","/BrowCam.20240830_122049347.jpg","UserSelect","/UserSelect.20240830_122049347.jpg","","","-999.99","18.22","-999.99","-999.99","66d1b921f9835f001a7ff643"
"2024-08-30T12:21:04.365Z","45.9166731","-130.0250251","ASNAP","","admin","","","","","","","","","","","","-1.95","0.72","-0.0","-2.4","271.78","18.26","0.58","SciCam","/SciCam.20240830_122104365.jpg","PilotCam","/PilotCam.20240830_122104365.jpg","BrowCam","/BrowCam.20240830_122104365.jpg","UserSelect","/UserSelect.20240830_122104365.jpg","","","-999.99","17.98","-999.99","-999.99","66d1b930f9835f001a7ff647"
"2024-08-30T12:21:19.395Z","45.9166726","-130.0250251","ASNAP","","admin","","","","","","","","","","","","-1.95","0.66","1.0","-3.2","270.77","23.30","0.58","SciCam","/SciCam.20240830_122119395.jpg","PilotCam","/PilotCam.20240830_122119395.jpg","BrowCam","/BrowCam.20240830_122119395.jpg","UserSelect","/UserSelect.20240830_122119395.jpg","","","-999.99","18.15","-999.99","-999.99","66d1b93ff9835f001a7ff64b"
"2024-08-30T12:21:34.427Z","45.9166730","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.70","0.2","-4.4","271.47","27.64","0.58","SciCam","/SciCam.20240830_122134427.jpg","PilotCam","/PilotCam.20240830_122134427.jpg","BrowCam","/BrowCam.20240830_122134427.jpg","UserSelect","/UserSelect.20240830_122134427.jpg","","","-999.99","18.29","-999.99","-999.99","66d1b94ef9835f001a7ff64f"
"2024-08-30T12:21:49.460Z","45.9166731","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.72","1.2","-3.5","272.19","27.31","0.58","SciCam","/SciCam.20240830_122149460.jpg","PilotCam","/PilotCam.20240830_122149460.jpg","BrowCam","/BrowCam.20240830_122149460.jpg","UserSelect","/UserSelect.20240830_122149460.jpg","","","-999.99","18.06","-999.99","-999.99","66d1b95df9835f001a7ff653"
"2024-08-30T12:22:04.491Z","45.9166731","-130.0250251","ASNAP","","admin","","","","","","","","","","","","-1.95","0.71","-0.5","-2.4","271.49","26.81","0.58","SciCam","/SciCam.20240830_122204491.jpg","PilotCam","/PilotCam.20240830_122204491.jpg","BrowCam","/BrowCam.20240830_122204491.jpg","UserSelect","/UserSelect.20240830_122204491.jpg","","","-999.99","18.12","-999.99","-999.99","66d1b96cf9835f001a7ff657"
"2024-08-30T12:22:19.511Z","45.9166734","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.75","0.9","-4.4","272.53","29.19","0.58","SciCam","/SciCam.20240830_122219511.jpg","PilotCam","/PilotCam.20240830_122219511.jpg","BrowCam","/BrowCam.20240830_122219511.jpg","UserSelect","/UserSelect.20240830_122219511.jpg","","","-999.99","18.29","-999.99","-999.99","66d1b97bf9835f001a7ff65b"
"2024-08-30T12:22:30.910Z","45.9166730","-130.0250251","ROV Actions"," ","guest","Last Football on","","","","","","","","","","","-1.95","0.70","0.2","-3.2","271.41","29.83","0.58","SciCam","/SciCam.20240830_122230910.jpg","PilotCam","/PilotCam.20240830_122230910.jpg","BrowCam","/BrowCam.20240830_122230910.jpg","UserSelect","/UserSelect.20240830_122230910.jpg","","","-999.99","18.26","-999.99","-999.99","66d1b986f9835f001a7ff65f"
"2024-08-30T12:22:34.544Z","45.9166730","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.70","0.5","-3.8","271.51","29.60","0.58","SciCam","/SciCam.20240830_122234544.jpg","PilotCam","/PilotCam.20240830_122234544.jpg","BrowCam","/BrowCam.20240830_122234544.jpg","UserSelect","/UserSelect.20240830_122234544.jpg","","","-999.99","18.10","-999.99","-999.99","66d1b98af9835f001a7ff663"
"2024-08-30T12:22:49.574Z","45.9166738","-130.0250245","ASNAP","","admin","","","","","","","","","","","","-1.90","0.79","2.6","-5.6","273.86","29.44","0.58","SciCam","/SciCam.20240830_122249574.jpg","PilotCam","/PilotCam.20240830_122249574.jpg","BrowCam","/BrowCam.20240830_122249574.jpg","UserSelect","/UserSelect.20240830_122249574.jpg","","","-999.99","17.97","-999.99","-999.99","66d1b999f9835f001a7ff667"
"2024-08-30T12:23:04.607Z","45.9166742","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.84","-1.1","-1.3","274.30","34.67","0.58","SciCam","/SciCam.20240830_122304607.jpg","PilotCam","/PilotCam.20240830_122304607.jpg","BrowCam","/BrowCam.20240830_122304607.jpg","UserSelect","/UserSelect.20240830_122304607.jpg","","","-999.99","18.08","-999.99","-999.99","66d1b9a8f9835f001a7ff66b"
"2024-08-30T12:23:19.639Z","45.9166740","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.82","-1.1","-2.6","273.56","45.78","0.58","SciCam","/SciCam.20240830_122319639.jpg","PilotCam","/PilotCam.20240830_122319639.jpg","BrowCam","/BrowCam.20240830_122319639.jpg","UserSelect","/UserSelect.20240830_122319639.jpg","","","-999.99","16.68","-999.99","-999.99","66d1b9b7f9835f001a7ff66f"
"2024-08-30T12:23:34.672Z","45.9166740","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.82","-0.9","-3.6","273.67","54.63","0.58","SciCam","/SciCam.20240830_122334672.jpg","PilotCam","/PilotCam.20240830_122334672.jpg","BrowCam","/BrowCam.20240830_122334672.jpg","UserSelect","/UserSelect.20240830_122334672.jpg","","","-999.99","14.75","-999.99","-999.99","66d1b9c6f9835f001a7ff673"
"2024-08-30T12:23:49.704Z","45.9166736","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.77","-0.2","-3.5","272.77","59.68","0.58","SciCam","/SciCam.20240830_122349704.jpg","PilotCam","/PilotCam.20240830_122349704.jpg","BrowCam","/BrowCam.20240830_122349704.jpg","UserSelect","/UserSelect.20240830_122349704.jpg","","","-999.99","13.46","-999.99","-999.99","66d1b9d5f9835f001a7ff677"
"2024-08-30T12:24:04.738Z","45.9166745","-130.0250245","ASNAP","","admin","","","","","","","","","","","","-1.90","0.87","0.1","-4.0","274.93","63.67","0.58","SciCam","/SciCam.20240830_122404738.jpg","PilotCam","/PilotCam.20240830_122404738.jpg","BrowCam","/BrowCam.20240830_122404738.jpg","UserSelect","/UserSelect.20240830_122404738.jpg","","","-999.99","12.21","-999.99","-999.99","66d1b9e4f9835f001a7ff67b"
"2024-08-30T12:24:19.767Z","45.9166741","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.83","-0.4","-3.9","274.06","69.10","0.58","SciCam","/SciCam.20240830_122419767.jpg","PilotCam","/PilotCam.20240830_122419767.jpg","BrowCam","/BrowCam.20240830_122419767.jpg","UserSelect","/UserSelect.20240830_122419767.jpg","","","-999.99","11.35","-999.99","-999.99","66d1b9f3f9835f001a7ff67f"
"2024-08-30T12:24:34.797Z","45.9166741","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.83","-0.2","-2.9","274.07","74.35","0.58","SciCam","/SciCam.20240830_122434797.jpg","PilotCam","/PilotCam.20240830_122434797.jpg","BrowCam","/BrowCam.20240830_122434797.jpg","UserSelect","/UserSelect.20240830_122434797.jpg","","","-999.99","10.77","-999.99","-999.99","66d1ba02f9835f001a7ff683"
"2024-08-30T12:24:49.829Z","45.9166740","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.82","0.2","-3.1","273.95","80.54","0.58","SciCam","/SciCam.20240830_122449829.jpg","PilotCam","/PilotCam.20240830_122449829.jpg","BrowCam","/BrowCam.20240830_122449829.jpg","UserSelect","/UserSelect.20240830_122449829.jpg","","","-999.99","10.54","-999.99","-999.99","66d1ba11f9835f001a7ff687"
"2024-08-30T12:25:04.861Z","45.9166731","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.71","0.6","-4.0","271.68","84.93","0.58","SciCam","/SciCam.20240830_122504861.jpg","PilotCam","/PilotCam.20240830_122504861.jpg","BrowCam","/BrowCam.20240830_122504861.jpg","UserSelect","/UserSelect.20240830_122504861.jpg","","","-999.99","10.24","-999.99","-999.99","66d1ba20f9835f001a7ff68b"
"2024-08-30T12:25:19.891Z","45.9166740","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.82","-0.4","-3.8","273.74","88.31","0.58","SciCam","/SciCam.20240830_122519891.jpg","PilotCam","/PilotCam.20240830_122519891.jpg","BrowCam","/BrowCam.20240830_122519891.jpg","UserSelect","/UserSelect.20240830_122519891.jpg","","","-999.99","9.56","-999.99","-999.99","66d1ba2ff9835f001a7ff68f"
"2024-08-30T12:25:34.912Z","45.9166731","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.72","-0.6","-3.1","272.00","90.42","0.58","SciCam","/SciCam.20240830_122534912.jpg","PilotCam","/PilotCam.20240830_122534912.jpg","BrowCam","/BrowCam.20240830_122534912.jpg","UserSelect","/UserSelect.20240830_122534912.jpg","","","-999.99","9.28","-999.99","-999.99","66d1ba3ef9835f001a7ff693"
"2024-08-30T12:25:49.944Z","45.9166738","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.79","-0.1","-3.3","273.20","95.23","0.58","SciCam","/SciCam.20240830_122549944.jpg","PilotCam","/PilotCam.20240830_122549944.jpg","BrowCam","/BrowCam.20240830_122549944.jpg","UserSelect","/UserSelect.20240830_122549944.jpg","","","-999.99","8.92","-999.99","-999.99","66d1ba4df9835f001a7ff697"
"2024-08-30T12:26:04.970Z","45.9166738","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.79","-0.1","-3.1","273.35","102.28","0.58","SciCam","/SciCam.20240830_122604970.jpg","PilotCam","/PilotCam.20240830_122604970.jpg","BrowCam","/BrowCam.20240830_122604970.jpg","UserSelect","/UserSelect.20240830_122604970.jpg","","","-999.99","8.77","-999.99","-999.99","66d1ba5cf9835f001a7ff69b"
"2024-08-30T12:26:20.003Z","45.9166739","-130.0250249","ASNAP","","admin","","","","","","","","","","","","-1.93","0.80","-0.6","-3.0","273.28","110.95","0.58","SciCam","/SciCam.20240830_122620003.jpg","PilotCam","/PilotCam.20240830_122620003.jpg","BrowCam","/BrowCam.20240830_122620003.jpg","UserSelect","/UserSelect.20240830_122620003.jpg","","","-999.99","8.40","-999.99","-999.99","66d1ba6cf9835f001a7ff69f"
"2024-08-30T12:26:35.037Z","45.9166742","-130.0250246","ASNAP","","admin","","","","","","","","","","","","-1.91","0.84","-0.2","-4.4","274.25","119.52","0.58","SciCam","/SciCam.20240830_122635037.jpg","PilotCam","/PilotCam.20240830_122635037.jpg","BrowCam","/BrowCam.20240830_122635037.jpg","UserSelect","/UserSelect.20240830_122635037.jpg","","","-999.99","8.22","-999.99","-999.99","66d1ba7bf9835f001a7ff6a3"
"2024-08-30T12:26:50.069Z","45.9166749","-130.0250244","ASNAP","","admin","","","","","","","","","","","","-1.89","0.92","1.3","-4.9","275.87","124.66","0.58","SciCam","/SciCam.20240830_122650069.jpg","PilotCam","/PilotCam.20240830_122650069.jpg","BrowCam","/BrowCam.20240830_122650069.jpg","UserSelect","/UserSelect.20240830_122650069.jpg","","","-999.99","8.03","-999.99","-999.99","66d1ba8af9835f001a7ff6a7"
"2024-08-30T12:27:05.090Z","45.9166758","-130.0250240","ASNAP","","admin","","","","","","","","","","","","-1.86","1.01","-0.0","-4.5","278.15","126.55","0.58","SciCam","/SciCam.20240830_122705090.jpg","PilotCam","/PilotCam.20240830_122705090.jpg","BrowCam","/BrowCam.20240830_122705090.jpg","UserSelect","/UserSelect.20240830_122705090.jpg","","","-999.99","8.04","-999.99","-999.99","66d1ba99f9835f001a7ff6ab"
"2024-08-30T12:27:17.360Z","45.9166740","-130.0250247","ROV Actions","beacon on","guest","Transponder on","","","","","","","","","","","-1.92","0.82","-0.4","-3.5","273.80","125.60","0.58","SciCam","/SciCam.20240830_122717360.jpg","PilotCam","/PilotCam.20240830_122717360.jpg","BrowCam","/BrowCam.20240830_122717360.jpg","UserSelect","/UserSelect.20240830_122717360.jpg","","","-999.99","8.05","-999.99","-999.99","66d1baa5f9835f001a7ff6af"
"2024-08-30T12:27:20.118Z","45.9166741","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.83","-0.1","-3.8","274.07","125.53","0.58","SciCam","/SciCam.20240830_122720118.jpg","PilotCam","/PilotCam.20240830_122720118.jpg","BrowCam","/BrowCam.20240830_122720118.jpg","UserSelect","/UserSelect.20240830_122720118.jpg","","","-999.99","7.96","-999.99","-999.99","66d1baa8f9835f001a7ff6b3"
"2024-08-30T12:27:35.144Z","45.9166744","-130.0250246","ASNAP","","admin","","","","","","","","","","","","-1.91","0.86","0.3","-3.3","274.67","125.84","0.58","SciCam","/SciCam.20240830_122735144.jpg","PilotCam","/PilotCam.20240830_122735144.jpg","BrowCam","/BrowCam.20240830_122735144.jpg","UserSelect","/UserSelect.20240830_122735144.jpg","","","-999.99","7.83","-999.99","-999.99","66d1bab7f9835f001a7ff6b7"
"2024-08-30T12:27:50.171Z","45.9166718","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.57","-0.5","-3.7","268.76","125.90","0.58","SciCam","/SciCam.20240830_122750171.jpg","PilotCam","/PilotCam.20240830_122750171.jpg","BrowCam","/BrowCam.20240830_122750171.jpg","UserSelect","/UserSelect.20240830_122750171.jpg","","","-999.99","7.94","-999.99","-999.99","66d1bac6f9835f001a7ff6bb"
"2024-08-30T12:28:05.204Z","45.9166723","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.63","-0.7","-3.4","269.85","125.72","0.58","SciCam","/SciCam.20240830_122805204.jpg","PilotCam","/PilotCam.20240830_122805204.jpg","BrowCam","/BrowCam.20240830_122805204.jpg","UserSelect","/UserSelect.20240830_122805204.jpg","","","-999.99","7.79","-999.99","-999.99","66d1bad5f9835f001a7ff6bf"
"2024-08-30T12:28:20.224Z","45.9166740","-130.0250246","ASNAP","","admin","","","","","","","","","","","","-1.91","0.82","-0.3","-4.2","273.82","125.87","0.58","SciCam","/SciCam.20240830_122820224.jpg","PilotCam","/PilotCam.20240830_122820224.jpg","BrowCam","/BrowCam.20240830_122820224.jpg","UserSelect","/UserSelect.20240830_122820224.jpg","","","-999.99","7.76","-999.99","-999.99","66d1bae4f9835f001a7ff6c3"
"2024-08-30T12:28:34.634Z","45.9166720","-130.0250253","VEHICLE","Descending to 160 m","guest","","","Other","","","","","","","","","-1.96","0.59","0.3","-3.7","269.34","125.75","0.58","SciCam","/SciCam.20240830_122834634.jpg","PilotCam","/PilotCam.20240830_122834634.jpg","BrowCam","/BrowCam.20240830_122834634.jpg","UserSelect","/UserSelect.20240830_122834634.jpg","","","-999.99","8.00","-999.99","-999.99","66d1baf2f9835f001a7ff6c7"
"2024-08-30T12:28:35.251Z","45.9166720","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.59","0.3","-3.7","269.34","125.75","0.58","SciCam","/SciCam.20240830_122835251.jpg","PilotCam","/PilotCam.20240830_122835251.jpg","BrowCam","/BrowCam.20240830_122835251.jpg","UserSelect","/UserSelect.20240830_122835251.jpg","","","-999.99","7.99","-999.99","-999.99","66d1baf3f9835f001a7ff6ca"
"2024-08-30T12:28:50.284Z","45.9166718","-130.0250253","ASNAP","","admin","","","","","","","","","","","","-1.96","0.57","-0.0","-4.2","268.84","130.43","0.58","SciCam","/SciCam.20240830_122850284.jpg","PilotCam","/PilotCam.20240830_122850284.jpg","BrowCam","/BrowCam.20240830_122850284.jpg","UserSelect","/UserSelect.20240830_122850284.jpg","","","-999.99","7.98","-999.99","-999.99","66d1bb02f9835f001a7ff6cf"
"2024-08-30T12:29:05.318Z","45.9166740","-130.0250247","ASNAP","","admin","","","","","","","","","","","","-1.92","0.81","-1.2","-3.6","273.54","135.04","0.58","SciCam","/SciCam.20240830_122905318.jpg","PilotCam","/PilotCam.20240830_122905318.jpg","BrowCam","/BrowCam.20240830_122905318.jpg","UserSelect","/UserSelect.20240830_122905318.jpg","","","-999.99","7.87","-999.99","-999.99","66d1bb11f9835f001a7ff6d3"
"2024-08-30T12:29:20.350Z","45.9166722","-130.0250250","ASNAP","","admin","","","","","","","","","","","","-1.94","0.62","-2.7","-5.8","269.26","138.83","0.58","SciCam","/SciCam.20240830_122920350.jpg","PilotCam","/PilotCam.20240830_122920350.jpg","BrowCam","/BrowCam.20240830_122920350.jpg","UserSelect","/UserSelect.20240830_122920350.jpg","","","-999.99","7.67","-999.99","-999.99","66d1bb20f9835f001a7ff6d7"
"2024-08-30T12:29:35.380Z","45.9166723","-130.0250251","ASNAP","","admin","","","","","","","","","","","","-1.95","0.63","-2.1","-4.6","269.66","140.51","0.58","SciCam","/SciCam.20240830_122935380.jpg","PilotCam","/PilotCam.20240830_122935380.jpg","BrowCam","/BrowCam.20240830_122935380.jpg","UserSelect","/UserSelect.20240830_122935380.jpg","","","-999.99","7.63","-999.99","-999.99","66d1bb2ff9835f001a7ff6db"
"2024-08-30T12:29:50.414Z","45.9166702","-130.0250255","ASNAP","","admin","","","","","","","","","","","","-1.98","0.39","-0.5","-3.7","265.11","143.86","0.58","SciCam","/SciCam.20240830_122950414.jpg","PilotCam","/PilotCam.20240830_122950414.jpg","BrowCam","/BrowCam.20240830_122950414.jpg","UserSelect","/UserSelect.20240830_122950414.jpg","","","-999.99","7.48","-999.99","-999.99","66d1bb3ef9835f001a7ff6df"
