Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.actions,event_option.milestone,event_option.filename,event_option.event_comment,event_option.type,event_option.cabled_plug,event_option.highlights,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-09-01T10:45:29.969Z","45.9166406","-130.0250022","ROV Actions","undervator","guest","Latching to","","","","","","","-0.17","-2.90","-0.5","-1.0","172.24","0.85","0.58","SciCam","/SciCam.20240901_104529969.jpg","PilotCam","/PilotCam.20240901_104529969.jpg","BrowCam","/BrowCam.20240901_104529969.jpg","UserSelect","/UserSelect.20240901_104529969.jpg","","","-999.99","16.17","-999.99","-999.99","66d445c9f9835f001a808180"
"2024-09-01T10:46:51.130Z","45.9166406","-130.0250028","Name","John R Teal Jr.","guest","","","","","","","","-0.22","-2.90","-0.3","-0.2","173.69","0.86","0.58","SciCam","/SciCam.20240901_104651130.jpg","PilotCam","/PilotCam.20240901_104651130.jpg","BrowCam","/BrowCam.20240901_104651130.jpg","UserSelect","/UserSelect.20240901_104651130.jpg","","","-999.99","16.16","-999.99","-999.99","66d4461bf9835f001a808184"
"2024-09-01T10:47:20.218Z","45.9166403","-130.0250022","VEHICLE","","guest","","Jason off deck","","","","","","-0.17","-2.93","-0.2","2.4","172.51","0.83","0.58","SciCam","/SciCam.20240901_104720218.jpg","PilotCam","/PilotCam.20240901_104720218.jpg","BrowCam","/BrowCam.20240901_104720218.jpg","UserSelect","/UserSelect.20240901_104720218.jpg","","","-999.99","16.17","-999.99","-999.99","66d44638f9835f001a80818c"
"2024-09-01T10:49:19.925Z","45.9166619","-130.0250259","VEHICLE","","guest","","Jason in water","","","","","","-2.01","-0.53","-0.0","0.4","247.09","0.87","0.58","SciCam","/SciCam.20240901_104919925.jpg","PilotCam","/PilotCam.20240901_104919925.jpg","BrowCam","/BrowCam.20240901_104919925.jpg","UserSelect","/UserSelect.20240901_104919925.jpg","","","-999.99","16.19","-999.99","-999.99","66d446aff9835f001a808190"
"2024-09-01T10:52:10.249Z","45.9166712","-130.0249948","ROV Actions"," ","guest","First Football on","","","","","","","0.40","0.50","-0.8","-3.0","268.57","25.78","2.26","SciCam","/SciCam.20240901_105210249.jpg","PilotCam","/PilotCam.20240901_105210249.jpg","BrowCam","/BrowCam.20240901_105210249.jpg","UserSelect","/UserSelect.20240901_105210249.jpg","","","-999.99","18.13","-999.99","-999.99","66d4475af9835f001a808194"
"2024-09-01T10:57:38.642Z","45.9166704","-130.0249955","ROV Actions","26 floats","guest","Last Football on","","","","","","","0.35","0.41","-1.1","-3.4","268.37","55.03","0.58","SciCam","/SciCam.20240901_105738642.jpg","PilotCam","/PilotCam.20240901_105738642.jpg","BrowCam","/BrowCam.20240901_105738642.jpg","UserSelect","/UserSelect.20240901_105738642.jpg","","","-999.99","11.82","-999.99","-999.99","66d448a2f9835f001a808198"
"2024-09-01T11:04:20.819Z","45.9166722","-130.0249835","ROV Actions","beacon on","guest","Transponder on","","","","","","","1.28","0.61","-0.7","-2.3","268.76","143.24","0.58","SciCam","/SciCam.20240901_110420819.jpg","PilotCam","/PilotCam.20240901_110420819.jpg","BrowCam","/BrowCam.20240901_110420819.jpg","UserSelect","/UserSelect.20240901_110420819.jpg","","","-999.99","7.90","-999.99","-999.99","66d44a34f9835f001a8081a0"
"2024-09-01T11:16:03.147Z","45.9166743","-130.0249785","ASNAP","","admin","","","","","","","","1.67","0.85","-1.3","-2.2","269.07","436.01","0.58","SciCam","/SciCam.20240901_111603147.jpg","PilotCam","/PilotCam.20240901_111603147.jpg","BrowCam","/BrowCam.20240901_111603147.jpg","UserSelect","/UserSelect.20240901_111603147.jpg","","","-999.99","5.31","-999.99","-999.99","66d44cf3f9835f001a8081a4"
"2024-09-01T11:16:18.180Z","45.9166742","-130.0249785","ASNAP","","admin","","","","","","","","1.67","0.84","-1.1","-1.3","269.00","443.06","0.58","SciCam","/SciCam.20240901_111618180.jpg","PilotCam","/PilotCam.20240901_111618180.jpg","BrowCam","/BrowCam.20240901_111618180.jpg","UserSelect","/UserSelect.20240901_111618180.jpg","","","-999.99","5.21","-999.99","-999.99","66d44d02f9835f001a8081a8"
"2024-09-01T11:16:33.195Z","45.9166744","-130.0249785","ASNAP","","admin","","","","","","","","1.67","0.86","-0.5","-1.2","269.39","450.71","0.58","SciCam","/SciCam.20240901_111633195.jpg","PilotCam","/PilotCam.20240901_111633195.jpg","BrowCam","/BrowCam.20240901_111633195.jpg","UserSelect","/UserSelect.20240901_111633195.jpg","","","-999.99","5.11","-999.99","-999.99","66d44d11f9835f001a8081ac"
"2024-09-01T11:16:48.228Z","45.9166747","-130.0249783","ASNAP","","admin","","","","","","","","1.68","0.89","-0.7","-1.8","270.06","459.33","0.58","SciCam","/SciCam.20240901_111648228.jpg","PilotCam","/PilotCam.20240901_111648228.jpg","BrowCam","/BrowCam.20240901_111648228.jpg","UserSelect","/UserSelect.20240901_111648228.jpg","","","-999.99","5.20","-999.99","-999.99","66d44d20f9835f001a8081b0"
"2024-09-01T11:17:03.259Z","45.9166742","-130.0249785","ASNAP","","admin","","","","","","","","1.67","0.84","-0.4","-2.3","268.99","467.12","0.58","SciCam","/SciCam.20240901_111703259.jpg","PilotCam","/PilotCam.20240901_111703259.jpg","BrowCam","/BrowCam.20240901_111703259.jpg","UserSelect","/UserSelect.20240901_111703259.jpg","","","-999.99","5.11","-999.99","-999.99","66d44d2ff9835f001a8081b4"
"2024-09-01T11:17:18.290Z","45.9166748","-130.0249781","ASNAP","","admin","","","","","","","","1.70","0.90","-1.0","-3.8","270.24","473.19","0.58","SciCam","/SciCam.20240901_111718290.jpg","PilotCam","/PilotCam.20240901_111718290.jpg","BrowCam","/BrowCam.20240901_111718290.jpg","UserSelect","/UserSelect.20240901_111718290.jpg","","","-999.99","5.03","-999.99","-999.99","66d44d3ef9835f001a8081b8"
"2024-09-01T11:17:33.323Z","45.9166747","-130.0249782","ASNAP","","admin","","","","","","","","1.69","0.89","-1.0","-2.8","270.00","481.69","0.58","SciCam","/SciCam.20240901_111733323.jpg","PilotCam","/PilotCam.20240901_111733323.jpg","BrowCam","/BrowCam.20240901_111733323.jpg","UserSelect","/UserSelect.20240901_111733323.jpg","","","-999.99","5.05","-999.99","-999.99","66d44d4df9835f001a8081bc"
"2024-09-01T11:17:48.351Z","45.9166743","-130.0249783","ASNAP","","admin","","","","","","","","1.68","0.85","-0.6","-2.8","269.23","487.51","0.58","SciCam","/SciCam.20240901_111748351.jpg","PilotCam","/PilotCam.20240901_111748351.jpg","BrowCam","/BrowCam.20240901_111748351.jpg","UserSelect","/UserSelect.20240901_111748351.jpg","","","-999.99","5.18","-999.99","-999.99","66d44d5cf9835f001a8081c0"
"2024-09-01T11:18:03.378Z","45.9166851","-130.0249330","ASNAP","","admin","","","","","","","","5.20","2.05","-2.3","-4.6","41.17","496.30","0.58","SciCam","/SciCam.20240901_111803378.jpg","PilotCam","/PilotCam.20240901_111803378.jpg","BrowCam","/BrowCam.20240901_111803378.jpg","UserSelect","/UserSelect.20240901_111803378.jpg","","","-999.99","5.01","-999.99","-999.99","66d44d6bf9835f001a8081c4"
"2024-09-01T11:18:18.407Z","45.9166456","-130.0249644","ASNAP","","admin","","","","","","","","2.76","-2.34","-1.3","-3.1","194.26","502.78","0.58","SciCam","/SciCam.20240901_111818407.jpg","PilotCam","/PilotCam.20240901_111818407.jpg","BrowCam","/BrowCam.20240901_111818407.jpg","UserSelect","/UserSelect.20240901_111818407.jpg","","","-999.99","4.95","-999.99","-999.99","66d44d7af9835f001a8081c8"
"2024-09-01T11:18:33.442Z","45.9166949","-130.0249548","ASNAP","","admin","","","","","","","","3.51","3.14","-1.3","-2.7","343.31","510.40","0.58","SciCam","/SciCam.20240901_111833442.jpg","PilotCam","/PilotCam.20240901_111833442.jpg","BrowCam","/BrowCam.20240901_111833442.jpg","UserSelect","/UserSelect.20240901_111833442.jpg","","","-999.99","4.96","-999.99","-999.99","66d44d89f9835f001a8081cc"
"2024-09-01T11:18:48.475Z","45.9166478","-130.0249380","ASNAP","","admin","","","","","","","","4.81","-2.10","0.1","-2.9","133.85","518.66","0.58","SciCam","/SciCam.20240901_111848475.jpg","PilotCam","/PilotCam.20240901_111848475.jpg","BrowCam","/BrowCam.20240901_111848475.jpg","UserSelect","/UserSelect.20240901_111848475.jpg","","","-999.99","5.04","-999.99","-999.99","66d44d98f9835f001a8081d0"
"2024-09-01T11:19:03.510Z","45.9166807","-130.0249760","ASNAP","","admin","","","","","","","","1.86","1.56","-0.4","-3.7","284.22","525.79","0.58","SciCam","/SciCam.20240901_111903510.jpg","PilotCam","/PilotCam.20240901_111903510.jpg","BrowCam","/BrowCam.20240901_111903510.jpg","UserSelect","/UserSelect.20240901_111903510.jpg","","","-999.99","4.90","-999.99","-999.99","66d44da7f9835f001a8081d4"
"2024-09-01T11:19:18.544Z","45.9166720","-130.0249272","ASNAP","","admin","","","","","","","","5.65","0.59","-2.6","-2.4","73.34","533.39","0.58","SciCam","/SciCam.20240901_111918544.jpg","PilotCam","/PilotCam.20240901_111918544.jpg","BrowCam","/BrowCam.20240901_111918544.jpg","UserSelect","/UserSelect.20240901_111918544.jpg","","","-999.99","4.85","-999.99","-999.99","66d44db6f9835f001a8081d8"
"2024-09-01T11:19:33.573Z","45.9166536","-130.0249740","ASNAP","","admin","","","","","","","","2.02","-1.45","-0.9","-3.0","222.09","540.40","0.58","SciCam","/SciCam.20240901_111933573.jpg","PilotCam","/PilotCam.20240901_111933573.jpg","BrowCam","/BrowCam.20240901_111933573.jpg","UserSelect","/UserSelect.20240901_111933573.jpg","","","-999.99","4.80","-999.99","-999.99","66d44dc5f9835f001a8081dc"
"2024-09-01T11:19:48.594Z","45.9166758","-130.0249781","ASNAP","","admin","","","","","","","","1.70","1.01","-0.7","-1.6","272.47","547.16","0.58","SciCam","/SciCam.20240901_111948594.jpg","PilotCam","/PilotCam.20240901_111948594.jpg","BrowCam","/BrowCam.20240901_111948594.jpg","UserSelect","/UserSelect.20240901_111948594.jpg","","","-999.99","4.78","-999.99","-999.99","66d44dd4f9835f001a8081e0"
"2024-09-01T11:20:03.624Z","45.9166760","-130.0249781","ASNAP","","admin","","","","","","","","1.70","1.04","0.1","-1.2","273.29","555.31","0.58","SciCam","/SciCam.20240901_112003624.jpg","PilotCam","/PilotCam.20240901_112003624.jpg","BrowCam","/BrowCam.20240901_112003624.jpg","UserSelect","/UserSelect.20240901_112003624.jpg","","","-999.99","4.89","-999.99","-999.99","66d44de3f9835f001a8081e4"
"2024-09-01T11:20:18.655Z","45.9166760","-130.0249778","ASNAP","","admin","","","","","","","","1.72","1.04","-0.5","-3.5","273.07","562.99","0.58","SciCam","/SciCam.20240901_112018655.jpg","PilotCam","/PilotCam.20240901_112018655.jpg","BrowCam","/BrowCam.20240901_112018655.jpg","UserSelect","/UserSelect.20240901_112018655.jpg","","","-999.99","4.75","-999.99","-999.99","66d44df2f9835f001a8081e8"
"2024-09-01T11:20:33.687Z","45.9166847","-130.0249737","ASNAP","","admin","","","","","","","","2.04","2.00","-1.5","-2.5","295.82","569.73","0.58","SciCam","/SciCam.20240901_112033687.jpg","PilotCam","/PilotCam.20240901_112033687.jpg","BrowCam","/BrowCam.20240901_112033687.jpg","UserSelect","/UserSelect.20240901_112033687.jpg","","","-999.99","4.72","-999.99","-999.99","66d44e01f9835f001a8081ec"
"2024-09-01T11:20:48.719Z","45.9166946","-130.0249562","ASNAP","","admin","","","","","","","","3.40","3.10","-0.6","-4.3","340.14","577.07","0.58","SciCam","/SciCam.20240901_112048719.jpg","PilotCam","/PilotCam.20240901_112048719.jpg","BrowCam","/BrowCam.20240901_112048719.jpg","UserSelect","/UserSelect.20240901_112048719.jpg","","","-999.99","4.83","-999.99","-999.99","66d44e10f9835f001a8081f0"
"2024-09-01T11:21:03.743Z","45.9166946","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.11","-0.9","-3.5","339.41","583.66","0.58","SciCam","/SciCam.20240901_112103743.jpg","PilotCam","/PilotCam.20240901_112103743.jpg","BrowCam","/BrowCam.20240901_112103743.jpg","UserSelect","/UserSelect.20240901_112103743.jpg","","","-999.99","4.86","-999.99","-999.99","66d44e1ff9835f001a8081f4"
"2024-09-01T11:21:18.775Z","45.9166946","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.11","-0.9","-2.8","339.48","591.45","0.58","SciCam","/SciCam.20240901_112118775.jpg","PilotCam","/PilotCam.20240901_112118775.jpg","BrowCam","/BrowCam.20240901_112118775.jpg","UserSelect","/UserSelect.20240901_112118775.jpg","","","-999.99","4.61","-999.99","-999.99","66d44e2ef9835f001a8081f8"
"2024-09-01T11:21:33.810Z","45.9166946","-130.0249563","ASNAP","","admin","","","","","","","","3.39","3.11","-1.1","-3.6","339.69","599.65","0.58","SciCam","/SciCam.20240901_112133810.jpg","PilotCam","/PilotCam.20240901_112133810.jpg","BrowCam","/BrowCam.20240901_112133810.jpg","UserSelect","/UserSelect.20240901_112133810.jpg","","","-999.99","4.67","-999.99","-999.99","66d44e3df9835f001a8081fc"
"2024-09-01T11:21:48.841Z","45.9166945","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.09","-0.9","-4.5","339.30","606.20","0.58","SciCam","/SciCam.20240901_112148841.jpg","PilotCam","/PilotCam.20240901_112148841.jpg","BrowCam","/BrowCam.20240901_112148841.jpg","UserSelect","/UserSelect.20240901_112148841.jpg","","","-999.99","4.70","-999.99","-999.99","66d44e4cf9835f001a808200"
"2024-09-01T11:22:03.872Z","45.9166944","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.08","-0.8","-5.4","339.08","613.87","0.58","SciCam","/SciCam.20240901_112203872.jpg","PilotCam","/PilotCam.20240901_112203872.jpg","BrowCam","/BrowCam.20240901_112203872.jpg","UserSelect","/UserSelect.20240901_112203872.jpg","","","-999.99","4.62","-999.99","-999.99","66d44e5bf9835f001a808204"
"2024-09-01T11:22:18.905Z","45.9166946","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.10","-1.0","-3.9","339.26","620.80","0.58","SciCam","/SciCam.20240901_112218905.jpg","PilotCam","/PilotCam.20240901_112218905.jpg","BrowCam","/BrowCam.20240901_112218905.jpg","UserSelect","/UserSelect.20240901_112218905.jpg","","","-999.99","4.65","-999.99","-999.99","66d44e6af9835f001a808208"
"2024-09-01T11:22:33.937Z","45.9166946","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.11","-0.7","-2.9","339.31","629.60","0.58","SciCam","/SciCam.20240901_112233937.jpg","PilotCam","/PilotCam.20240901_112233937.jpg","BrowCam","/BrowCam.20240901_112233937.jpg","UserSelect","/UserSelect.20240901_112233937.jpg","","","-999.99","4.42","-999.99","-999.99","66d44e79f9835f001a80820c"
"2024-09-01T11:22:48.971Z","45.9166946","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.11","-0.7","-3.3","339.53","635.94","0.58","SciCam","/SciCam.20240901_112248971.jpg","PilotCam","/PilotCam.20240901_112248971.jpg","BrowCam","/BrowCam.20240901_112248971.jpg","UserSelect","/UserSelect.20240901_112248971.jpg","","","-999.99","4.72","-999.99","-999.99","66d44e88f9835f001a808210"
"2024-09-01T11:23:04.006Z","45.9166945","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.09","-1.4","-5.3","339.45","643.40","0.58","SciCam","/SciCam.20240901_112304006.jpg","PilotCam","/PilotCam.20240901_112304006.jpg","BrowCam","/BrowCam.20240901_112304006.jpg","UserSelect","/UserSelect.20240901_112304006.jpg","","","-999.99","4.66","-999.99","-999.99","66d44e98f9835f001a808214"
"2024-09-01T11:23:19.041Z","45.9166949","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.14","-1.8","-1.1","339.33","651.66","0.58","SciCam","/SciCam.20240901_112319041.jpg","PilotCam","/PilotCam.20240901_112319041.jpg","BrowCam","/BrowCam.20240901_112319041.jpg","UserSelect","/UserSelect.20240901_112319041.jpg","","","-999.99","4.61","-999.99","-999.99","66d44ea7f9835f001a808218"
"2024-09-01T11:23:34.075Z","45.9166946","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.11","-0.9","-2.9","339.27","658.95","0.58","SciCam","/SciCam.20240901_112334075.jpg","PilotCam","/PilotCam.20240901_112334075.jpg","BrowCam","/BrowCam.20240901_112334075.jpg","UserSelect","/UserSelect.20240901_112334075.jpg","","","-999.99","4.47","-999.99","-999.99","66d44eb6f9835f001a80821c"
"2024-09-01T11:23:49.107Z","45.9166948","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.13","-1.2","-1.0","339.12","666.89","0.58","SciCam","/SciCam.20240901_112349107.jpg","PilotCam","/PilotCam.20240901_112349107.jpg","BrowCam","/BrowCam.20240901_112349107.jpg","UserSelect","/UserSelect.20240901_112349107.jpg","","","-999.99","4.35","-999.99","-999.99","66d44ec5f9835f001a808220"
"2024-09-01T11:24:04.139Z","45.9166946","-130.0249568","ASNAP","","admin","","","","","","","","3.35","3.11","-0.9","-2.9","338.77","674.43","0.58","SciCam","/SciCam.20240901_112404139.jpg","PilotCam","/PilotCam.20240901_112404139.jpg","BrowCam","/BrowCam.20240901_112404139.jpg","UserSelect","/UserSelect.20240901_112404139.jpg","","","-999.99","4.61","-999.99","-999.99","66d44ed4f9835f001a808224"
"2024-09-01T11:24:19.168Z","45.9166947","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.12","-1.4","-2.2","339.54","681.53","0.58","SciCam","/SciCam.20240901_112419168.jpg","PilotCam","/PilotCam.20240901_112419168.jpg","BrowCam","/BrowCam.20240901_112419168.jpg","UserSelect","/UserSelect.20240901_112419168.jpg","","","-999.99","4.36","-999.99","-999.99","66d44ee3f9835f001a808228"
"2024-09-01T11:24:34.199Z","45.9166947","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.12","-0.8","-1.6","339.18","689.34","0.58","SciCam","/SciCam.20240901_112434199.jpg","PilotCam","/PilotCam.20240901_112434199.jpg","BrowCam","/BrowCam.20240901_112434199.jpg","UserSelect","/UserSelect.20240901_112434199.jpg","","","-999.99","4.36","-999.99","-999.99","66d44ef2f9835f001a80822c"
"2024-09-01T11:24:49.233Z","45.9166947","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.12","-1.1","-2.7","339.39","696.14","0.58","SciCam","/SciCam.20240901_112449233.jpg","PilotCam","/PilotCam.20240901_112449233.jpg","BrowCam","/BrowCam.20240901_112449233.jpg","UserSelect","/UserSelect.20240901_112449233.jpg","","","-999.99","4.41","-999.99","-999.99","66d44f01f9835f001a808230"
"2024-09-01T11:25:04.266Z","45.9166947","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.12","-0.4","-1.8","339.60","704.43","0.58","SciCam","/SciCam.20240901_112504266.jpg","PilotCam","/PilotCam.20240901_112504266.jpg","BrowCam","/BrowCam.20240901_112504266.jpg","UserSelect","/UserSelect.20240901_112504266.jpg","","","-999.99","4.32","-999.99","-999.99","66d44f10f9835f001a808234"
"2024-09-01T11:25:19.288Z","45.9166947","-130.0249559","ASNAP","","admin","","","","","","","","3.42","3.12","-1.0","-3.6","340.58","711.64","0.58","SciCam","/SciCam.20240901_112519288.jpg","PilotCam","/PilotCam.20240901_112519288.jpg","BrowCam","/BrowCam.20240901_112519288.jpg","UserSelect","/UserSelect.20240901_112519288.jpg","","","-999.99","4.28","-999.99","-999.99","66d44f1ff9835f001a808238"
"2024-09-01T11:25:34.321Z","45.9166947","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.12","-0.9","-2.3","339.60","720.27","0.58","SciCam","/SciCam.20240901_112534321.jpg","PilotCam","/PilotCam.20240901_112534321.jpg","BrowCam","/BrowCam.20240901_112534321.jpg","UserSelect","/UserSelect.20240901_112534321.jpg","","","-999.99","4.17","-999.99","-999.99","66d44f2ef9835f001a80823c"
"2024-09-01T11:25:49.345Z","45.9166947","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.12","-1.1","-2.0","339.24","727.63","0.58","SciCam","/SciCam.20240901_112549345.jpg","PilotCam","/PilotCam.20240901_112549345.jpg","BrowCam","/BrowCam.20240901_112549345.jpg","UserSelect","/UserSelect.20240901_112549345.jpg","","","-999.99","4.30","-999.99","-999.99","66d44f3df9835f001a808240"
"2024-09-01T11:26:04.379Z","45.9166946","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.11","-0.9","-2.6","339.38","734.78","0.58","SciCam","/SciCam.20240901_112604379.jpg","PilotCam","/PilotCam.20240901_112604379.jpg","BrowCam","/BrowCam.20240901_112604379.jpg","UserSelect","/UserSelect.20240901_112604379.jpg","","","-999.99","4.35","-999.99","-999.99","66d44f4cf9835f001a808244"
"2024-09-01T11:26:19.408Z","45.9166949","-130.0249568","ASNAP","","admin","","","","","","","","3.35","3.14","-1.2","0.1","338.80","742.44","0.58","SciCam","/SciCam.20240901_112619408.jpg","PilotCam","/PilotCam.20240901_112619408.jpg","BrowCam","/BrowCam.20240901_112619408.jpg","UserSelect","/UserSelect.20240901_112619408.jpg","","","-999.99","4.29","-999.99","-999.99","66d44f5bf9835f001a808248"
"2024-09-01T11:26:34.438Z","45.9166946","-130.0249566","ASNAP","","admin","","","","","","","","3.37","3.10","-0.6","-3.6","339.43","749.11","0.58","SciCam","/SciCam.20240901_112634438.jpg","PilotCam","/PilotCam.20240901_112634438.jpg","BrowCam","/BrowCam.20240901_112634438.jpg","UserSelect","/UserSelect.20240901_112634438.jpg","","","-999.99","4.26","-999.99","-999.99","66d44f6af9835f001a80824c"
"2024-09-01T11:26:49.472Z","45.9166950","-130.0249564","ASNAP","","admin","","","","","","","","3.38","3.15","-0.9","-0.7","339.89","756.44","0.58","SciCam","/SciCam.20240901_112649472.jpg","PilotCam","/PilotCam.20240901_112649472.jpg","BrowCam","/BrowCam.20240901_112649472.jpg","UserSelect","/UserSelect.20240901_112649472.jpg","","","-999.99","4.16","-999.99","-999.99","66d44f79f9835f001a808250"
"2024-09-01T11:27:04.503Z","45.9166947","-130.0249563","ASNAP","","admin","","","","","","","","3.39","3.12","-1.3","-2.6","339.99","764.11","0.58","SciCam","/SciCam.20240901_112704503.jpg","PilotCam","/PilotCam.20240901_112704503.jpg","BrowCam","/BrowCam.20240901_112704503.jpg","UserSelect","/UserSelect.20240901_112704503.jpg","","","-999.99","4.27","-999.99","-999.99","66d44f88f9835f001a808254"
"2024-09-01T11:27:19.533Z","45.9166946","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.11","-0.9","-2.6","339.09","772.23","0.58","SciCam","/SciCam.20240901_112719533.jpg","PilotCam","/PilotCam.20240901_112719533.jpg","BrowCam","/BrowCam.20240901_112719533.jpg","UserSelect","/UserSelect.20240901_112719533.jpg","","","-999.99","4.24","-999.99","-999.99","66d44f97f9835f001a808258"
"2024-09-01T11:27:34.564Z","45.9166947","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.12","-1.0","-2.0","339.12","779.55","0.58","SciCam","/SciCam.20240901_112734564.jpg","PilotCam","/PilotCam.20240901_112734564.jpg","BrowCam","/BrowCam.20240901_112734564.jpg","UserSelect","/UserSelect.20240901_112734564.jpg","","","-999.99","4.19","-999.99","-999.99","66d44fa6f9835f001a80825c"
"2024-09-01T11:27:49.597Z","45.9166946","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.11","-1.1","-3.0","339.06","786.28","0.58","SciCam","/SciCam.20240901_112749597.jpg","PilotCam","/PilotCam.20240901_112749597.jpg","BrowCam","/BrowCam.20240901_112749597.jpg","UserSelect","/UserSelect.20240901_112749597.jpg","","","-999.99","4.19","-999.99","-999.99","66d44fb5f9835f001a808260"
"2024-09-01T11:28:04.631Z","45.9166947","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.12","-0.9","-2.5","339.12","794.12","0.58","SciCam","/SciCam.20240901_112804631.jpg","PilotCam","/PilotCam.20240901_112804631.jpg","BrowCam","/BrowCam.20240901_112804631.jpg","UserSelect","/UserSelect.20240901_112804631.jpg","","","-999.99","4.11","-999.99","-999.99","66d44fc4f9835f001a808264"
"2024-09-01T11:28:19.662Z","45.9166945","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.09","-1.0","-4.2","339.03","801.02","0.58","SciCam","/SciCam.20240901_112819662.jpg","PilotCam","/PilotCam.20240901_112819662.jpg","BrowCam","/BrowCam.20240901_112819662.jpg","UserSelect","/UserSelect.20240901_112819662.jpg","","","-999.99","4.11","-999.99","-999.99","66d44fd3f9835f001a808268"
"2024-09-01T11:28:34.693Z","45.9166947","-130.0249560","ASNAP","","admin","","","","","","","","3.41","3.12","-1.1","-3.2","340.38","808.03","0.58","SciCam","/SciCam.20240901_112834693.jpg","PilotCam","/PilotCam.20240901_112834693.jpg","BrowCam","/BrowCam.20240901_112834693.jpg","UserSelect","/UserSelect.20240901_112834693.jpg","","","-999.99","4.13","-999.99","-999.99","66d44fe2f9835f001a80826c"
"2024-09-01T11:28:49.725Z","45.9166946","-130.0249568","ASNAP","","admin","","","","","","","","3.35","3.11","-0.8","-2.7","338.83","816.48","0.58","SciCam","/SciCam.20240901_112849725.jpg","PilotCam","/PilotCam.20240901_112849725.jpg","BrowCam","/BrowCam.20240901_112849725.jpg","UserSelect","/UserSelect.20240901_112849725.jpg","","","-999.99","4.04","-999.99","-999.99","66d44ff1f9835f001a808270"
"2024-09-01T11:29:04.758Z","45.9166948","-130.0249560","ASNAP","","admin","","","","","","","","3.41","3.13","-1.1","-2.4","340.61","824.11","0.58","SciCam","/SciCam.20240901_112904758.jpg","PilotCam","/PilotCam.20240901_112904758.jpg","BrowCam","/BrowCam.20240901_112904758.jpg","UserSelect","/UserSelect.20240901_112904758.jpg","","","-999.99","4.13","-999.99","-999.99","66d45000f9835f001a808274"
"2024-09-01T11:29:19.791Z","45.9166946","-130.0249562","ASNAP","","admin","","","","","","","","3.40","3.11","-0.9","-3.6","340.07","831.78","0.58","SciCam","/SciCam.20240901_112919791.jpg","PilotCam","/PilotCam.20240901_112919791.jpg","BrowCam","/BrowCam.20240901_112919791.jpg","UserSelect","/UserSelect.20240901_112919791.jpg","","","-999.99","4.10","-999.99","-999.99","66d4500ff9835f001a808278"
"2024-09-01T11:29:34.822Z","45.9166946","-130.0249567","ASNAP","","admin","","","","","","","","3.36","3.11","-0.6","-2.9","339.23","838.84","0.58","SciCam","/SciCam.20240901_112934822.jpg","PilotCam","/PilotCam.20240901_112934822.jpg","BrowCam","/BrowCam.20240901_112934822.jpg","UserSelect","/UserSelect.20240901_112934822.jpg","","","-999.99","3.99","-999.99","-999.99","66d4501ef9835f001a80827c"
