Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.actions,event_option.milestone,event_option.filename,event_option.event_comment,event_option.type,event_option.cabled_plug,event_option.highlights,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-09-01T14:49:28.932Z","45.9170549","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.15","-1.8","-4.1","4.52","1524.78","1.24","SciCam","/SciCam.20240901_144928932.jpg","PilotCam","/PilotCam.20240901_144928932.jpg","BrowCam","/BrowCam.20240901_144928932.jpg","UserSelect","/UserSelect.20240901_144928932.jpg","","","-999.99","2.38","-999.99","-999.99","66d47ef8f9835f001a80901c"
"2024-09-01T14:49:43.966Z","45.9170550","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.16","-1.8","-4.1","4.52","1524.78","1.24","SciCam","/SciCam.20240901_144943966.jpg","PilotCam","/PilotCam.20240901_144943966.jpg","BrowCam","/BrowCam.20240901_144943966.jpg","UserSelect","/UserSelect.20240901_144943966.jpg","","","-999.99","2.43","-999.99","-999.99","66d47f07f9835f001a809020"
"2024-09-01T14:49:58.997Z","45.9170549","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.15","-1.8","-4.1","4.52","1524.79","1.24","SciCam","/SciCam.20240901_144958997.jpg","PilotCam","/PilotCam.20240901_144958997.jpg","BrowCam","/BrowCam.20240901_144958997.jpg","UserSelect","/UserSelect.20240901_144958997.jpg","","","-999.99","2.49","-999.99","-999.99","66d47f16f9835f001a809024"
"2024-09-01T14:50:14.028Z","45.9170549","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.15","-1.8","-4.0","4.52","1524.79","1.24","SciCam","/SciCam.20240901_145014028.jpg","PilotCam","/PilotCam.20240901_145014028.jpg","BrowCam","/BrowCam.20240901_145014028.jpg","UserSelect","/UserSelect.20240901_145014028.jpg","","","-999.99","2.57","-999.99","-999.99","66d47f26f9835f001a809028"
"2024-09-01T14:50:29.060Z","45.9170549","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.15","-1.8","-3.9","4.52","1524.79","1.24","SciCam","/SciCam.20240901_145029060.jpg","PilotCam","/PilotCam.20240901_145029060.jpg","BrowCam","/BrowCam.20240901_145029060.jpg","UserSelect","/UserSelect.20240901_145029060.jpg","","","-999.99","2.42","-999.99","-999.99","66d47f35f9835f001a80902c"
"2024-09-01T14:50:44.091Z","45.9170549","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.15","-1.8","-4.0","4.51","1524.79","1.24","SciCam","/SciCam.20240901_145044091.jpg","PilotCam","/PilotCam.20240901_145044091.jpg","BrowCam","/BrowCam.20240901_145044091.jpg","UserSelect","/UserSelect.20240901_145044091.jpg","","","-999.99","2.52","-999.99","-999.99","66d47f44f9835f001a809034"
"2024-09-01T14:50:59.122Z","45.9170549","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.15","-1.8","-3.8","4.51","1524.79","1.24","SciCam","/SciCam.20240901_145059122.jpg","PilotCam","/PilotCam.20240901_145059122.jpg","BrowCam","/BrowCam.20240901_145059122.jpg","UserSelect","/UserSelect.20240901_145059122.jpg","","","-999.99","2.43","-999.99","-999.99","66d47f53f9835f001a809038"
"2024-09-01T14:51:02.153Z","45.9170549","-130.0248177","Problem","intake has piece in it that isn't normally in that intake.","guest","","","","","","","","14.14","43.15","-1.8","-4.0","4.51","1524.79","1.24","SciCam","/SciCam.20240901_145102153.jpg","PilotCam","/PilotCam.20240901_145102153.jpg","BrowCam","/BrowCam.20240901_145102153.jpg","UserSelect","/UserSelect.20240901_145102153.jpg","","","-999.99","2.62","-999.99","-999.99","66d47f56f9835f001a80903c"
"2024-09-01T14:51:14.153Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.4","4.51","1524.80","1.20","SciCam","/SciCam.20240901_145114153.jpg","PilotCam","/PilotCam.20240901_145114153.jpg","BrowCam","/BrowCam.20240901_145114153.jpg","UserSelect","/UserSelect.20240901_145114153.jpg","","","-999.99","2.59","-999.99","-999.99","66d47f62f9835f001a809040"
"2024-09-01T14:51:29.181Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.4","4.50","1524.80","1.20","SciCam","/SciCam.20240901_145129181.jpg","PilotCam","/PilotCam.20240901_145129181.jpg","BrowCam","/BrowCam.20240901_145129181.jpg","UserSelect","/UserSelect.20240901_145129181.jpg","","","-999.99","2.51","-999.99","-999.99","66d47f71f9835f001a809044"
"2024-09-01T14:51:44.209Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.5","4.50","1524.80","1.20","SciCam","/SciCam.20240901_145144209.jpg","PilotCam","/PilotCam.20240901_145144209.jpg","BrowCam","/BrowCam.20240901_145144209.jpg","UserSelect","/UserSelect.20240901_145144209.jpg","","","-999.99","2.44","-999.99","-999.99","66d47f80f9835f001a809048"
"2024-09-01T14:51:58.960Z","45.9170547","-130.0248177","ROV Actions","attempt to remove orange piece that is in intake that shouldn't be there.","guest","(Port) Manipulator in use","","","","","","","14.14","43.13","-1.8","-3.6","4.50","1524.80","1.20","SciCam","/SciCam.20240901_145158960.jpg","PilotCam","/PilotCam.20240901_145158960.jpg","BrowCam","/BrowCam.20240901_145158960.jpg","UserSelect","/UserSelect.20240901_145158960.jpg","","","-999.99","2.39","-999.99","-999.99","66d47f8ef9835f001a80904c"
"2024-09-01T14:51:59.234Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.6","4.50","1524.80","1.20","SciCam","/SciCam.20240901_145159234.jpg","PilotCam","/PilotCam.20240901_145159234.jpg","BrowCam","/BrowCam.20240901_145159234.jpg","UserSelect","/UserSelect.20240901_145159234.jpg","","","-999.99","2.39","-999.99","-999.99","66d47f8ff9835f001a80904f"
"2024-09-01T14:52:14.252Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.6","4.50","1524.80","1.20","SciCam","/SciCam.20240901_145214252.jpg","PilotCam","/PilotCam.20240901_145214252.jpg","BrowCam","/BrowCam.20240901_145214252.jpg","UserSelect","/UserSelect.20240901_145214252.jpg","","","-999.99","2.44","-999.99","-999.99","66d47f9ef9835f001a809054"
"2024-09-01T14:52:29.284Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.6","4.49","1524.80","1.20","SciCam","/SciCam.20240901_145229284.jpg","PilotCam","/PilotCam.20240901_145229284.jpg","BrowCam","/BrowCam.20240901_145229284.jpg","UserSelect","/UserSelect.20240901_145229284.jpg","","","-999.99","2.49","-999.99","-999.99","66d47fadf9835f001a809058"
"2024-09-01T14:52:44.316Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.50","1524.80","1.22","SciCam","/SciCam.20240901_145244316.jpg","PilotCam","/PilotCam.20240901_145244316.jpg","BrowCam","/BrowCam.20240901_145244316.jpg","UserSelect","/UserSelect.20240901_145244316.jpg","","","-999.99","2.42","-999.99","-999.99","66d47fbcf9835f001a80905c"
"2024-09-01T14:52:59.348Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.49","1524.80","1.24","SciCam","/SciCam.20240901_145259348.jpg","PilotCam","/PilotCam.20240901_145259348.jpg","BrowCam","/BrowCam.20240901_145259348.jpg","UserSelect","/UserSelect.20240901_145259348.jpg","","","-999.99","2.49","-999.99","-999.99","66d47fcbf9835f001a809060"
"2024-09-01T14:53:09.000Z","","","SulisCam","","admin","","","sulis_20240901145309.jpg","","","","","","","","","","","","","","","","","","","","-3.832","-1.863","","","","","66d68650f9835f001a8111a2"
"2024-09-01T14:53:14.379Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.49","1524.80","1.24","SciCam","/SciCam.20240901_145314379.jpg","PilotCam","/PilotCam.20240901_145314379.jpg","BrowCam","/BrowCam.20240901_145314379.jpg","UserSelect","/UserSelect.20240901_145314379.jpg","","","-999.99","2.47","-999.99","-999.99","66d47fdaf9835f001a809064"
"2024-09-01T14:53:29.410Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.49","1524.80","1.22","SciCam","/SciCam.20240901_145329410.jpg","PilotCam","/PilotCam.20240901_145329410.jpg","BrowCam","/BrowCam.20240901_145329410.jpg","UserSelect","/UserSelect.20240901_145329410.jpg","","","-999.99","2.52","-999.99","-999.99","66d47fe9f9835f001a809068"
"2024-09-01T14:53:44.436Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.49","1524.80","1.24","SciCam","/SciCam.20240901_145344436.jpg","PilotCam","/PilotCam.20240901_145344436.jpg","BrowCam","/BrowCam.20240901_145344436.jpg","UserSelect","/UserSelect.20240901_145344436.jpg","","","-999.99","2.57","-999.99","-999.99","66d47ff8f9835f001a80906c"
"2024-09-01T14:53:51.146Z","45.9170546","-130.0248177","HIGHLIGHTS","cory attempt at removing intake cap","guest","","","","","","","4K highlights start","14.14","43.12","-1.9","-3.8","4.49","1524.81","1.24","SciCam","/SciCam.20240901_145351146.jpg","PilotCam","/PilotCam.20240901_145351146.jpg","BrowCam","/BrowCam.20240901_145351146.jpg","UserSelect","/UserSelect.20240901_145351146.jpg","","","-999.99","2.44","-999.99","-999.99","66d47ffff9835f001a809070"
"2024-09-01T14:53:59.467Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.49","1524.81","1.22","SciCam","/SciCam.20240901_145359467.jpg","PilotCam","/PilotCam.20240901_145359467.jpg","BrowCam","/BrowCam.20240901_145359467.jpg","UserSelect","/UserSelect.20240901_145359467.jpg","","","-999.99","2.30","-999.99","-999.99","66d48007f9835f001a809074"
"2024-09-01T14:54:14.496Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.9","-3.6","4.49","1524.81","1.22","SciCam","/SciCam.20240901_145414496.jpg","PilotCam","/PilotCam.20240901_145414496.jpg","BrowCam","/BrowCam.20240901_145414496.jpg","UserSelect","/UserSelect.20240901_145414496.jpg","","","-999.99","2.60","-999.99","-999.99","66d48016f9835f001a809078"
"2024-09-01T14:54:29.524Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.9","-3.9","4.49","1524.81","1.24","SciCam","/SciCam.20240901_145429524.jpg","PilotCam","/PilotCam.20240901_145429524.jpg","BrowCam","/BrowCam.20240901_145429524.jpg","UserSelect","/UserSelect.20240901_145429524.jpg","","","-999.99","2.48","-999.99","-999.99","66d48025f9835f001a80907c"
"2024-09-01T14:54:44.544Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.9","-3.8","4.48","1524.81","1.24","SciCam","/SciCam.20240901_145444544.jpg","PilotCam","/PilotCam.20240901_145444544.jpg","BrowCam","/BrowCam.20240901_145444544.jpg","UserSelect","/UserSelect.20240901_145444544.jpg","","","-999.99","2.54","-999.99","-999.99","66d48034f9835f001a809080"
"2024-09-01T14:54:59.571Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.9","-3.8","4.48","1524.81","1.22","SciCam","/SciCam.20240901_145459571.jpg","PilotCam","/PilotCam.20240901_145459571.jpg","BrowCam","/BrowCam.20240901_145459571.jpg","UserSelect","/UserSelect.20240901_145459571.jpg","","","-999.99","2.45","-999.99","-999.99","66d48043f9835f001a809084"
"2024-09-01T14:55:14.600Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.7","4.48","1524.82","1.22","SciCam","/SciCam.20240901_145514600.jpg","PilotCam","/PilotCam.20240901_145514600.jpg","BrowCam","/BrowCam.20240901_145514600.jpg","UserSelect","/UserSelect.20240901_145514600.jpg","","","-999.99","2.48","-999.99","-999.99","66d48052f9835f001a809088"
"2024-09-01T14:55:29.631Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.9","-3.8","4.48","1524.82","1.22","SciCam","/SciCam.20240901_145529631.jpg","PilotCam","/PilotCam.20240901_145529631.jpg","BrowCam","/BrowCam.20240901_145529631.jpg","UserSelect","/UserSelect.20240901_145529631.jpg","","","-999.99","2.47","-999.99","-999.99","66d48061f9835f001a80908c"
"2024-09-01T14:55:44.665Z","45.9170547","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.13","-1.8","-3.2","4.47","1524.82","1.20","SciCam","/SciCam.20240901_145544665.jpg","PilotCam","/PilotCam.20240901_145544665.jpg","BrowCam","/BrowCam.20240901_145544665.jpg","UserSelect","/UserSelect.20240901_145544665.jpg","","","-999.99","2.44","-999.99","-999.99","66d48070f9835f001a809090"
"2024-09-01T14:55:59.691Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.7","4.47","1524.82","1.22","SciCam","/SciCam.20240901_145559691.jpg","PilotCam","/PilotCam.20240901_145559691.jpg","BrowCam","/BrowCam.20240901_145559691.jpg","UserSelect","/UserSelect.20240901_145559691.jpg","","","-999.99","2.49","-999.99","-999.99","66d4807ff9835f001a809094"
"2024-09-01T14:56:14.709Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.7","4.47","1524.82","1.22","SciCam","/SciCam.20240901_145614709.jpg","PilotCam","/PilotCam.20240901_145614709.jpg","BrowCam","/BrowCam.20240901_145614709.jpg","UserSelect","/UserSelect.20240901_145614709.jpg","","","-999.99","2.48","-999.99","-999.99","66d4808ef9835f001a809098"
"2024-09-01T14:56:29.743Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.47","1524.82","1.22","SciCam","/SciCam.20240901_145629743.jpg","PilotCam","/PilotCam.20240901_145629743.jpg","BrowCam","/BrowCam.20240901_145629743.jpg","UserSelect","/UserSelect.20240901_145629743.jpg","","","-999.99","2.43","-999.99","-999.99","66d4809df9835f001a80909c"
"2024-09-01T14:56:44.778Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.47","1524.82","1.24","SciCam","/SciCam.20240901_145644778.jpg","PilotCam","/PilotCam.20240901_145644778.jpg","BrowCam","/BrowCam.20240901_145644778.jpg","UserSelect","/UserSelect.20240901_145644778.jpg","","","-999.99","2.40","-999.99","-999.99","66d480acf9835f001a8090a0"
"2024-09-01T14:56:59.808Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.8","4.46","1524.82","1.24","SciCam","/SciCam.20240901_145659808.jpg","PilotCam","/PilotCam.20240901_145659808.jpg","BrowCam","/BrowCam.20240901_145659808.jpg","UserSelect","/UserSelect.20240901_145659808.jpg","","","-999.99","2.47","-999.99","-999.99","66d480bbf9835f001a8090a4"
"2024-09-01T14:57:14.840Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.7","4.47","1524.82","1.22","SciCam","/SciCam.20240901_145714840.jpg","PilotCam","/PilotCam.20240901_145714840.jpg","BrowCam","/BrowCam.20240901_145714840.jpg","UserSelect","/UserSelect.20240901_145714840.jpg","","","-999.99","2.46","-999.99","-999.99","66d480caf9835f001a8090a8"
"2024-09-01T14:57:29.874Z","45.9170546","-130.0248177","ASNAP","","admin","","","","","","","","14.14","43.12","-1.9","-3.9","4.46","1524.83","1.24","SciCam","/SciCam.20240901_145729874.jpg","PilotCam","/PilotCam.20240901_145729874.jpg","BrowCam","/BrowCam.20240901_145729874.jpg","UserSelect","/UserSelect.20240901_145729874.jpg","","","-999.99","2.43","-999.99","-999.99","66d480d9f9835f001a8090ac"
"2024-09-01T14:57:44.898Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.52","1524.83","1.22","SciCam","/SciCam.20240901_145744898.jpg","PilotCam","/PilotCam.20240901_145744898.jpg","BrowCam","/BrowCam.20240901_145744898.jpg","UserSelect","/UserSelect.20240901_145744898.jpg","","","-999.99","2.42","-999.99","-999.99","66d480e8f9835f001a8090b0"
"2024-09-01T14:57:59.930Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.51","1524.83","1.22","SciCam","/SciCam.20240901_145759930.jpg","PilotCam","/PilotCam.20240901_145759930.jpg","BrowCam","/BrowCam.20240901_145759930.jpg","UserSelect","/UserSelect.20240901_145759930.jpg","","","-999.99","2.57","-999.99","-999.99","66d480f7f9835f001a8090b4"
"2024-09-01T14:58:14.963Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.51","1524.83","1.22","SciCam","/SciCam.20240901_145814963.jpg","PilotCam","/PilotCam.20240901_145814963.jpg","BrowCam","/BrowCam.20240901_145814963.jpg","UserSelect","/UserSelect.20240901_145814963.jpg","","","-999.99","2.37","-999.99","-999.99","66d48106f9835f001a8090b8"
"2024-09-01T14:58:29.995Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.51","1524.83","1.22","SciCam","/SciCam.20240901_145829995.jpg","PilotCam","/PilotCam.20240901_145829995.jpg","BrowCam","/BrowCam.20240901_145829995.jpg","UserSelect","/UserSelect.20240901_145829995.jpg","","","-999.99","2.49","-999.99","-999.99","66d48115f9835f001a8090bc"
"2024-09-01T14:58:45.025Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.50","1524.84","1.22","SciCam","/SciCam.20240901_145845025.jpg","PilotCam","/PilotCam.20240901_145845025.jpg","BrowCam","/BrowCam.20240901_145845025.jpg","UserSelect","/UserSelect.20240901_145845025.jpg","","","-999.99","2.49","-999.99","-999.99","66d48125f9835f001a8090c0"
"2024-09-01T14:59:00.057Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.50","1524.84","1.22","SciCam","/SciCam.20240901_145900057.jpg","PilotCam","/PilotCam.20240901_145900057.jpg","BrowCam","/BrowCam.20240901_145900057.jpg","UserSelect","/UserSelect.20240901_145900057.jpg","","","-999.99","2.60","-999.99","-999.99","66d48134f9835f001a8090c4"
"2024-09-01T14:59:15.087Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.50","1524.84","1.22","SciCam","/SciCam.20240901_145915087.jpg","PilotCam","/PilotCam.20240901_145915087.jpg","BrowCam","/BrowCam.20240901_145915087.jpg","UserSelect","/UserSelect.20240901_145915087.jpg","","","-999.99","2.47","-999.99","-999.99","66d48143f9835f001a8090c8"
"2024-09-01T14:59:30.118Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.7","4.50","1524.84","1.22","SciCam","/SciCam.20240901_145930118.jpg","PilotCam","/PilotCam.20240901_145930118.jpg","BrowCam","/BrowCam.20240901_145930118.jpg","UserSelect","/UserSelect.20240901_145930118.jpg","","","-999.99","2.38","-999.99","-999.99","66d48152f9835f001a8090cc"
"2024-09-01T14:59:45.151Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.50","1524.84","1.22","SciCam","/SciCam.20240901_145945151.jpg","PilotCam","/PilotCam.20240901_145945151.jpg","BrowCam","/BrowCam.20240901_145945151.jpg","UserSelect","/UserSelect.20240901_145945151.jpg","","","-999.99","2.48","-999.99","-999.99","66d48161f9835f001a8090d0"
"2024-09-01T15:00:00.182Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.7","4.50","1524.84","1.22","SciCam","/SciCam.20240901_150000182.jpg","PilotCam","/PilotCam.20240901_150000182.jpg","BrowCam","/BrowCam.20240901_150000182.jpg","UserSelect","/UserSelect.20240901_150000182.jpg","","","-999.99","2.43","-999.99","-999.99","66d48170f9835f001a8090d4"
"2024-09-01T15:00:15.213Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.7","4.49","1524.84","1.22","SciCam","/SciCam.20240901_150015213.jpg","PilotCam","/PilotCam.20240901_150015213.jpg","BrowCam","/BrowCam.20240901_150015213.jpg","UserSelect","/UserSelect.20240901_150015213.jpg","","","-999.99","2.51","-999.99","-999.99","66d4817ff9835f001a8090d8"
"2024-09-01T15:00:30.246Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.7","4.49","1524.84","1.22","SciCam","/SciCam.20240901_150030246.jpg","PilotCam","/PilotCam.20240901_150030246.jpg","BrowCam","/BrowCam.20240901_150030246.jpg","UserSelect","/UserSelect.20240901_150030246.jpg","","","-999.99","2.41","-999.99","-999.99","66d4818ef9835f001a8090dc"
"2024-09-01T15:00:45.276Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.49","1524.85","1.22","SciCam","/SciCam.20240901_150045276.jpg","PilotCam","/PilotCam.20240901_150045276.jpg","BrowCam","/BrowCam.20240901_150045276.jpg","UserSelect","/UserSelect.20240901_150045276.jpg","","","-999.99","2.46","-999.99","-999.99","66d4819df9835f001a8090e0"
"2024-09-01T15:01:00.305Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.7","4.49","1524.85","1.22","SciCam","/SciCam.20240901_150100305.jpg","PilotCam","/PilotCam.20240901_150100305.jpg","BrowCam","/BrowCam.20240901_150100305.jpg","UserSelect","/UserSelect.20240901_150100305.jpg","","","-999.99","2.55","-999.99","-999.99","66d481acf9835f001a8090e4"
"2024-09-01T15:01:00.769Z","45.9170546","-130.0248167","Name","Victoria","guest","","","","","","","","14.22","43.12","-1.9","-3.7","4.49","1524.85","1.22","SciCam","/SciCam.20240901_150100769.jpg","PilotCam","/PilotCam.20240901_150100769.jpg","BrowCam","/BrowCam.20240901_150100769.jpg","UserSelect","/UserSelect.20240901_150100769.jpg","","","-999.99","2.55","-999.99","-999.99","66d481acf9835f001a8090e7"
"2024-09-01T15:01:15.331Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.8","4.48","1524.85","1.22","SciCam","/SciCam.20240901_150115331.jpg","PilotCam","/PilotCam.20240901_150115331.jpg","BrowCam","/BrowCam.20240901_150115331.jpg","UserSelect","/UserSelect.20240901_150115331.jpg","","","-999.99","2.46","-999.99","-999.99","66d481bbf9835f001a8090ec"
"2024-09-01T15:01:30.362Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.9","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150130362.jpg","PilotCam","/PilotCam.20240901_150130362.jpg","BrowCam","/BrowCam.20240901_150130362.jpg","UserSelect","/UserSelect.20240901_150130362.jpg","","","-999.99","2.47","-999.99","-999.99","66d481caf9835f001a8090f0"
"2024-09-01T15:01:45.394Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-3.9","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150145394.jpg","PilotCam","/PilotCam.20240901_150145394.jpg","BrowCam","/BrowCam.20240901_150145394.jpg","UserSelect","/UserSelect.20240901_150145394.jpg","","","-999.99","2.53","-999.99","-999.99","66d481d9f9835f001a8090f4"
"2024-09-01T15:02:00.423Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-4.0","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150200423.jpg","PilotCam","/PilotCam.20240901_150200423.jpg","BrowCam","/BrowCam.20240901_150200423.jpg","UserSelect","/UserSelect.20240901_150200423.jpg","","","-999.99","2.37","-999.99","-999.99","66d481e8f9835f001a8090f8"
"2024-09-01T15:02:15.442Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-4.0","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150215442.jpg","PilotCam","/PilotCam.20240901_150215442.jpg","BrowCam","/BrowCam.20240901_150215442.jpg","UserSelect","/UserSelect.20240901_150215442.jpg","","","-999.99","2.44","-999.99","-999.99","66d481f7f9835f001a8090fc"
"2024-09-01T15:02:30.468Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-4.0","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150230468.jpg","PilotCam","/PilotCam.20240901_150230468.jpg","BrowCam","/BrowCam.20240901_150230468.jpg","UserSelect","/UserSelect.20240901_150230468.jpg","","","-999.99","2.40","-999.99","-999.99","66d48206f9835f001a809100"
"2024-09-01T15:02:45.493Z","45.9170546","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.12","-1.9","-4.0","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150245493.jpg","PilotCam","/PilotCam.20240901_150245493.jpg","BrowCam","/BrowCam.20240901_150245493.jpg","UserSelect","/UserSelect.20240901_150245493.jpg","","","-999.99","2.40","-999.99","-999.99","66d48215f9835f001a809104"
"2024-09-01T15:03:00.523Z","45.9170545","-130.0248167","ASNAP","","admin","","","","","","","","14.22","43.11","-1.9","-4.1","4.48","1524.85","1.24","SciCam","/SciCam.20240901_150300523.jpg","PilotCam","/PilotCam.20240901_150300523.jpg","BrowCam","/BrowCam.20240901_150300523.jpg","UserSelect","/UserSelect.20240901_150300523.jpg","","","-999.99","2.35","-999.99","-999.99","66d48224f9835f001a809108"
"2024-09-01T15:03:15.548Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.6","4.47","1524.86","1.20","SciCam","/SciCam.20240901_150315548.jpg","PilotCam","/PilotCam.20240901_150315548.jpg","BrowCam","/BrowCam.20240901_150315548.jpg","UserSelect","/UserSelect.20240901_150315548.jpg","","","-999.99","2.50","-999.99","-999.99","66d48233f9835f001a80910c"
"2024-09-01T15:03:30.578Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.6","4.46","1524.86","1.20","SciCam","/SciCam.20240901_150330578.jpg","PilotCam","/PilotCam.20240901_150330578.jpg","BrowCam","/BrowCam.20240901_150330578.jpg","UserSelect","/UserSelect.20240901_150330578.jpg","","","-999.99","2.36","-999.99","-999.99","66d48242f9835f001a809110"
"2024-09-01T15:03:45.598Z","45.9170546","-130.0248168","ASNAP","","admin","","","","","","","","14.21","43.12","-1.9","-3.6","4.46","1524.86","1.20","SciCam","/SciCam.20240901_150345598.jpg","PilotCam","/PilotCam.20240901_150345598.jpg","BrowCam","/BrowCam.20240901_150345598.jpg","UserSelect","/UserSelect.20240901_150345598.jpg","","","-999.99","2.35","-999.99","-999.99","66d48251f9835f001a809114"
