Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.actions,event_option.type,event_option.filename,event_option.cabled_plug,event_option.highlights,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-09-02T08:52:54.948Z","45.9166669","-130.0250257","ASNAP","","admin","","","","","","","-1.99","0.03","0.7","-4.8","258.92","541.21","0.58","SciCam","/SciCam.20240902_085254948.jpg","PilotCam","/PilotCam.20240902_085254948.jpg","BrowCam","/BrowCam.20240902_085254948.jpg","UserSelect","/UserSelect.20240902_085254948.jpg","","","-999.99","4.78","-999.99","-999.99","66d57ce6f9835f001a80d995"
"2024-09-02T08:53:09.979Z","45.9166787","-130.0249773","ASNAP","","admin","","","","","","","1.76","1.34","-0.2","-4.7","50.32","548.43","0.58","SciCam","/SciCam.20240902_085309979.jpg","PilotCam","/PilotCam.20240902_085309979.jpg","BrowCam","/BrowCam.20240902_085309979.jpg","UserSelect","/UserSelect.20240902_085309979.jpg","","","-999.99","4.87","-999.99","-999.99","66d57cf5f9835f001a80d999"
"2024-09-02T08:53:25.011Z","45.9166436","-130.0250113","ASNAP","","admin","","","","","","","-0.88","-2.56","-0.1","-5.1","198.61","555.95","0.58","SciCam","/SciCam.20240902_085325011.jpg","PilotCam","/PilotCam.20240902_085325011.jpg","BrowCam","/BrowCam.20240902_085325011.jpg","UserSelect","/UserSelect.20240902_085325011.jpg","","","-999.99","4.73","-999.99","-999.99","66d57d05f9835f001a80d99d"
"2024-09-02T08:53:40.042Z","45.9166525","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.57","0.4","-3.8","224.37","561.90","0.58","SciCam","/SciCam.20240902_085340042.jpg","PilotCam","/PilotCam.20240902_085340042.jpg","BrowCam","/BrowCam.20240902_085340042.jpg","UserSelect","/UserSelect.20240902_085340042.jpg","","","-999.99","4.83","-999.99","-999.99","66d57d14f9835f001a80d9a1"
"2024-09-02T08:53:55.075Z","45.9166528","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.54","0.7","-4.2","225.00","568.98","0.58","SciCam","/SciCam.20240902_085355075.jpg","PilotCam","/PilotCam.20240902_085355075.jpg","BrowCam","/BrowCam.20240902_085355075.jpg","UserSelect","/UserSelect.20240902_085355075.jpg","","","-999.99","4.78","-999.99","-999.99","66d57d23f9835f001a80d9a5"
"2024-09-02T08:54:10.106Z","45.9166526","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.56","0.1","-4.0","224.55","576.63","0.58","SciCam","/SciCam.20240902_085410106.jpg","PilotCam","/PilotCam.20240902_085410106.jpg","BrowCam","/BrowCam.20240902_085410106.jpg","UserSelect","/UserSelect.20240902_085410106.jpg","","","-999.99","4.74","-999.99","-999.99","66d57d32f9835f001a80d9a9"
"2024-09-02T08:54:25.137Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.58","0.5","-4.0","224.01","584.29","0.58","SciCam","/SciCam.20240902_085425137.jpg","PilotCam","/PilotCam.20240902_085425137.jpg","BrowCam","/BrowCam.20240902_085425137.jpg","UserSelect","/UserSelect.20240902_085425137.jpg","","","-999.99","4.61","-999.99","-999.99","66d57d41f9835f001a80d9ad"
"2024-09-02T08:54:40.167Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.3","-4.5","224.31","591.74","0.58","SciCam","/SciCam.20240902_085440167.jpg","PilotCam","/PilotCam.20240902_085440167.jpg","BrowCam","/BrowCam.20240902_085440167.jpg","UserSelect","/UserSelect.20240902_085440167.jpg","","","-999.99","4.78","-999.99","-999.99","66d57d50f9835f001a80d9b1"
"2024-09-02T08:54:55.198Z","45.9166528","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.54","0.5","-4.6","224.78","599.43","0.58","SciCam","/SciCam.20240902_085455198.jpg","PilotCam","/PilotCam.20240902_085455198.jpg","BrowCam","/BrowCam.20240902_085455198.jpg","UserSelect","/UserSelect.20240902_085455198.jpg","","","-999.99","4.68","-999.99","-999.99","66d57d5ff9835f001a80d9b5"
"2024-09-02T08:55:10.231Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.58","0.8","-4.2","224.10","607.13","0.58","SciCam","/SciCam.20240902_085510231.jpg","PilotCam","/PilotCam.20240902_085510231.jpg","BrowCam","/BrowCam.20240902_085510231.jpg","UserSelect","/UserSelect.20240902_085510231.jpg","","","-999.99","4.63","-999.99","-999.99","66d57d6ef9835f001a80d9b9"
"2024-09-02T08:55:25.260Z","45.9166527","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.55","0.4","-4.2","224.64","615.21","0.58","SciCam","/SciCam.20240902_085525260.jpg","PilotCam","/PilotCam.20240902_085525260.jpg","BrowCam","/BrowCam.20240902_085525260.jpg","UserSelect","/UserSelect.20240902_085525260.jpg","","","-999.99","4.61","-999.99","-999.99","66d57d7df9835f001a80d9bd"
"2024-09-02T08:55:40.292Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","0.9","-4.4","224.28","623.30","0.58","SciCam","/SciCam.20240902_085540292.jpg","PilotCam","/PilotCam.20240902_085540292.jpg","BrowCam","/BrowCam.20240902_085540292.jpg","UserSelect","/UserSelect.20240902_085540292.jpg","","","-999.99","4.53","-999.99","-999.99","66d57d8cf9835f001a80d9c1"
"2024-09-02T08:55:55.325Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.3","-4.9","224.46","631.25","0.58","SciCam","/SciCam.20240902_085555325.jpg","PilotCam","/PilotCam.20240902_085555325.jpg","BrowCam","/BrowCam.20240902_085555325.jpg","UserSelect","/UserSelect.20240902_085555325.jpg","","","-999.99","4.50","-999.99","-999.99","66d57d9bf9835f001a80d9c5"
"2024-09-02T08:56:10.353Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.3","-4.4","224.33","639.40","0.58","SciCam","/SciCam.20240902_085610353.jpg","PilotCam","/PilotCam.20240902_085610353.jpg","BrowCam","/BrowCam.20240902_085610353.jpg","UserSelect","/UserSelect.20240902_085610353.jpg","","","-999.99","4.60","-999.99","-999.99","66d57daaf9835f001a80d9c9"
"2024-09-02T08:56:25.387Z","45.9166525","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.58","1.2","-4.4","224.12","647.49","0.58","SciCam","/SciCam.20240902_085625387.jpg","PilotCam","/PilotCam.20240902_085625387.jpg","BrowCam","/BrowCam.20240902_085625387.jpg","UserSelect","/UserSelect.20240902_085625387.jpg","","","-999.99","4.52","-999.99","-999.99","66d57db9f9835f001a80d9cd"
"2024-09-02T08:56:40.418Z","45.9166525","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.58","0.4","-4.5","224.01","655.47","0.58","SciCam","/SciCam.20240902_085640418.jpg","PilotCam","/PilotCam.20240902_085640418.jpg","BrowCam","/BrowCam.20240902_085640418.jpg","UserSelect","/UserSelect.20240902_085640418.jpg","","","-999.99","4.38","-999.99","-999.99","66d57dc8f9835f001a80d9d1"
"2024-09-02T08:56:55.440Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.5","-4.3","224.42","663.61","0.58","SciCam","/SciCam.20240902_085655440.jpg","PilotCam","/PilotCam.20240902_085655440.jpg","BrowCam","/BrowCam.20240902_085655440.jpg","UserSelect","/UserSelect.20240902_085655440.jpg","","","-999.99","4.48","-999.99","-999.99","66d57dd7f9835f001a80d9d5"
"2024-09-02T08:57:10.473Z","45.9166524","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.59","0.8","-4.2","223.86","671.61","0.58","SciCam","/SciCam.20240902_085710473.jpg","PilotCam","/PilotCam.20240902_085710473.jpg","BrowCam","/BrowCam.20240902_085710473.jpg","UserSelect","/UserSelect.20240902_085710473.jpg","","","-999.99","4.38","-999.99","-999.99","66d57de6f9835f001a80d9d9"
"2024-09-02T08:57:25.489Z","45.9166526","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.56","0.3","-4.2","224.54","679.71","0.58","SciCam","/SciCam.20240902_085725489.jpg","PilotCam","/PilotCam.20240902_085725489.jpg","BrowCam","/BrowCam.20240902_085725489.jpg","UserSelect","/UserSelect.20240902_085725489.jpg","","","-999.99","4.36","-999.99","-999.99","66d57df5f9835f001a80d9dd"
"2024-09-02T08:57:40.523Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","1.0","-4.6","224.36","687.33","0.58","SciCam","/SciCam.20240902_085740523.jpg","PilotCam","/PilotCam.20240902_085740523.jpg","BrowCam","/BrowCam.20240902_085740523.jpg","UserSelect","/UserSelect.20240902_085740523.jpg","","","-999.99","4.35","-999.99","-999.99","66d57e04f9835f001a80d9e1"
"2024-09-02T08:57:55.557Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","0.7","-4.6","224.22","695.46","0.58","SciCam","/SciCam.20240902_085755557.jpg","PilotCam","/PilotCam.20240902_085755557.jpg","BrowCam","/BrowCam.20240902_085755557.jpg","UserSelect","/UserSelect.20240902_085755557.jpg","","","-999.99","4.35","-999.99","-999.99","66d57e13f9835f001a80d9e5"
"2024-09-02T08:58:10.590Z","45.9166527","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.55","0.2","-4.4","224.65","703.65","0.58","SciCam","/SciCam.20240902_085810590.jpg","PilotCam","/PilotCam.20240902_085810590.jpg","BrowCam","/BrowCam.20240902_085810590.jpg","UserSelect","/UserSelect.20240902_085810590.jpg","","","-999.99","4.36","-999.99","-999.99","66d57e22f9835f001a80d9e9"
"2024-09-02T08:58:25.622Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.58","1.0","-4.1","224.09","711.73","0.58","SciCam","/SciCam.20240902_085825622.jpg","PilotCam","/PilotCam.20240902_085825622.jpg","BrowCam","/BrowCam.20240902_085825622.jpg","UserSelect","/UserSelect.20240902_085825622.jpg","","","-999.99","4.31","-999.99","-999.99","66d57e31f9835f001a80d9ed"
"2024-09-02T08:58:40.653Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","0.5","-4.1","224.26","719.78","0.58","SciCam","/SciCam.20240902_085840653.jpg","PilotCam","/PilotCam.20240902_085840653.jpg","BrowCam","/BrowCam.20240902_085840653.jpg","UserSelect","/UserSelect.20240902_085840653.jpg","","","-999.99","4.33","-999.99","-999.99","66d57e40f9835f001a80d9f1"
"2024-09-02T08:58:55.684Z","45.9166526","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.56","0.3","-4.1","224.54","727.77","0.58","SciCam","/SciCam.20240902_085855684.jpg","PilotCam","/PilotCam.20240902_085855684.jpg","BrowCam","/BrowCam.20240902_085855684.jpg","UserSelect","/UserSelect.20240902_085855684.jpg","","","-999.99","4.24","-999.99","-999.99","66d57e4ff9835f001a80d9f5"
"2024-09-02T08:59:10.710Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","1.2","-4.3","224.28","735.87","0.58","SciCam","/SciCam.20240902_085910710.jpg","PilotCam","/PilotCam.20240902_085910710.jpg","BrowCam","/BrowCam.20240902_085910710.jpg","UserSelect","/UserSelect.20240902_085910710.jpg","","","-999.99","4.12","-999.99","-999.99","66d57e5ef9835f001a80d9f9"
"2024-09-02T08:59:25.738Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.4","-4.6","224.38","744.41","0.58","SciCam","/SciCam.20240902_085925738.jpg","PilotCam","/PilotCam.20240902_085925738.jpg","BrowCam","/BrowCam.20240902_085925738.jpg","UserSelect","/UserSelect.20240902_085925738.jpg","","","-999.99","4.22","-999.99","-999.99","66d57e6df9835f001a80d9fd"
"2024-09-02T08:59:40.769Z","45.9166527","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.55","0.5","-4.4","224.58","752.44","0.58","SciCam","/SciCam.20240902_085940769.jpg","PilotCam","/PilotCam.20240902_085940769.jpg","BrowCam","/BrowCam.20240902_085940769.jpg","UserSelect","/UserSelect.20240902_085940769.jpg","","","-999.99","4.11","-999.99","-999.99","66d57e7cf9835f001a80da01"
"2024-09-02T08:59:55.791Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","0.8","-4.3","224.16","760.24","0.58","SciCam","/SciCam.20240902_085955791.jpg","PilotCam","/PilotCam.20240902_085955791.jpg","BrowCam","/BrowCam.20240902_085955791.jpg","UserSelect","/UserSelect.20240902_085955791.jpg","","","-999.99","4.21","-999.99","-999.99","66d57e8bf9835f001a80da05"
"2024-09-02T09:00:10.824Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","0.3","-4.4","224.25","768.40","0.58","SciCam","/SciCam.20240902_090010824.jpg","PilotCam","/PilotCam.20240902_090010824.jpg","BrowCam","/BrowCam.20240902_090010824.jpg","UserSelect","/UserSelect.20240902_090010824.jpg","","","-999.99","4.11","-999.99","-999.99","66d57e9af9835f001a80da09"
"2024-09-02T09:00:25.853Z","45.9166527","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.55","0.3","-4.4","224.71","776.06","0.58","SciCam","/SciCam.20240902_090025853.jpg","PilotCam","/PilotCam.20240902_090025853.jpg","BrowCam","/BrowCam.20240902_090025853.jpg","UserSelect","/UserSelect.20240902_090025853.jpg","","","-999.99","4.13","-999.99","-999.99","66d57ea9f9835f001a80da0d"
"2024-09-02T09:00:40.887Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","1.1","-4.3","224.56","783.77","0.58","SciCam","/SciCam.20240902_090040887.jpg","PilotCam","/PilotCam.20240902_090040887.jpg","BrowCam","/BrowCam.20240902_090040887.jpg","UserSelect","/UserSelect.20240902_090040887.jpg","","","-999.99","4.14","-999.99","-999.99","66d57eb8f9835f001a80da11"
"2024-09-02T09:00:55.905Z","45.9166525","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.58","0.4","-4.3","223.93","791.49","0.58","SciCam","/SciCam.20240902_090055905.jpg","PilotCam","/PilotCam.20240902_090055905.jpg","BrowCam","/BrowCam.20240902_090055905.jpg","UserSelect","/UserSelect.20240902_090055905.jpg","","","-999.99","4.09","-999.99","-999.99","66d57ec7f9835f001a80da15"
"2024-09-02T09:01:10.931Z","45.9166527","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.55","0.6","-4.4","224.56","799.27","0.58","SciCam","/SciCam.20240902_090110931.jpg","PilotCam","/PilotCam.20240902_090110931.jpg","BrowCam","/BrowCam.20240902_090110931.jpg","UserSelect","/UserSelect.20240902_090110931.jpg","","","-999.99","4.11","-999.99","-999.99","66d57ed6f9835f001a80da19"
"2024-09-02T09:01:25.959Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.4","-5.1","224.42","806.60","0.58","SciCam","/SciCam.20240902_090125959.jpg","PilotCam","/PilotCam.20240902_090125959.jpg","BrowCam","/BrowCam.20240902_090125959.jpg","UserSelect","/UserSelect.20240902_090125959.jpg","","","-999.99","3.98","-999.99","-999.99","66d57ee5f9835f001a80da1d"
"2024-09-02T09:01:40.991Z","45.9166525","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.58","0.4","-4.8","223.92","814.24","0.58","SciCam","/SciCam.20240902_090140991.jpg","PilotCam","/PilotCam.20240902_090140991.jpg","BrowCam","/BrowCam.20240902_090140991.jpg","UserSelect","/UserSelect.20240902_090140991.jpg","","","-999.99","4.01","-999.99","-999.99","66d57ef4f9835f001a80da21"
"2024-09-02T09:01:56.019Z","45.9166527","-130.0250217","ASNAP","","admin","","","","","","","-1.68","-1.55","0.4","-4.4","224.60","821.86","0.58","SciCam","/SciCam.20240902_090156019.jpg","PilotCam","/PilotCam.20240902_090156019.jpg","BrowCam","/BrowCam.20240902_090156019.jpg","UserSelect","/UserSelect.20240902_090156019.jpg","","","-999.99","3.96","-999.99","-999.99","66d57f04f9835f001a80da25"
"2024-09-02T09:02:11.048Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.6","-4.6","224.49","829.64","0.58","SciCam","/SciCam.20240902_090211048.jpg","PilotCam","/PilotCam.20240902_090211048.jpg","BrowCam","/BrowCam.20240902_090211048.jpg","UserSelect","/UserSelect.20240902_090211048.jpg","","","-999.99","3.82","-999.99","-999.99","66d57f13f9835f001a80da29"
"2024-09-02T09:02:26.080Z","45.9166525","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.57","1.1","-4.6","224.24","837.14","0.58","SciCam","/SciCam.20240902_090226080.jpg","PilotCam","/PilotCam.20240902_090226080.jpg","BrowCam","/BrowCam.20240902_090226080.jpg","UserSelect","/UserSelect.20240902_090226080.jpg","","","-999.99","4.00","-999.99","-999.99","66d57f22f9835f001a80da2d"
"2024-09-02T09:02:41.111Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.1","-4.6","224.52","844.93","0.58","SciCam","/SciCam.20240902_090241111.jpg","PilotCam","/PilotCam.20240902_090241111.jpg","BrowCam","/BrowCam.20240902_090241111.jpg","UserSelect","/UserSelect.20240902_090241111.jpg","","","-999.99","3.94","-999.99","-999.99","66d57f31f9835f001a80da31"
"2024-09-02T09:02:56.144Z","45.9166528","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.54","0.6","-4.9","224.72","852.67","0.58","SciCam","/SciCam.20240902_090256144.jpg","PilotCam","/PilotCam.20240902_090256144.jpg","BrowCam","/BrowCam.20240902_090256144.jpg","UserSelect","/UserSelect.20240902_090256144.jpg","","","-999.99","3.95","-999.99","-999.99","66d57f40f9835f001a80da35"
"2024-09-02T09:03:11.162Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","1.0","-4.4","224.34","860.10","0.58","SciCam","/SciCam.20240902_090311162.jpg","PilotCam","/PilotCam.20240902_090311162.jpg","BrowCam","/BrowCam.20240902_090311162.jpg","UserSelect","/UserSelect.20240902_090311162.jpg","","","-999.99","3.98","-999.99","-999.99","66d57f4ff9835f001a80da39"
"2024-09-02T09:03:26.194Z","45.9166525","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.57","0.7","-4.6","224.23","867.68","0.58","SciCam","/SciCam.20240902_090326194.jpg","PilotCam","/PilotCam.20240902_090326194.jpg","BrowCam","/BrowCam.20240902_090326194.jpg","UserSelect","/UserSelect.20240902_090326194.jpg","","","-999.99","3.81","-999.99","-999.99","66d57f5ef9835f001a80da3d"
"2024-09-02T09:03:41.217Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.4","-4.6","224.56","875.45","0.58","SciCam","/SciCam.20240902_090341217.jpg","PilotCam","/PilotCam.20240902_090341217.jpg","BrowCam","/BrowCam.20240902_090341217.jpg","UserSelect","/UserSelect.20240902_090341217.jpg","","","-999.99","3.93","-999.99","-999.99","66d57f6df9835f001a80da41"
"2024-09-02T09:03:56.251Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.4","-4.8","224.46","882.92","0.58","SciCam","/SciCam.20240902_090356251.jpg","PilotCam","/PilotCam.20240902_090356251.jpg","BrowCam","/BrowCam.20240902_090356251.jpg","UserSelect","/UserSelect.20240902_090356251.jpg","","","-999.99","3.86","-999.99","-999.99","66d57f7cf9835f001a80da45"
"2024-09-02T09:04:11.285Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.7","-5.0","224.39","890.43","0.58","SciCam","/SciCam.20240902_090411285.jpg","PilotCam","/PilotCam.20240902_090411285.jpg","BrowCam","/BrowCam.20240902_090411285.jpg","UserSelect","/UserSelect.20240902_090411285.jpg","","","-999.99","3.98","-999.99","-999.99","66d57f8bf9835f001a80da49"
"2024-09-02T09:04:26.318Z","45.9166526","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.56","0.6","-5.3","224.31","897.48","0.58","SciCam","/SciCam.20240902_090426318.jpg","PilotCam","/PilotCam.20240902_090426318.jpg","BrowCam","/BrowCam.20240902_090426318.jpg","UserSelect","/UserSelect.20240902_090426318.jpg","","","-999.99","3.99","-999.99","-999.99","66d57f9af9835f001a80da4d"
"2024-09-02T09:04:41.350Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.4","-5.1","224.37","904.89","0.58","SciCam","/SciCam.20240902_090441350.jpg","PilotCam","/PilotCam.20240902_090441350.jpg","BrowCam","/BrowCam.20240902_090441350.jpg","UserSelect","/UserSelect.20240902_090441350.jpg","","","-999.99","3.82","-999.99","-999.99","66d57fa9f9835f001a80da51"
"2024-09-02T09:04:56.380Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.7","-4.9","224.49","912.48","0.58","SciCam","/SciCam.20240902_090456380.jpg","PilotCam","/PilotCam.20240902_090456380.jpg","BrowCam","/BrowCam.20240902_090456380.jpg","UserSelect","/UserSelect.20240902_090456380.jpg","","","-999.99","3.78","-999.99","-999.99","66d57fb8f9835f001a80da55"
"2024-09-02T09:05:11.411Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.6","-5.0","224.31","919.97","0.58","SciCam","/SciCam.20240902_090511411.jpg","PilotCam","/PilotCam.20240902_090511411.jpg","BrowCam","/BrowCam.20240902_090511411.jpg","UserSelect","/UserSelect.20240902_090511411.jpg","","","-999.99","3.72","-999.99","-999.99","66d57fc7f9835f001a80da59"
"2024-09-02T09:05:26.444Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.7","-4.7","224.46","927.74","0.58","SciCam","/SciCam.20240902_090526444.jpg","PilotCam","/PilotCam.20240902_090526444.jpg","BrowCam","/BrowCam.20240902_090526444.jpg","UserSelect","/UserSelect.20240902_090526444.jpg","","","-999.99","3.74","-999.99","-999.99","66d57fd6f9835f001a80da5d"
"2024-09-02T09:05:41.477Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.4","-4.8","224.51","935.58","0.58","SciCam","/SciCam.20240902_090541477.jpg","PilotCam","/PilotCam.20240902_090541477.jpg","BrowCam","/BrowCam.20240902_090541477.jpg","UserSelect","/UserSelect.20240902_090541477.jpg","","","-999.99","3.85","-999.99","-999.99","66d57fe5f9835f001a80da61"
"2024-09-02T09:05:56.509Z","45.9166526","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.56","0.6","-5.2","224.36","943.48","0.58","SciCam","/SciCam.20240902_090556509.jpg","PilotCam","/PilotCam.20240902_090556509.jpg","BrowCam","/BrowCam.20240902_090556509.jpg","UserSelect","/UserSelect.20240902_090556509.jpg","","","-999.99","3.81","-999.99","-999.99","66d57ff4f9835f001a80da65"
"2024-09-02T09:06:11.536Z","45.9166526","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.56","0.7","-4.8","224.36","951.30","0.58","SciCam","/SciCam.20240902_090611536.jpg","PilotCam","/PilotCam.20240902_090611536.jpg","BrowCam","/BrowCam.20240902_090611536.jpg","UserSelect","/UserSelect.20240902_090611536.jpg","","","-999.99","3.70","-999.99","-999.99","66d58003f9835f001a80da69"
"2024-09-02T09:06:26.567Z","45.9166526","-130.0250214","ASNAP","","admin","","","","","","","-1.66","-1.56","0.6","-5.1","224.31","959.22","0.58","SciCam","/SciCam.20240902_090626567.jpg","PilotCam","/PilotCam.20240902_090626567.jpg","BrowCam","/BrowCam.20240902_090626567.jpg","UserSelect","/UserSelect.20240902_090626567.jpg","","","-999.99","3.75","-999.99","-999.99","66d58012f9835f001a80da6d"
"2024-09-02T09:06:41.599Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.4","-4.9","224.58","967.00","0.58","SciCam","/SciCam.20240902_090641599.jpg","PilotCam","/PilotCam.20240902_090641599.jpg","BrowCam","/BrowCam.20240902_090641599.jpg","UserSelect","/UserSelect.20240902_090641599.jpg","","","-999.99","3.66","-999.99","-999.99","66d58021f9835f001a80da71"
"2024-09-02T09:06:56.633Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.3","-5.0","224.57","974.64","0.58","SciCam","/SciCam.20240902_090656633.jpg","PilotCam","/PilotCam.20240902_090656633.jpg","BrowCam","/BrowCam.20240902_090656633.jpg","UserSelect","/UserSelect.20240902_090656633.jpg","","","-999.99","3.47","-999.99","-999.99","66d58030f9835f001a80da75"
"2024-09-02T09:07:11.668Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.5","-5.1","224.48","982.27","0.58","SciCam","/SciCam.20240902_090711668.jpg","PilotCam","/PilotCam.20240902_090711668.jpg","BrowCam","/BrowCam.20240902_090711668.jpg","UserSelect","/UserSelect.20240902_090711668.jpg","","","-999.99","3.70","-999.99","-999.99","66d5803ff9835f001a80da79"
"2024-09-02T09:07:26.702Z","45.9166527","-130.0250215","ASNAP","","admin","","","","","","","-1.67","-1.55","0.5","-4.9","224.83","990.03","0.58","SciCam","/SciCam.20240902_090726702.jpg","PilotCam","/PilotCam.20240902_090726702.jpg","BrowCam","/BrowCam.20240902_090726702.jpg","UserSelect","/UserSelect.20240902_090726702.jpg","","","-999.99","3.53","-999.99","-999.99","66d5804ef9835f001a80da7d"
"2024-09-02T09:07:41.737Z","45.9166840","-130.0250188","ASNAP","","admin","","","","","","","-1.46","1.93","-0.7","-5.5","301.79","997.26","0.58","SciCam","/SciCam.20240902_090741737.jpg","PilotCam","/PilotCam.20240902_090741737.jpg","BrowCam","/BrowCam.20240902_090741737.jpg","UserSelect","/UserSelect.20240902_090741737.jpg","","","-999.99","3.60","-999.99","-999.99","66d5805df9835f001a80da81"
"2024-09-02T09:07:56.765Z","45.9166862","-130.0249834","ASNAP","","admin","","","","","","","1.29","2.17","0.1","-5.1","27.92","1004.12","0.58","SciCam","/SciCam.20240902_090756765.jpg","PilotCam","/PilotCam.20240902_090756765.jpg","BrowCam","/BrowCam.20240902_090756765.jpg","UserSelect","/UserSelect.20240902_090756765.jpg","","","-999.99","3.45","-999.99","-999.99","66d5806cf9835f001a80da85"
"2024-09-02T09:08:11.797Z","45.9166491","-130.0249814","ASNAP","","admin","","","","","","","1.44","-1.95","-0.1","-5.8","120.35","1011.77","0.58","SciCam","/SciCam.20240902_090811797.jpg","PilotCam","/PilotCam.20240902_090811797.jpg","BrowCam","/BrowCam.20240902_090811797.jpg","UserSelect","/UserSelect.20240902_090811797.jpg","","","-999.99","3.53","-999.99","-999.99","66d5807bf9835f001a80da89"
