Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.actions,event_option.filename,event_option.event_comment,event_option.cabled_plug,event_option.dummy_plug,event_option.new_watchstander,event_option.type,event_option.nav,event_option.highlights,event_option.formation,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-31T02:34:49.702Z","45.9169430","-130.0244234","ROV Actions","Placed old CTD new to old MJ03B","guest","","(Starboard) Manipulator in use","","","","","","","","","","44.73","30.71","-0.8","-7.2","39.61","1540.28","1.05","SciCam","/SciCam.20240831_023449702.jpg","PilotCam","/PilotCam.20240831_023449702.jpg","BrowCam","/BrowCam.20240831_023449702.jpg","UserSelect","/UserSelect.20240831_023449702.jpg","","","-999.99","2.50","-999.99","-999.99","66d28149f9835f001a802bf9"
"2024-08-31T02:34:55.540Z","45.9169431","-130.0244234","ASNAP","","admin","","","","","","","","","","","","44.73","30.72","-1.9","-7.0","39.68","1540.32","1.03","SciCam","/SciCam.20240831_023455540.jpg","PilotCam","/PilotCam.20240831_023455540.jpg","BrowCam","/BrowCam.20240831_023455540.jpg","UserSelect","/UserSelect.20240831_023455540.jpg","","","-999.99","2.37","-999.99","-999.99","66d2814ff9835f001a802bfd"
"2024-08-31T02:35:10.568Z","45.9169431","-130.0244234","ASNAP","","admin","","","","","","","","","","","","44.73","30.72","-1.6","-6.9","39.70","1540.32","0.58","SciCam","/SciCam.20240831_023510568.jpg","PilotCam","/PilotCam.20240831_023510568.jpg","BrowCam","/BrowCam.20240831_023510568.jpg","UserSelect","/UserSelect.20240831_023510568.jpg","","","-999.99","2.30","-999.99","-999.99","66d2815ef9835f001a802c01"
"2024-08-31T02:35:25.599Z","45.9169431","-130.0244234","ASNAP","","admin","","","","","","","","","","","","44.73","30.72","-1.8","-6.9","39.69","1540.32","0.58","SciCam","/SciCam.20240831_023525599.jpg","PilotCam","/PilotCam.20240831_023525599.jpg","BrowCam","/BrowCam.20240831_023525599.jpg","UserSelect","/UserSelect.20240831_023525599.jpg","","","-999.99","2.47","-999.99","-999.99","66d2816df9835f001a802c05"
"2024-08-31T02:35:40.628Z","45.9169431","-130.0244236","ASNAP","","admin","","","","","","","","","","","","44.72","30.72","-1.5","-6.9","39.68","1540.31","0.58","SciCam","/SciCam.20240831_023540628.jpg","PilotCam","/PilotCam.20240831_023540628.jpg","BrowCam","/BrowCam.20240831_023540628.jpg","UserSelect","/UserSelect.20240831_023540628.jpg","","","-999.99","2.54","-999.99","-999.99","66d2817cf9835f001a802c09"
"2024-08-31T02:35:50.213Z","45.9169431","-130.0244234","WATCH_CHANGE","Pilot","guest","","","","","","","Chris A","","","","","44.73","30.72","-1.7","-6.8","39.68","1540.32","0.58","SciCam","/SciCam.20240831_023550213.jpg","PilotCam","/PilotCam.20240831_023550213.jpg","BrowCam","/BrowCam.20240831_023550213.jpg","UserSelect","/UserSelect.20240831_023550213.jpg","","","-999.99","2.63","-999.99","-999.99","66d28186f9835f001a802c0d"
"2024-08-31T02:35:55.660Z","45.9169431","-130.0244234","ASNAP","","admin","","","","","","","","","","","","44.73","30.72","-1.7","-6.8","39.68","1540.32","0.58","SciCam","/SciCam.20240831_023555660.jpg","PilotCam","/PilotCam.20240831_023555660.jpg","BrowCam","/BrowCam.20240831_023555660.jpg","UserSelect","/UserSelect.20240831_023555660.jpg","","","-999.99","2.66","-999.99","-999.99","66d2818bf9835f001a802c11"
"2024-08-31T02:36:10.695Z","45.9169431","-130.0244234","ASNAP","","admin","","","","","","","","","","","","44.73","30.72","-1.7","-6.8","39.68","1540.32","0.58","SciCam","/SciCam.20240831_023610695.jpg","PilotCam","/PilotCam.20240831_023610695.jpg","BrowCam","/BrowCam.20240831_023610695.jpg","UserSelect","/UserSelect.20240831_023610695.jpg","","","-999.99","2.37","-999.99","-999.99","66d2819af9835f001a802c15"
"2024-08-31T02:36:25.724Z","45.9169431","-130.0244236","ASNAP","","admin","","","","","","","","","","","","44.72","30.72","-1.6","-6.8","39.68","1540.32","0.58","SciCam","/SciCam.20240831_023625724.jpg","PilotCam","/PilotCam.20240831_023625724.jpg","BrowCam","/BrowCam.20240831_023625724.jpg","UserSelect","/UserSelect.20240831_023625724.jpg","","","-999.99","2.51","-999.99","-999.99","66d281a9f9835f001a802c19"
"2024-08-31T02:36:40.754Z","45.9169431","-130.0244236","ASNAP","","admin","","","","","","","","","","","","44.72","30.72","-1.1","-6.8","39.68","1540.30","0.58","SciCam","/SciCam.20240831_023640754.jpg","PilotCam","/PilotCam.20240831_023640754.jpg","BrowCam","/BrowCam.20240831_023640754.jpg","UserSelect","/UserSelect.20240831_023640754.jpg","","","-999.99","2.31","-999.99","-999.99","66d281b8f9835f001a802c1d"
"2024-08-31T02:36:55.787Z","45.9169431","-130.0244236","ASNAP","","admin","","","","","","","","","","","","44.72","30.72","-0.7","-6.9","39.79","1540.29","0.58","SciCam","/SciCam.20240831_023655787.jpg","PilotCam","/PilotCam.20240831_023655787.jpg","BrowCam","/BrowCam.20240831_023655787.jpg","UserSelect","/UserSelect.20240831_023655787.jpg","","","-999.99","2.59","-999.99","-999.99","66d281c7f9835f001a802c21"
"2024-08-31T02:37:03.205Z","45.9169431","-130.0244236","ROV Actions","Latching old CTD onto old MJ03B","guest","","(Starboard) Manipulator in use","","","","","","","","","","44.72","30.72","-0.5","-7.0","39.71","1540.28","0.58","SciCam","/SciCam.20240831_023703205.jpg","PilotCam","/PilotCam.20240831_023703205.jpg","BrowCam","/BrowCam.20240831_023703205.jpg","UserSelect","/UserSelect.20240831_023703205.jpg","","","-999.99","2.51","-999.99","-999.99","66d281cff9835f001a802c25"
"2024-08-31T02:37:10.811Z","45.9169436","-130.0244238","ASNAP","","admin","","","","","","","","","","","","44.70","30.78","-0.4","-7.8","38.82","1540.27","1.07","SciCam","/SciCam.20240831_023710811.jpg","PilotCam","/PilotCam.20240831_023710811.jpg","BrowCam","/BrowCam.20240831_023710811.jpg","UserSelect","/UserSelect.20240831_023710811.jpg","","","-999.99","2.32","-999.99","-999.99","66d281d6f9835f001a802c29"
"2024-08-31T02:37:25.840Z","45.9169436","-130.0244240","ASNAP","","admin","","","","","","","","","","","","44.69","30.78","-0.8","-7.1","39.94","1540.30","0.58","SciCam","/SciCam.20240831_023725840.jpg","PilotCam","/PilotCam.20240831_023725840.jpg","BrowCam","/BrowCam.20240831_023725840.jpg","UserSelect","/UserSelect.20240831_023725840.jpg","","","-999.99","2.45","-999.99","-999.99","66d281e5f9835f001a802c2d"
"2024-08-31T02:37:40.871Z","45.9169435","-130.0244240","ASNAP","","admin","","","","","","","","","","","","44.69","30.77","0.2","-7.1","40.33","1540.26","0.58","SciCam","/SciCam.20240831_023740871.jpg","PilotCam","/PilotCam.20240831_023740871.jpg","BrowCam","/BrowCam.20240831_023740871.jpg","UserSelect","/UserSelect.20240831_023740871.jpg","","","-999.99","2.46","-999.99","-999.99","66d281f4f9835f001a802c31"
"2024-08-31T02:37:55.890Z","45.9169434","-130.0244237","ASNAP","","admin","","","","","","","","","","","","44.71","30.76","0.1","-7.0","40.17","1540.27","1.05","SciCam","/SciCam.20240831_023755890.jpg","PilotCam","/PilotCam.20240831_023755890.jpg","BrowCam","/BrowCam.20240831_023755890.jpg","UserSelect","/UserSelect.20240831_023755890.jpg","","","-999.99","2.68","-999.99","-999.99","66d28203f9835f001a802c35"
"2024-08-31T02:38:10.914Z","45.9169432","-130.0244236","ASNAP","","admin","","","","","","","","","","","","44.72","30.74","-1.0","-6.4","40.20","1540.32","1.03","SciCam","/SciCam.20240831_023810914.jpg","PilotCam","/PilotCam.20240831_023810914.jpg","BrowCam","/BrowCam.20240831_023810914.jpg","UserSelect","/UserSelect.20240831_023810914.jpg","","","-999.99","2.44","-999.99","-999.99","66d28212f9835f001a802c39"
