Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.actions,event_option.filename,event_option.cabled_plug,event_option.dummy_plug,event_option.event_comment,event_option.highlights,event_option.type,event_option.sample_description,event_option.nav,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-22T07:11:37.544Z","44.3596959","-124.9645734","ASNAP","","admin","","","","","","","","","","","-1.80","-1.47","-0.6","-0.7","226.96","0.77","0.58","SciCam","/SciCam.20240822_071137544.jpg","PilotCam","/PilotCam.20240822_071137544.jpg","BrowCam","/BrowCam.20240822_071137544.jpg","UserSelect","/UserSelect.20240822_071137544.jpg","","","-999.99","14.97","-999.99","-999.99","66c6e4a9111b2e001a2b1092"
"2024-08-22T07:11:52.575Z","44.3596964","-124.9645737","ASNAP","","admin","","","","","","","","","","","-1.83","-1.42","-1.1","0.9","228.38","0.76","0.58","SciCam","/SciCam.20240822_071152575.jpg","PilotCam","/PilotCam.20240822_071152575.jpg","BrowCam","/BrowCam.20240822_071152575.jpg","UserSelect","/UserSelect.20240822_071152575.jpg","","","-999.99","14.96","-999.99","-999.99","66c6e4b8111b2e001a2b1096"
"2024-08-22T07:12:07.606Z","44.3596962","-124.9645736","ASNAP","","admin","","","","","","","","","","","-1.82","-1.44","-0.7","0.2","227.95","0.77","0.58","SciCam","/SciCam.20240822_071207606.jpg","PilotCam","/PilotCam.20240822_071207606.jpg","BrowCam","/BrowCam.20240822_071207606.jpg","UserSelect","/UserSelect.20240822_071207606.jpg","","","-999.99","14.93","-999.99","-999.99","66c6e4c7111b2e001a2b109a"
"2024-08-22T07:12:22.626Z","44.3596961","-124.9645736","ASNAP","","admin","","","","","","","","","","","-1.82","-1.45","-1.0","0.7","227.53","0.79","0.58","SciCam","/SciCam.20240822_071222626.jpg","PilotCam","/PilotCam.20240822_071222626.jpg","BrowCam","/BrowCam.20240822_071222626.jpg","UserSelect","/UserSelect.20240822_071222626.jpg","","","-999.99","14.92","-999.99","-999.99","66c6e4d6111b2e001a2b109e"
"2024-08-22T07:12:37.652Z","44.3597005","-124.9645755","ASNAP","","admin","","","","","","","","","","","-1.97","-0.96","-0.7","-0.7","238.12","0.78","0.58","SciCam","/SciCam.20240822_071237652.jpg","PilotCam","/PilotCam.20240822_071237652.jpg","BrowCam","/BrowCam.20240822_071237652.jpg","UserSelect","/UserSelect.20240822_071237652.jpg","","","-999.99","14.93","-999.99","-999.99","66c6e4e5111b2e001a2b10a2"
"2024-08-22T07:12:52.683Z","44.3597001","-124.9645754","ASNAP","","admin","","","","","","","","","","","-1.96","-1.00","-1.1","0.2","237.26","0.78","0.58","SciCam","/SciCam.20240822_071252683.jpg","PilotCam","/PilotCam.20240822_071252683.jpg","BrowCam","/BrowCam.20240822_071252683.jpg","UserSelect","/UserSelect.20240822_071252683.jpg","","","-999.99","14.92","-999.99","-999.99","66c6e4f4111b2e001a2b10a6"
"2024-08-22T07:13:07.714Z","44.3597001","-124.9645752","ASNAP","","admin","","","","","","","","","","","-1.95","-1.01","-0.5","-1.1","237.17","0.77","0.58","SciCam","/SciCam.20240822_071307714.jpg","PilotCam","/PilotCam.20240822_071307714.jpg","BrowCam","/BrowCam.20240822_071307714.jpg","UserSelect","/UserSelect.20240822_071307714.jpg","","","-999.99","14.94","-999.99","-999.99","66c6e503111b2e001a2b10aa"
"2024-08-22T07:13:22.745Z","44.3597008","-124.9645755","ASNAP","","admin","","","","","","","","","","","-1.97","-0.93","-1.1","-1.3","238.62","0.78","0.58","SciCam","/SciCam.20240822_071322745.jpg","PilotCam","/PilotCam.20240822_071322745.jpg","BrowCam","/BrowCam.20240822_071322745.jpg","UserSelect","/UserSelect.20240822_071322745.jpg","","","-999.99","14.90","-999.99","-999.99","66c6e512111b2e001a2b10ae"
"2024-08-22T07:13:37.776Z","44.3597003","-124.9645755","ASNAP","","admin","","","","","","","","","","","-1.97","-0.98","-1.1","-0.0","237.81","0.80","0.58","SciCam","/SciCam.20240822_071337776.jpg","PilotCam","/PilotCam.20240822_071337776.jpg","BrowCam","/BrowCam.20240822_071337776.jpg","UserSelect","/UserSelect.20240822_071337776.jpg","","","-999.99","14.94","-999.99","-999.99","66c6e521111b2e001a2b10b2"
"2024-08-22T07:13:52.808Z","44.3597006","-124.9645755","ASNAP","","admin","","","","","","","","","","","-1.97","-0.95","-1.3","-0.1","238.27","0.80","0.58","SciCam","/SciCam.20240822_071352808.jpg","PilotCam","/PilotCam.20240822_071352808.jpg","BrowCam","/BrowCam.20240822_071352808.jpg","UserSelect","/UserSelect.20240822_071352808.jpg","","","-999.99","14.92","-999.99","-999.99","66c6e530111b2e001a2b10b6"
"2024-08-22T07:14:07.839Z","44.3596992","-124.9645750","ASNAP","","admin","","","","","","","","","","","-1.93","-1.11","-0.7","0.0","235.06","0.78","0.58","SciCam","/SciCam.20240822_071407839.jpg","PilotCam","/PilotCam.20240822_071407839.jpg","BrowCam","/BrowCam.20240822_071407839.jpg","UserSelect","/UserSelect.20240822_071407839.jpg","","","-999.99","14.95","-999.99","-999.99","66c6e53f111b2e001a2b10ba"
