Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.actions,event_option.type,event_option.filename,event_option.cabled_plug,event_option.dummy_plug,event_option.event_comment,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-19T03:19:02.038Z","44.6336841","-124.3081150","ASNAP","","admin","","","","","","","","-2.86","0.63","1.7","-4.8","349.45","81.15","0.58","SciCam","/SciCam.20240819_031902038.jpg","PilotCam","/PilotCam.20240819_031902038.jpg","BrowCam","/BrowCam.20240819_031902038.jpg","UserSelect","/UserSelect.20240819_031902038.jpg","","","-999.99","7.31","-999.99","-999.99","66c2b9a6111b2e001a29f23b"
"2024-08-19T03:19:17.069Z","44.6336840","-124.3081151","ASNAP","","admin","","","","","","","","-2.87","0.62","1.7","-5.3","349.02","81.16","0.58","SciCam","/SciCam.20240819_031917069.jpg","PilotCam","/PilotCam.20240819_031917069.jpg","BrowCam","/BrowCam.20240819_031917069.jpg","UserSelect","/UserSelect.20240819_031917069.jpg","","","-999.99","7.22","-999.99","-999.99","66c2b9b5111b2e001a29f23f"
"2024-08-19T03:19:25.603Z","44.6336838","-124.3081156","ROV Actions","lifting hydrophone","guest","","(Starboard) Manipulator in use","","","","","Hydrophone is HYDBBAA106","-2.91","0.60","2.4","-6.1","348.11","81.20","0.58","SciCam","/SciCam.20240819_031925603.jpg","PilotCam","/PilotCam.20240819_031925603.jpg","BrowCam","/BrowCam.20240819_031925603.jpg","UserSelect","/UserSelect.20240819_031925603.jpg","","","-999.99","7.40","-999.99","-999.99","66c2b9bd111b2e001a29f243"
"2024-08-19T03:19:32.097Z","44.6336838","-124.3081156","ASNAP","","admin","","","","","","","","-2.91","0.60","2.4","-6.1","348.11","81.15","0.58","SciCam","/SciCam.20240819_031932097.jpg","PilotCam","/PilotCam.20240819_031932097.jpg","BrowCam","/BrowCam.20240819_031932097.jpg","UserSelect","/UserSelect.20240819_031932097.jpg","","","-999.99","7.37","-999.99","-999.99","66c2b9c4111b2e001a29f247"
"2024-08-19T03:19:47.124Z","44.6336838","-124.3081046","ASNAP","","admin","","","","","","","","-2.04","0.60","-1.3","-11.6","348.16","80.81","0.58","SciCam","/SciCam.20240819_031947124.jpg","PilotCam","/PilotCam.20240819_031947124.jpg","BrowCam","/BrowCam.20240819_031947124.jpg","UserSelect","/UserSelect.20240819_031947124.jpg","","","-999.99","7.37","-999.99","-999.99","66c2b9d3111b2e001a29f24b"
"2024-08-19T03:20:02.148Z","44.6336832","-124.3080913","ASNAP","","admin","","","","","","","","-0.98","0.53","-2.0","-12.2","353.58","81.19","1.32","SciCam","/SciCam.20240819_032002148.jpg","PilotCam","/PilotCam.20240819_032002148.jpg","BrowCam","/BrowCam.20240819_032002148.jpg","UserSelect","/UserSelect.20240819_032002148.jpg","","","-999.99","7.35","-999.99","-999.99","66c2b9e2111b2e001a29f24f"
"2024-08-19T03:20:17.176Z","44.6336806","-124.3080901","ASNAP","","admin","","","","","","","","-0.89","0.24","-1.7","-12.0","353.64","81.09","0.58","SciCam","/SciCam.20240819_032017176.jpg","PilotCam","/PilotCam.20240819_032017176.jpg","BrowCam","/BrowCam.20240819_032017176.jpg","UserSelect","/UserSelect.20240819_032017176.jpg","","","-999.99","7.23","-999.99","-999.99","66c2b9f1111b2e001a29f253"
"2024-08-19T03:20:32.207Z","44.6336814","-124.3080908","ASNAP","","admin","","","","","","","","-0.94","0.33","-2.2","-7.4","352.22","81.26","0.58","SciCam","/SciCam.20240819_032032207.jpg","PilotCam","/PilotCam.20240819_032032207.jpg","BrowCam","/BrowCam.20240819_032032207.jpg","UserSelect","/UserSelect.20240819_032032207.jpg","","","-999.99","7.21","-999.99","-999.99","66c2ba00111b2e001a29f257"
"2024-08-19T03:20:47.236Z","44.6336814","-124.3080908","ASNAP","","admin","","","","","","","","-0.94","0.33","-2.2","-7.4","352.22","81.27","0.58","SciCam","/SciCam.20240819_032047236.jpg","PilotCam","/PilotCam.20240819_032047236.jpg","BrowCam","/BrowCam.20240819_032047236.jpg","UserSelect","/UserSelect.20240819_032047236.jpg","","","-999.99","7.36","-999.99","-999.99","66c2ba0f111b2e001a29f25b"
"2024-08-19T03:21:02.265Z","44.6336814","-124.3080908","ASNAP","","admin","","","","","","","","-0.94","0.33","-2.2","-7.6","352.16","81.27","0.58","SciCam","/SciCam.20240819_032102265.jpg","PilotCam","/PilotCam.20240819_032102265.jpg","BrowCam","/BrowCam.20240819_032102265.jpg","UserSelect","/UserSelect.20240819_032102265.jpg","","","-999.99","7.21","-999.99","-999.99","66c2ba1e111b2e001a29f25f"
"2024-08-19T03:21:14.879Z","44.6336816","-124.3080908","ROV Actions","release HYDBBA106","guest","","(Starboard) Manipulator in use","","","","","","-0.94","0.35","-2.2","-6.6","352.27","81.27","0.58","SciCam","/SciCam.20240819_032114879.jpg","PilotCam","/PilotCam.20240819_032114879.jpg","BrowCam","/BrowCam.20240819_032114879.jpg","UserSelect","/UserSelect.20240819_032114879.jpg","","","-999.99","7.47","-999.99","-999.99","66c2ba2a111b2e001a29f263"
"2024-08-19T03:21:17.295Z","44.6336816","-124.3080908","ASNAP","","admin","","","","","","","","-0.94","0.35","-2.2","-6.5","352.25","81.26","0.58","SciCam","/SciCam.20240819_032117295.jpg","PilotCam","/PilotCam.20240819_032117295.jpg","BrowCam","/BrowCam.20240819_032117295.jpg","UserSelect","/UserSelect.20240819_032117295.jpg","","","-999.99","7.31","-999.99","-999.99","66c2ba2d111b2e001a29f267"
"2024-08-19T03:21:32.326Z","44.6336817","-124.3080911","ASNAP","","admin","","","","","","","","-0.97","0.36","-0.5","-5.9","351.81","81.14","0.58","SciCam","/SciCam.20240819_032132326.jpg","PilotCam","/PilotCam.20240819_032132326.jpg","BrowCam","/BrowCam.20240819_032132326.jpg","UserSelect","/UserSelect.20240819_032132326.jpg","","","-999.99","7.21","-999.99","-999.99","66c2ba3c111b2e001a29f26b"
"2024-08-19T03:21:47.358Z","44.6336809","-124.3080916","ASNAP","","admin","","","","","","","","-1.01","0.28","-0.3","-5.6","350.89","80.24","2.02","SciCam","/SciCam.20240819_032147358.jpg","PilotCam","/PilotCam.20240819_032147358.jpg","BrowCam","/BrowCam.20240819_032147358.jpg","UserSelect","/UserSelect.20240819_032147358.jpg","","","-999.99","7.50","-999.99","-999.99","66c2ba4b111b2e001a29f26f"
"2024-08-19T03:22:02.392Z","44.6336864","-124.3080906","ASNAP","","admin","","","","","","","","-0.93","0.89","-0.7","-5.6","347.28","80.49","1.78","SciCam","/SciCam.20240819_032202392.jpg","PilotCam","/PilotCam.20240819_032202392.jpg","BrowCam","/BrowCam.20240819_032202392.jpg","UserSelect","/UserSelect.20240819_032202392.jpg","","","-999.99","7.25","-999.99","-999.99","66c2ba5a111b2e001a29f273"
"2024-08-19T03:22:17.423Z","44.6336788","-124.3080940","ASNAP","","admin","","","","","","","","-1.20","0.04","-0.5","-5.6","351.45","80.29","1.95","SciCam","/SciCam.20240819_032217423.jpg","PilotCam","/PilotCam.20240819_032217423.jpg","BrowCam","/BrowCam.20240819_032217423.jpg","UserSelect","/UserSelect.20240819_032217423.jpg","","","-999.99","7.33","-999.99","-999.99","66c2ba69111b2e001a29f277"
"2024-08-19T03:22:28.000Z","","","SulisCam","","admin","","","","sulis_20240819032228.jpg","","","","","","","","","","","","","","","","","","","-5.993","-0.969","","","","","66c2d7f5111b2e001a29fe64"
"2024-08-19T03:22:32.445Z","44.6336756","-124.3080904","ASNAP","","admin","","","","","","","","-0.91","-0.31","-0.4","-5.5","346.94","80.41","1.79","SciCam","/SciCam.20240819_032232445.jpg","PilotCam","/PilotCam.20240819_032232445.jpg","BrowCam","/BrowCam.20240819_032232445.jpg","UserSelect","/UserSelect.20240819_032232445.jpg","","","-999.99","7.27","-999.99","-999.99","66c2ba78111b2e001a29f27b"
"2024-08-19T03:22:47.475Z","44.6336819","-124.3080768","ASNAP","","admin","","","","","","","","0.17","0.39","0.0","-5.2","329.97","80.27","1.97","SciCam","/SciCam.20240819_032247475.jpg","PilotCam","/PilotCam.20240819_032247475.jpg","BrowCam","/BrowCam.20240819_032247475.jpg","UserSelect","/UserSelect.20240819_032247475.jpg","","","-999.99","7.39","-999.99","-999.99","66c2ba87111b2e001a29f27f"
"2024-08-19T03:22:48.000Z","","","SulisCam","","admin","","","","sulis_20240819032248.jpg","","","","","","","","","","","","","","","","","","","-5.239","-0.026","","","","","66c2d7f5111b2e001a29fe66"
"2024-08-19T03:23:02.507Z","44.6336863","-124.3080732","ASNAP","","admin","","","","","","","","0.45","0.88","-0.1","-4.8","319.16","79.90","2.31","SciCam","/SciCam.20240819_032302507.jpg","PilotCam","/PilotCam.20240819_032302507.jpg","BrowCam","/BrowCam.20240819_032302507.jpg","UserSelect","/UserSelect.20240819_032302507.jpg","","","-999.99","7.49","-999.99","-999.99","66c2ba96111b2e001a29f283"
"2024-08-19T03:23:08.000Z","","","SulisCam","","admin","","","","sulis_20240819032308.jpg","","","","","","","","","","","","","","","","","","","-6.123","-0.977","","","","","66c2d7f5111b2e001a29fe68"
"2024-08-19T03:23:17.538Z","44.6336880","-124.3080749","ASNAP","","admin","","","","","","","","0.32","1.07","0.1","-5.7","288.57","80.37","1.76","SciCam","/SciCam.20240819_032317538.jpg","PilotCam","/PilotCam.20240819_032317538.jpg","BrowCam","/BrowCam.20240819_032317538.jpg","UserSelect","/UserSelect.20240819_032317538.jpg","","","-999.99","7.37","-999.99","-999.99","66c2baa5111b2e001a29f287"
"2024-08-19T03:23:32.568Z","44.6336935","-124.3080702","ASNAP","","admin","","","","","","","","0.69","1.68","-0.1","-5.2","276.55","80.26","1.93","SciCam","/SciCam.20240819_032332568.jpg","PilotCam","/PilotCam.20240819_032332568.jpg","BrowCam","/BrowCam.20240819_032332568.jpg","UserSelect","/UserSelect.20240819_032332568.jpg","","","-999.99","7.42","-999.99","-999.99","66c2bab4111b2e001a29f28b"
"2024-08-19T03:23:46.000Z","","","SulisCam","","admin","","","","sulis_20240819032346.jpg","","","","","","","","","","","","","","","","","","","-5.112","-0.505","","","","","66c2d7f5111b2e001a29fe6a"
"2024-08-19T03:23:47.585Z","44.6336912","-124.3080753","ASNAP","","admin","","","","","","","","0.29","1.42","-0.0","-5.3","235.76","80.54","0.58","SciCam","/SciCam.20240819_032347585.jpg","PilotCam","/PilotCam.20240819_032347585.jpg","BrowCam","/BrowCam.20240819_032347585.jpg","UserSelect","/UserSelect.20240819_032347585.jpg","","","-999.99","7.28","-999.99","-999.99","66c2bac3111b2e001a29f28f"
"2024-08-19T03:24:02.604Z","44.6336944","-124.3080918","ASNAP","","admin","","","","","","","","-1.02","1.78","-0.3","-4.8","203.47","80.55","1.83","SciCam","/SciCam.20240819_032402604.jpg","PilotCam","/PilotCam.20240819_032402604.jpg","BrowCam","/BrowCam.20240819_032402604.jpg","UserSelect","/UserSelect.20240819_032402604.jpg","","","-999.99","7.26","-999.99","-999.99","66c2bad2111b2e001a29f293"
"2024-08-19T03:24:17.633Z","44.6337007","-124.3081119","ASNAP","","admin","","","","","","","","-2.62","2.48","0.3","-5.0","206.24","80.56","1.83","SciCam","/SciCam.20240819_032417633.jpg","PilotCam","/PilotCam.20240819_032417633.jpg","BrowCam","/BrowCam.20240819_032417633.jpg","UserSelect","/UserSelect.20240819_032417633.jpg","","","-999.99","7.34","-999.99","-999.99","66c2bae1111b2e001a29f297"
"2024-08-19T03:24:20.000Z","","","SulisCam","","admin","","","","sulis_20240819032420.jpg","","","","","","","","","","","","","","","","","","","-4.805","-0.739","","","","","66c2d7f5111b2e001a29fe6c"
"2024-08-19T03:24:32.666Z","44.6337093","-124.3081293","ASNAP","","admin","","","","","","","","-4.00","3.43","0.6","-4.7","210.73","80.49","1.86","SciCam","/SciCam.20240819_032432666.jpg","PilotCam","/PilotCam.20240819_032432666.jpg","BrowCam","/BrowCam.20240819_032432666.jpg","UserSelect","/UserSelect.20240819_032432666.jpg","","","-999.99","7.34","-999.99","-999.99","66c2baf0111b2e001a29f29b"
"2024-08-19T03:24:38.000Z","","","SulisCam","","admin","","","","sulis_20240819032438.jpg","","","","","","","","","","","","","","","","","","","-4.891","0.322","","","","","66c2d7f5111b2e001a29fe6e"
"2024-08-19T03:24:47.694Z","44.6337122","-124.3081395","ASNAP","","admin","","","","","","","","-4.81","3.75","-0.3","-5.0","200.34","80.37","1.97","SciCam","/SciCam.20240819_032447694.jpg","PilotCam","/PilotCam.20240819_032447694.jpg","BrowCam","/BrowCam.20240819_032447694.jpg","UserSelect","/UserSelect.20240819_032447694.jpg","","","-999.99","7.48","-999.99","-999.99","66c2baff111b2e001a29f29f"
"2024-08-19T03:25:02.725Z","44.6337118","-124.3081574","ASNAP","","admin","","","","","","","","-6.23","3.71","-0.4","-5.1","172.84","80.54","1.83","SciCam","/SciCam.20240819_032502725.jpg","PilotCam","/PilotCam.20240819_032502725.jpg","BrowCam","/BrowCam.20240819_032502725.jpg","UserSelect","/UserSelect.20240819_032502725.jpg","","","-999.99","7.32","-999.99","-999.99","66c2bb0e111b2e001a29f2a3"
"2024-08-19T03:25:05.000Z","","","SulisCam","","admin","","","","sulis_20240819032505.jpg","","","","","","","","","","","","","","","","","","","-4.931","-0.629","","","","","66c2d7f5111b2e001a29fe70"
"2024-08-19T03:25:17.759Z","44.6337078","-124.3081734","ASNAP","","admin","","","","","","","","-7.50","3.26","-0.1","-4.7","156.52","80.52","1.83","SciCam","/SciCam.20240819_032517759.jpg","PilotCam","/PilotCam.20240819_032517759.jpg","BrowCam","/BrowCam.20240819_032517759.jpg","UserSelect","/UserSelect.20240819_032517759.jpg","","","-999.99","7.44","-999.99","-999.99","66c2bb1d111b2e001a29f2ab"
"2024-08-19T03:25:32.777Z","44.6336994","-124.3081950","ASNAP","","admin","","","","","","","","-9.21","2.33","-0.6","-4.9","138.64","80.55","1.89","SciCam","/SciCam.20240819_032532777.jpg","PilotCam","/PilotCam.20240819_032532777.jpg","BrowCam","/BrowCam.20240819_032532777.jpg","UserSelect","/UserSelect.20240819_032532777.jpg","","","-999.99","7.56","-999.99","-999.99","66c2bb2c111b2e001a29f2af"
"2024-08-19T03:25:34.000Z","","","SulisCam","","admin","","","","sulis_20240819032534.jpg","","","","","","","","","","","","","","","","","","","-4.724","-0.563","","","","","66c2d7f5111b2e001a29fe72"
"2024-08-19T03:25:47.808Z","44.6336891","-124.3082087","ASNAP","","admin","","","","","","","","-10.30","1.19","-0.6","-5.2","111.08","80.56","1.93","SciCam","/SciCam.20240819_032547808.jpg","PilotCam","/PilotCam.20240819_032547808.jpg","BrowCam","/BrowCam.20240819_032547808.jpg","UserSelect","/UserSelect.20240819_032547808.jpg","","","-999.99","7.39","-999.99","-999.99","66c2bb3b111b2e001a29f2b7"
"2024-08-19T03:26:02.823Z","44.6336781","-124.3082187","ASNAP","","admin","","","","","","","","-11.09","-0.04","-0.5","-5.0","101.61","80.51","1.93","SciCam","/SciCam.20240819_032602823.jpg","PilotCam","/PilotCam.20240819_032602823.jpg","BrowCam","/BrowCam.20240819_032602823.jpg","UserSelect","/UserSelect.20240819_032602823.jpg","","","-999.99","7.23","-999.99","-999.99","66c2bb4a111b2e001a29f2bb"
"2024-08-19T03:26:10.000Z","","","SulisCam","","admin","","","","sulis_20240819032610.jpg","","","","","","","","","","","","","","","","","","","-5.260","-1.214","","","","","66c2d7f5111b2e001a29fe74"
"2024-08-19T03:26:17.853Z","44.6336864","-124.3082129","ASNAP","","admin","","","","","","","","-10.63","0.89","-0.6","-4.9","128.37","80.92","1.51","SciCam","/SciCam.20240819_032617853.jpg","PilotCam","/PilotCam.20240819_032617853.jpg","BrowCam","/BrowCam.20240819_032617853.jpg","UserSelect","/UserSelect.20240819_032617853.jpg","","","-999.99","7.31","-999.99","-999.99","66c2bb59111b2e001a29f2bf"
"2024-08-19T03:26:32.884Z","44.6336877","-124.3082165","ASNAP","","admin","","","","","","","","-10.92","1.03","-0.9","-5.0","156.93","81.10","0.58","SciCam","/SciCam.20240819_032632884.jpg","PilotCam","/PilotCam.20240819_032632884.jpg","BrowCam","/BrowCam.20240819_032632884.jpg","UserSelect","/UserSelect.20240819_032632884.jpg","","","-999.99","7.33","-999.99","-999.99","66c2bb68111b2e001a29f2c3"
"2024-08-19T03:26:47.917Z","44.6336892","-124.3082293","ASNAP","","admin","","","","","","","","-11.93","1.20","-0.2","-4.7","188.57","81.05","0.58","SciCam","/SciCam.20240819_032647917.jpg","PilotCam","/PilotCam.20240819_032647917.jpg","BrowCam","/BrowCam.20240819_032647917.jpg","UserSelect","/UserSelect.20240819_032647917.jpg","","","-999.99","7.37","-999.99","-999.99","66c2bb77111b2e001a29f2c7"
"2024-08-19T03:27:02.936Z","44.6336934","-124.3082356","ASNAP","","admin","","","","","","","","-12.43","1.67","-0.2","-5.2","207.21","81.07","0.58","SciCam","/SciCam.20240819_032702936.jpg","PilotCam","/PilotCam.20240819_032702936.jpg","BrowCam","/BrowCam.20240819_032702936.jpg","UserSelect","/UserSelect.20240819_032702936.jpg","","","-999.99","7.28","-999.99","-999.99","66c2bb86111b2e001a29f2cb"
"2024-08-19T03:27:14.000Z","","","SulisCam","","admin","","","","sulis_20240819032714.jpg","","","","","","","","","","","","","","","","","","","-4.980","-0.447","","","","","66c2d7f5111b2e001a29fe76"
"2024-08-19T03:27:17.968Z","44.6336948","-124.3082310","ASNAP","","admin","","","","","","","","-12.07","1.82","0.2","-5.1","218.45","81.01","0.58","SciCam","/SciCam.20240819_032717968.jpg","PilotCam","/PilotCam.20240819_032717968.jpg","BrowCam","/BrowCam.20240819_032717968.jpg","UserSelect","/UserSelect.20240819_032717968.jpg","","","-999.99","7.39","-999.99","-999.99","66c2bb95111b2e001a29f5dd"
"2024-08-19T03:27:32.996Z","44.6337020","-124.3082264","ASNAP","","admin","","","","","","","","-11.70","2.62","-0.2","-5.2","240.37","80.89","1.54","SciCam","/SciCam.20240819_032732996.jpg","PilotCam","/PilotCam.20240819_032732996.jpg","BrowCam","/BrowCam.20240819_032732996.jpg","UserSelect","/UserSelect.20240819_032732996.jpg","","","-999.99","7.40","-999.99","-999.99","66c2bba4111b2e001a29f5e1"
"2024-08-19T03:27:42.000Z","","","SulisCam","","admin","","","","sulis_20240819032742.jpg","","","","","","","","","","","","","","","","","","","-5.451","0.391","","","","","66c2d7f5111b2e001a29fe78"
"2024-08-19T03:27:48.025Z","44.6337004","-124.3082202","ASNAP","","admin","","","","","","","","-11.21","2.44","0.3","-5.0","255.93","80.89","0.58","SciCam","/SciCam.20240819_032748025.jpg","PilotCam","/PilotCam.20240819_032748025.jpg","BrowCam","/BrowCam.20240819_032748025.jpg","UserSelect","/UserSelect.20240819_032748025.jpg","","","-999.99","7.30","-999.99","-999.99","66c2bbb4111b2e001a29f5e5"
"2024-08-19T03:28:03.058Z","44.6337025","-124.3082160","ASNAP","","admin","","","","","","","","-10.88","2.68","0.1","-5.6","279.98","80.65","1.67","SciCam","/SciCam.20240819_032803058.jpg","PilotCam","/PilotCam.20240819_032803058.jpg","BrowCam","/BrowCam.20240819_032803058.jpg","UserSelect","/UserSelect.20240819_032803058.jpg","","","-999.99","7.26","-999.99","-999.99","66c2bbc3111b2e001a29f5e9"
"2024-08-19T03:28:18.086Z","44.6336973","-124.3082118","ASNAP","","admin","","","","","","","","-10.54","2.10","-0.5","-5.8","318.88","80.49","0.58","SciCam","/SciCam.20240819_032818086.jpg","PilotCam","/PilotCam.20240819_032818086.jpg","BrowCam","/BrowCam.20240819_032818086.jpg","UserSelect","/UserSelect.20240819_032818086.jpg","","","-999.99","7.38","-999.99","-999.99","66c2bbd2111b2e001a29f5ed"
"2024-08-19T03:28:22.000Z","","","SulisCam","","admin","","","","sulis_20240819032822.jpg","","","","","","","","","","","","","","","","","","","-5.507","-0.631","","","","","66c2d7f5111b2e001a29fe7a"
"2024-08-19T03:28:33.117Z","44.6336825","-124.3082296","ASNAP","","admin","","","","","","","","-11.96","0.45","-1.0","-5.3","351.60","79.97","2.35","SciCam","/SciCam.20240819_032833117.jpg","PilotCam","/PilotCam.20240819_032833117.jpg","BrowCam","/BrowCam.20240819_032833117.jpg","UserSelect","/UserSelect.20240819_032833117.jpg","","","-999.99","7.42","-999.99","-999.99","66c2bbe1111b2e001a29f5f1"
"2024-08-19T03:28:46.000Z","","","SulisCam","","admin","","","","sulis_20240819032846.jpg","","","","","","","","","","","","","","","","","","","-5.553","-0.871","","","","","66c2d7f5111b2e001a29fe7c"
"2024-08-19T03:28:48.133Z","44.6336779","-124.3082773","ASNAP","","admin","","","","","","","","-15.74","-0.06","-1.2","-5.1","14.92","80.17","2.21","SciCam","/SciCam.20240819_032848133.jpg","PilotCam","/PilotCam.20240819_032848133.jpg","BrowCam","/BrowCam.20240819_032848133.jpg","UserSelect","/UserSelect.20240819_032848133.jpg","","","-999.99","7.34","-999.99","-999.99","66c2bbf0111b2e001a29f5f5"
"2024-08-19T03:29:03.000Z","","","SulisCam","","admin","","","","sulis_20240819032903.jpg","","","","","","","","","","","","","","","","","","","-5.925","-0.299","","","","","66c2d7f5111b2e001a29fe7e"
"2024-08-19T03:29:03.163Z","44.6336742","-124.3083106","ASNAP","","admin","","","","","","","","-18.38","-0.47","-0.3","-5.9","28.00","80.79","0.58","SciCam","/SciCam.20240819_032903163.jpg","PilotCam","/PilotCam.20240819_032903163.jpg","BrowCam","/BrowCam.20240819_032903163.jpg","UserSelect","/UserSelect.20240819_032903163.jpg","","","-999.99","7.14","-999.99","-999.99","66c2bbff111b2e001a29f5f9"
"2024-08-19T03:29:18.193Z","44.6336779","-124.3083218","ASNAP","","admin","","","","","","","","-19.27","-0.06","-0.9","-5.7","40.30","80.78","1.76","SciCam","/SciCam.20240819_032918193.jpg","PilotCam","/PilotCam.20240819_032918193.jpg","BrowCam","/BrowCam.20240819_032918193.jpg","UserSelect","/UserSelect.20240819_032918193.jpg","","","-999.99","7.23","-999.99","-999.99","66c2bc0e111b2e001a29f5fd"
"2024-08-19T03:29:26.506Z","44.6336809","-124.3083359","FREE_FORM","Photo survey site; BEP orientation (Aft) is attached with a blue cable to the hydrophone","guest","","","","","","","","-20.39","0.28","-0.0","-4.9","54.41","80.53","1.81","SciCam","/SciCam.20240819_032926506.jpg","PilotCam","/PilotCam.20240819_032926506.jpg","BrowCam","/BrowCam.20240819_032926506.jpg","UserSelect","/UserSelect.20240819_032926506.jpg","","","-999.99","7.36","-999.99","-999.99","66c2bc16111b2e001a29f601"
"2024-08-19T03:29:29.000Z","","","SulisCam","","admin","","","","sulis_20240819032929.jpg","","","","","","","","","","","","","","","","","","","-6.172","-2.503","","","","","66c2d7f5111b2e001a29fe80"
"2024-08-19T03:29:33.224Z","44.6336871","-124.3083416","ASNAP","","admin","","","","","","","","-20.84","0.97","-1.1","-5.5","60.04","80.83","1.74","SciCam","/SciCam.20240819_032933224.jpg","PilotCam","/PilotCam.20240819_032933224.jpg","BrowCam","/BrowCam.20240819_032933224.jpg","UserSelect","/UserSelect.20240819_032933224.jpg","","","-999.99","7.34","-999.99","-999.99","66c2bc1d111b2e001a29f605"
"2024-08-19T03:29:48.252Z","44.6337015","-124.3083579","ASNAP","","admin","","","","","","","","-22.14","2.56","-0.7","-5.5","83.24","80.54","1.97","SciCam","/SciCam.20240819_032948252.jpg","PilotCam","/PilotCam.20240819_032948252.jpg","BrowCam","/BrowCam.20240819_032948252.jpg","UserSelect","/UserSelect.20240819_032948252.jpg","","","-999.99","7.32","-999.99","-999.99","66c2bc2c111b2e001a29f609"
"2024-08-19T03:30:03.280Z","44.6337123","-124.3083586","ASNAP","","admin","","","","","","","","-22.19","3.76","-1.1","-4.7","108.71","80.05","2.43","SciCam","/SciCam.20240819_033003280.jpg","PilotCam","/PilotCam.20240819_033003280.jpg","BrowCam","/BrowCam.20240819_033003280.jpg","UserSelect","/UserSelect.20240819_033003280.jpg","","","-999.99","7.41","-999.99","-999.99","66c2bc3b111b2e001a29f60d"
"2024-08-19T03:30:13.000Z","","","SulisCam","","admin","","","","sulis_20240819033013.jpg","","","","","","","","","","","","","","","","","","","-5.174","-0.651","","","","","66c2d7f5111b2e001a29fe82"
"2024-08-19T03:30:18.314Z","44.6337151","-124.3083495","ASNAP","","admin","","","","","","","","-21.47","4.08","-1.2","-5.0","114.21","80.05","2.41","SciCam","/SciCam.20240819_033018314.jpg","PilotCam","/PilotCam.20240819_033018314.jpg","BrowCam","/BrowCam.20240819_033018314.jpg","UserSelect","/UserSelect.20240819_033018314.jpg","","","-999.99","7.42","-999.99","-999.99","66c2bc4a111b2e001a29f611"
"2024-08-19T03:30:33.346Z","44.6337156","-124.3083437","ASNAP","","admin","","","","","","","","-21.01","4.13","-0.8","-5.6","117.16","80.04","2.41","SciCam","/SciCam.20240819_033033346.jpg","PilotCam","/PilotCam.20240819_033033346.jpg","BrowCam","/BrowCam.20240819_033033346.jpg","UserSelect","/UserSelect.20240819_033033346.jpg","","","-999.99","7.38","-999.99","-999.99","66c2bc59111b2e001a29f615"
"2024-08-19T03:30:34.000Z","","","SulisCam","","admin","","","","sulis_20240819033034.jpg","","","","","","","","","","","","","","","","","","","-5.539","-0.772","","","","","66c2d7f6111b2e001a29fe84"
"2024-08-19T03:30:48.378Z","44.6337174","-124.3083445","ASNAP","","admin","","","","","","","","-21.07","4.33","-0.8","-4.6","128.31","80.06","2.37","SciCam","/SciCam.20240819_033048378.jpg","PilotCam","/PilotCam.20240819_033048378.jpg","BrowCam","/BrowCam.20240819_033048378.jpg","UserSelect","/UserSelect.20240819_033048378.jpg","","","-999.99","7.31","-999.99","-999.99","66c2bc68111b2e001a29f619"
"2024-08-19T03:30:58.000Z","","","SulisCam","","admin","","","","sulis_20240819033058.jpg","","","","","","","","","","","","","","","","","","","-5.215","-0.787","","","","","66c2d7f6111b2e001a29fe86"
"2024-08-19T03:31:03.409Z","44.6337173","-124.3083413","ASNAP","","admin","","","","","","","","-20.82","4.32","-0.8","-5.1","129.75","80.12","2.33","SciCam","/SciCam.20240819_033103409.jpg","PilotCam","/PilotCam.20240819_033103409.jpg","BrowCam","/BrowCam.20240819_033103409.jpg","UserSelect","/UserSelect.20240819_033103409.jpg","","","-999.99","7.36","-999.99","-999.99","66c2bc77111b2e001a29f61d"
"2024-08-19T03:31:18.437Z","44.6337204","-124.3083535","ASNAP","","admin","","","","","","","","-21.79","4.66","-0.6","-5.1","133.48","79.96","2.47","SciCam","/SciCam.20240819_033118437.jpg","PilotCam","/PilotCam.20240819_033118437.jpg","BrowCam","/BrowCam.20240819_033118437.jpg","UserSelect","/UserSelect.20240819_033118437.jpg","","","-999.99","7.35","-999.99","-999.99","66c2bc86111b2e001a29f621"
