Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.new_watchstander,event_option.milestone,event_option.type,event_option.actions,event_option.filename,event_option.highlights,event_option.nav,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-15T17:56:31.000Z","","","SulisCam","","admin","","","","","sulis_20240815175631.jpg","","","","","","","","","","","","","","","","","","-5.277","0.694","","","","","66be95b3111b2e001a29b17b"
"2024-08-15T17:56:35.116Z","44.3592592","-124.9648884","ASNAP","","admin","","","","","","","","-26.92","-50.00","0.8","-5.1","299.08","579.86","2.28","SciCam","/SciCam.20240815_175635116.jpg","PilotCam","/PilotCam.20240815_175635116.jpg","BrowCam","/BrowCam.20240815_175635116.jpg","UserSelect","/UserSelect.20240815_175635116.jpg","","","-999.99","5.30","-999.99","-999.99","66be4153111b2e001a299202"
"2024-08-15T17:56:48.207Z","44.3592571","-124.9648905","Biology Type","","guest","","","Fish","","","","","-27.08","-50.23","0.7","-5.4","292.66","580.30","1.83","SciCam","/SciCam.20240815_175648207.jpg","PilotCam","/PilotCam.20240815_175648207.jpg","BrowCam","/BrowCam.20240815_175648207.jpg","UserSelect","/UserSelect.20240815_175648207.jpg","","","-999.99","5.25","-999.99","-999.99","66be4160111b2e001a299206"
"2024-08-15T17:56:50.144Z","44.3592567","-124.9648908","ASNAP","","admin","","","","","","","","-27.11","-50.27","1.3","-5.1","292.29","580.32","1.81","SciCam","/SciCam.20240815_175650144.jpg","PilotCam","/PilotCam.20240815_175650144.jpg","BrowCam","/BrowCam.20240815_175650144.jpg","UserSelect","/UserSelect.20240815_175650144.jpg","","","-999.99","5.27","-999.99","-999.99","66be4162111b2e001a29920a"
"2024-08-15T17:57:05.172Z","44.3592568","-124.9648910","ASNAP","","admin","","","","","","","","-27.12","-50.26","0.7","-5.3","293.35","579.99","2.09","SciCam","/SciCam.20240815_175705172.jpg","PilotCam","/PilotCam.20240815_175705172.jpg","BrowCam","/BrowCam.20240815_175705172.jpg","UserSelect","/UserSelect.20240815_175705172.jpg","","","-999.99","5.23","-999.99","-999.99","66be4171111b2e001a29920e"
"2024-08-15T17:57:05.447Z","44.3592568","-124.9648910","Biology Type","","guest","","","Fish","","","","","-27.12","-50.26","0.7","-5.3","293.35","579.99","2.09","SciCam","/SciCam.20240815_175705447.jpg","PilotCam","/PilotCam.20240815_175705447.jpg","BrowCam","/BrowCam.20240815_175705447.jpg","UserSelect","/UserSelect.20240815_175705447.jpg","","","-999.99","5.23","-999.99","-999.99","66be4171111b2e001a299211"
"2024-08-15T17:57:10.000Z","","","SulisCam","","admin","","","","","sulis_20240815175710.jpg","","","","","","","","","","","","","","","","","","-5.389","0.859","","","","","66be95b3111b2e001a29b17d"
"2024-08-15T17:57:20.203Z","44.3592568","-124.9648912","ASNAP","","admin","","","","","","","","-27.14","-50.26","1.1","-5.2","292.57","580.03","2.09","SciCam","/SciCam.20240815_175720203.jpg","PilotCam","/PilotCam.20240815_175720203.jpg","BrowCam","/BrowCam.20240815_175720203.jpg","UserSelect","/UserSelect.20240815_175720203.jpg","","","-999.99","5.14","-999.99","-999.99","66be4180111b2e001a299216"
"2024-08-15T17:57:34.000Z","","","SulisCam","","admin","","","","","sulis_20240815175734.jpg","","","","","","","","","","","","","","","","","","-5.191","0.848","","","","","66be95b3111b2e001a29b17f"
"2024-08-15T17:57:35.225Z","44.3592574","-124.9648908","ASNAP","","admin","","","","","","","","-27.11","-50.20","0.9","-5.4","293.20","580.37","1.75","SciCam","/SciCam.20240815_175735225.jpg","PilotCam","/PilotCam.20240815_175735225.jpg","UserSelect","/UserSelect.20240815_175735225.jpg","","","","","-999.99","5.14","-999.99","-999.99","66be418f111b2e001a29921a"
"2024-08-15T17:57:39.982Z","44.3592576","-124.9648910","Biology Type","","guest","","","Fish","","","","","-27.12","-50.18","0.8","-5.2","294.02","580.24","1.80","SciCam","/SciCam.20240815_175739982.jpg","PilotCam","/PilotCam.20240815_175739982.jpg","BrowCam","/BrowCam.20240815_175739982.jpg","UserSelect","/UserSelect.20240815_175739982.jpg","","","-999.99","5.24","-999.99","-999.99","66be4193111b2e001a29921e"
"2024-08-15T17:57:50.257Z","44.3592576","-124.9648908","ASNAP","","admin","","","","","","","","-27.11","-50.18","0.7","-5.5","292.08","580.22","1.93","SciCam","/SciCam.20240815_175750257.jpg","PilotCam","/PilotCam.20240815_175750257.jpg","BrowCam","/BrowCam.20240815_175750257.jpg","UserSelect","/UserSelect.20240815_175750257.jpg","","","-999.99","5.14","-999.99","-999.99","66be419e111b2e001a299222"
"2024-08-15T17:58:05.288Z","44.3592588","-124.9648902","ASNAP","","admin","","","","","","","","-27.06","-50.04","1.3","-5.6","295.76","580.26","1.84","SciCam","/SciCam.20240815_175805288.jpg","PilotCam","/PilotCam.20240815_175805288.jpg","BrowCam","/BrowCam.20240815_175805288.jpg","UserSelect","/UserSelect.20240815_175805288.jpg","","","-999.99","5.19","-999.99","-999.99","66be41ad111b2e001a299226"
"2024-08-15T17:58:20.320Z","44.3592531","-124.9648926","ASNAP","","admin","","","","","","","","-27.25","-50.68","1.0","-4.9","275.65","580.18","1.89","SciCam","/SciCam.20240815_175820320.jpg","PilotCam","/PilotCam.20240815_175820320.jpg","BrowCam","/BrowCam.20240815_175820320.jpg","UserSelect","/UserSelect.20240815_175820320.jpg","","","-999.99","5.15","-999.99","-999.99","66be41bc111b2e001a29922a"
"2024-08-15T17:58:21.000Z","","","SulisCam","","admin","","","","","sulis_20240815175821.jpg","","","","","","","","","","","","","","","","","","-4.984","0.944","","","","","66be95b3111b2e001a29b181"
"2024-08-15T17:58:25.000Z","","","SulisCam","","admin","","","","","sulis_20240815175825.jpg","","","","","","","","","","","","","","","","","","-4.793","1.201","","","","","66be95b3111b2e001a29b183"
"2024-08-15T17:58:32.132Z","44.3592480","-124.9648940","Biology Type","","guest","","","Fish","","","","","-27.36","-51.24","1.9","-4.9","269.12","580.02","2.08","SciCam","/SciCam.20240815_175832132.jpg","PilotCam","/PilotCam.20240815_175832132.jpg","BrowCam","/BrowCam.20240815_175832132.jpg","UserSelect","/UserSelect.20240815_175832132.jpg","","","-999.99","5.26","-999.99","-999.99","66be41c8111b2e001a29922e"
"2024-08-15T17:58:35.351Z","44.3592475","-124.9648942","ASNAP","","admin","","","","","","","","-27.38","-51.30","1.1","-5.1","267.36","580.13","1.99","SciCam","/SciCam.20240815_175835351.jpg","PilotCam","/PilotCam.20240815_175835351.jpg","BrowCam","/BrowCam.20240815_175835351.jpg","UserSelect","/UserSelect.20240815_175835351.jpg","","","-999.99","5.31","-999.99","-999.99","66be41cb111b2e001a299232"
"2024-08-15T17:58:50.380Z","44.3592459","-124.9648947","ASNAP","","admin","","","","","","","","-27.42","-51.48","1.3","-5.1","265.42","580.26","1.86","SciCam","/SciCam.20240815_175850380.jpg","PilotCam","/PilotCam.20240815_175850380.jpg","BrowCam","/BrowCam.20240815_175850380.jpg","UserSelect","/UserSelect.20240815_175850380.jpg","","","-999.99","5.13","-999.99","-999.99","66be41da111b2e001a299236"
"2024-08-15T17:58:58.000Z","","","SulisCam","","admin","","","","","sulis_20240815175858.jpg","","","","","","","","","","","","","","","","","","-5.090","0.963","","","","","66be95b3111b2e001a29b185"
"2024-08-15T17:59:05.409Z","44.3592455","-124.9648955","ASNAP","","admin","","","","","","","","-27.48","-51.52","1.2","-5.1","263.52","580.50","1.57","SciCam","/SciCam.20240815_175905409.jpg","PilotCam","/PilotCam.20240815_175905409.jpg","BrowCam","/BrowCam.20240815_175905409.jpg","UserSelect","/UserSelect.20240815_175905409.jpg","","","-999.99","5.24","-999.99","-999.99","66be41e9111b2e001a29923a"
"2024-08-15T17:59:20.440Z","44.3592452","-124.9648952","ASNAP","","admin","","","","","","","","-27.46","-51.55","1.1","-5.2","263.06","580.40","1.72","SciCam","/SciCam.20240815_175920440.jpg","PilotCam","/PilotCam.20240815_175920440.jpg","BrowCam","/BrowCam.20240815_175920440.jpg","UserSelect","/UserSelect.20240815_175920440.jpg","","","-999.99","5.24","-999.99","-999.99","66be41f8111b2e001a29923e"
"2024-08-15T17:59:35.470Z","44.3592454","-124.9648953","ASNAP","","admin","","","","","","","","-27.47","-51.53","0.8","-5.0","262.03","580.43","1.69","SciCam","/SciCam.20240815_175935470.jpg","PilotCam","/PilotCam.20240815_175935470.jpg","BrowCam","/BrowCam.20240815_175935470.jpg","UserSelect","/UserSelect.20240815_175935470.jpg","","","-999.99","5.19","-999.99","-999.99","66be4207111b2e001a299242"
"2024-08-15T17:59:50.495Z","44.3592454","-124.9648951","ASNAP","","admin","","","","","","","","-27.45","-51.53","1.0","-5.0","262.88","580.39","1.71","SciCam","/SciCam.20240815_175950495.jpg","PilotCam","/PilotCam.20240815_175950495.jpg","BrowCam","/BrowCam.20240815_175950495.jpg","UserSelect","/UserSelect.20240815_175950495.jpg","","","-999.99","5.17","-999.99","-999.99","66be4216111b2e001a299246"
"2024-08-15T17:59:51.000Z","","","SulisCam","","admin","","","","","sulis_20240815175951.jpg","","","","","","","","","","","","","","","","","","-4.968","1.029","","","","","66be95b3111b2e001a29b187"
"2024-08-15T18:00:05.520Z","44.3592433","-124.9648948","ASNAP","","admin","","","","","","","","-27.43","-51.76","0.9","-5.2","258.07","580.43","1.68","SciCam","/SciCam.20240815_180005520.jpg","PilotCam","/PilotCam.20240815_180005520.jpg","BrowCam","/BrowCam.20240815_180005520.jpg","UserSelect","/UserSelect.20240815_180005520.jpg","","","-999.99","5.27","-999.99","-999.99","66be4225111b2e001a29924a"
"2024-08-15T18:00:20.546Z","44.3592450","-124.9648948","ASNAP","","admin","","","","","","","","-27.43","-51.57","0.8","-5.1","272.03","580.41","1.68","SciCam","/SciCam.20240815_180020546.jpg","PilotCam","/PilotCam.20240815_180020546.jpg","BrowCam","/BrowCam.20240815_180020546.jpg","UserSelect","/UserSelect.20240815_180020546.jpg","","","-999.99","5.15","-999.99","-999.99","66be4234111b2e001a29924e"
"2024-08-15T18:00:29.000Z","","","SulisCam","","admin","","","","","sulis_20240815180029.jpg","","","","","","","","","","","","","","","","","","-5.303","0.629","","","","","66be95b3111b2e001a29b189"
"2024-08-15T18:00:35.575Z","44.3592545","-124.9648892","ASNAP","","admin","","","","","","","","-26.98","-50.52","0.8","-5.4","313.11","580.34","1.90","SciCam","/SciCam.20240815_180035575.jpg","PilotCam","/PilotCam.20240815_180035575.jpg","BrowCam","/BrowCam.20240815_180035575.jpg","UserSelect","/UserSelect.20240815_180035575.jpg","","","-999.99","5.23","-999.99","-999.99","66be4243111b2e001a299252"
"2024-08-15T18:00:50.605Z","44.3592584","-124.9648803","ASNAP","","admin","","","","","","","","-26.27","-50.09","0.4","-5.7","2.96","580.43","1.81","SciCam","/SciCam.20240815_180050605.jpg","PilotCam","/PilotCam.20240815_180050605.jpg","BrowCam","/BrowCam.20240815_180050605.jpg","UserSelect","/UserSelect.20240815_180050605.jpg","","","-999.99","5.23","-999.99","-999.99","66be4252111b2e001a299256"
"2024-08-15T18:01:05.641Z","44.3592530","-124.9648716","ASNAP","","admin","","","","","","","","-25.58","-50.69","0.9","-6.3","27.13","580.28","2.00","SciCam","/SciCam.20240815_180105641.jpg","PilotCam","/PilotCam.20240815_180105641.jpg","BrowCam","/BrowCam.20240815_180105641.jpg","UserSelect","/UserSelect.20240815_180105641.jpg","","","-999.99","5.23","-999.99","-999.99","66be4261111b2e001a29925a"
"2024-08-15T18:01:20.672Z","44.3592592","-124.9648856","ASNAP","","admin","","","","","","","","-26.69","-50.00","0.8","-4.9","332.80","579.66","2.51","SciCam","/SciCam.20240815_180120672.jpg","PilotCam","/PilotCam.20240815_180120672.jpg","BrowCam","/BrowCam.20240815_180120672.jpg","UserSelect","/UserSelect.20240815_180120672.jpg","","","-999.99","5.15","-999.99","-999.99","66be4270111b2e001a29925e"
"2024-08-15T18:01:35.702Z","44.3592530","-124.9648975","ASNAP","","admin","","","","","","","","-27.64","-50.69","1.2","-4.8","297.30","579.31","2.79","SciCam","/SciCam.20240815_180135702.jpg","PilotCam","/PilotCam.20240815_180135702.jpg","BrowCam","/BrowCam.20240815_180135702.jpg","UserSelect","/UserSelect.20240815_180135702.jpg","","","-999.99","5.16","-999.99","-999.99","66be427f111b2e001a299262"
"2024-08-15T18:01:50.731Z","44.3592513","-124.9648992","ASNAP","","admin","","","","","","","","-27.78","-50.88","0.7","-5.4","290.87","579.32","2.92","SciCam","/SciCam.20240815_180150731.jpg","PilotCam","/PilotCam.20240815_180150731.jpg","BrowCam","/BrowCam.20240815_180150731.jpg","UserSelect","/UserSelect.20240815_180150731.jpg","","","-999.99","5.23","-999.99","-999.99","66be428e111b2e001a299266"
"2024-08-15T18:02:05.765Z","44.3592513","-124.9649001","ASNAP","","admin","","","","","","","","-27.85","-50.88","0.9","-5.1","287.28","580.13","2.02","SciCam","/SciCam.20240815_180205765.jpg","PilotCam","/PilotCam.20240815_180205765.jpg","BrowCam","/BrowCam.20240815_180205765.jpg","UserSelect","/UserSelect.20240815_180205765.jpg","","","-999.99","5.24","-999.99","-999.99","66be429d111b2e001a29926a"
"2024-08-15T18:02:20.798Z","44.3592522","-124.9649012","ASNAP","","admin","","","","","","","","-27.94","-50.78","-0.6","-3.9","291.13","580.83","1.28","SciCam","/SciCam.20240815_180220798.jpg","PilotCam","/PilotCam.20240815_180220798.jpg","BrowCam","/BrowCam.20240815_180220798.jpg","UserSelect","/UserSelect.20240815_180220798.jpg","","","-999.99","5.27","-999.99","-999.99","66be42ac111b2e001a29926e"
"2024-08-15T18:02:35.820Z","44.3592525","-124.9649027","ASNAP","","admin","","","","","","","","-28.06","-50.74","-1.4","-3.5","292.45","580.91","1.09","SciCam","/SciCam.20240815_180235820.jpg","PilotCam","/PilotCam.20240815_180235820.jpg","BrowCam","/BrowCam.20240815_180235820.jpg","UserSelect","/UserSelect.20240815_180235820.jpg","","","-999.99","5.29","-999.99","-999.99","66be42bb111b2e001a299272"
"2024-08-15T18:02:43.245Z","44.3592525","-124.9649027","ROV Actions","Opening node door","guest","","","","(Starboard) Manipulator in use","","","","-28.06","-50.74","-1.3","-3.5","292.32","580.91","1.09","SciCam","/SciCam.20240815_180243245.jpg","PilotCam","/PilotCam.20240815_180243245.jpg","BrowCam","/BrowCam.20240815_180243245.jpg","UserSelect","/UserSelect.20240815_180243245.jpg","","","-999.99","5.10","-999.99","-999.99","66be42c3111b2e001a299276"
"2024-08-15T18:02:50.851Z","44.3592525","-124.9649027","ASNAP","","admin","","","","","","","","-28.06","-50.74","-1.3","-3.7","292.25","580.91","1.10","SciCam","/SciCam.20240815_180250851.jpg","PilotCam","/PilotCam.20240815_180250851.jpg","BrowCam","/BrowCam.20240815_180250851.jpg","UserSelect","/UserSelect.20240815_180250851.jpg","","","-999.99","5.19","-999.99","-999.99","66be42ca111b2e001a29927a"
"2024-08-15T18:03:05.874Z","44.3592523","-124.9649025","ASNAP","","admin","","","","","","","","-28.04","-50.76","-2.0","-4.1","291.64","580.93","1.09","SciCam","/SciCam.20240815_180305874.jpg","PilotCam","/PilotCam.20240815_180305874.jpg","BrowCam","/BrowCam.20240815_180305874.jpg","UserSelect","/UserSelect.20240815_180305874.jpg","","","-999.99","5.42","-999.99","-999.99","66be42d9111b2e001a29927e"
"2024-08-15T18:03:20.906Z","44.3592507","-124.9649019","ASNAP","","admin","","","","","","","","-27.99","-50.94","-2.2","-4.9","287.09","580.96","1.12","SciCam","/SciCam.20240815_180320906.jpg","PilotCam","/PilotCam.20240815_180320906.jpg","BrowCam","/BrowCam.20240815_180320906.jpg","UserSelect","/UserSelect.20240815_180320906.jpg","","","-999.99","5.26","-999.99","-999.99","66be42e8111b2e001a299282"
"2024-08-15T18:03:35.931Z","44.3592512","-124.9649012","ASNAP","","admin","","","","","","","","-27.94","-50.89","-1.7","-4.3","291.73","580.96","1.12","SciCam","/SciCam.20240815_180335931.jpg","PilotCam","/PilotCam.20240815_180335931.jpg","BrowCam","/BrowCam.20240815_180335931.jpg","UserSelect","/UserSelect.20240815_180335931.jpg","","","-999.99","5.35","-999.99","-999.99","66be42f7111b2e001a299286"
"2024-08-15T18:03:50.962Z","44.3592501","-124.9649026","ASNAP","","admin","","","","","","","","-28.05","-51.01","-1.9","-4.6","291.23","580.97","1.11","SciCam","/SciCam.20240815_180350962.jpg","PilotCam","/PilotCam.20240815_180350962.jpg","BrowCam","/BrowCam.20240815_180350962.jpg","UserSelect","/UserSelect.20240815_180350962.jpg","","","-999.99","5.21","-999.99","-999.99","66be4306111b2e001a29928a"
"2024-08-15T18:04:05.988Z","44.3592502","-124.9649025","ASNAP","","admin","","","","","","","","-28.04","-51.00","-1.9","-4.5","291.20","580.96","1.10","SciCam","/SciCam.20240815_180405988.jpg","PilotCam","/PilotCam.20240815_180405988.jpg","BrowCam","/BrowCam.20240815_180405988.jpg","UserSelect","/UserSelect.20240815_180405988.jpg","","","-999.99","5.38","-999.99","-999.99","66be4315111b2e001a29928e"
"2024-08-15T18:04:21.017Z","44.3592502","-124.9649025","ASNAP","","admin","","","","","","","","-28.04","-51.00","-1.9","-4.4","291.18","580.96","1.11","SciCam","/SciCam.20240815_180421017.jpg","PilotCam","/PilotCam.20240815_180421017.jpg","BrowCam","/BrowCam.20240815_180421017.jpg","UserSelect","/UserSelect.20240815_180421017.jpg","","","-999.99","5.18","-999.99","-999.99","66be4325111b2e001a299292"
"2024-08-15T18:04:36.045Z","44.3592501","-124.9649025","ASNAP","","admin","","","","","","","","-28.04","-51.01","-1.3","-4.7","291.05","580.94","1.13","SciCam","/SciCam.20240815_180436045.jpg","PilotCam","/PilotCam.20240815_180436045.jpg","BrowCam","/BrowCam.20240815_180436045.jpg","UserSelect","/UserSelect.20240815_180436045.jpg","","","-999.99","5.29","-999.99","-999.99","66be4334111b2e001a299296"
"2024-08-15T18:04:41.493Z","44.3592497","-124.9649025","ROV Actions","Opening node port door","guest","","","","(Port) Manipulator in use","","","","-28.04","-51.05","-1.0","-4.8","290.18","580.92","1.14","SciCam","/SciCam.20240815_180441493.jpg","PilotCam","/PilotCam.20240815_180441493.jpg","BrowCam","/BrowCam.20240815_180441493.jpg","UserSelect","/UserSelect.20240815_180441493.jpg","","","-999.99","5.35","-999.99","-999.99","66be4339111b2e001a29929a"
"2024-08-15T18:04:51.076Z","44.3592497","-124.9649027","ASNAP","","admin","","","","","","","","-28.06","-51.05","-1.3","-4.8","290.39","580.94","1.14","SciCam","/SciCam.20240815_180451076.jpg","PilotCam","/PilotCam.20240815_180451076.jpg","BrowCam","/BrowCam.20240815_180451076.jpg","UserSelect","/UserSelect.20240815_180451076.jpg","","","-999.99","5.13","-999.99","-999.99","66be4343111b2e001a29929e"
"2024-08-15T18:05:06.096Z","44.3592492","-124.9649031","ASNAP","","admin","","","","","","","","-28.09","-51.11","-1.5","-5.3","285.68","580.96","1.14","SciCam","/SciCam.20240815_180506096.jpg","PilotCam","/PilotCam.20240815_180506096.jpg","BrowCam","/BrowCam.20240815_180506096.jpg","UserSelect","/UserSelect.20240815_180506096.jpg","","","-999.99","5.13","-999.99","-999.99","66be4352111b2e001a2992a2"
"2024-08-15T18:05:11.268Z","44.3592495","-124.9649031","Problem","port node door fell off","guest","","","","","","","","-28.09","-51.08","-1.5","-5.3","286.83","580.96","1.14","SciCam","/SciCam.20240815_180511268.jpg","PilotCam","/PilotCam.20240815_180511268.jpg","BrowCam","/BrowCam.20240815_180511268.jpg","UserSelect","/UserSelect.20240815_180511268.jpg","","","-999.99","5.11","-999.99","-999.99","66be4357111b2e001a2992a6"
"2024-08-15T18:05:21.128Z","44.3592495","-124.9649031","ASNAP","","admin","","","","","","","","-28.09","-51.07","-1.5","-5.3","286.95","580.96","1.14","SciCam","/SciCam.20240815_180521128.jpg","PilotCam","/PilotCam.20240815_180521128.jpg","BrowCam","/BrowCam.20240815_180521128.jpg","UserSelect","/UserSelect.20240815_180521128.jpg","","","-999.99","5.20","-999.99","-999.99","66be4361111b2e001a2992aa"
"2024-08-15T18:05:36.159Z","44.3592495","-124.9649031","ASNAP","","admin","","","","","","","","-28.09","-51.07","-1.5","-5.2","287.16","580.96","1.14","SciCam","/SciCam.20240815_180536159.jpg","PilotCam","/PilotCam.20240815_180536159.jpg","BrowCam","/BrowCam.20240815_180536159.jpg","UserSelect","/UserSelect.20240815_180536159.jpg","","","-999.99","5.16","-999.99","-999.99","66be4370111b2e001a2992ae"
"2024-08-15T18:05:51.191Z","44.3592495","-124.9649031","ASNAP","","admin","","","","","","","","-28.09","-51.07","-1.5","-5.2","287.28","580.97","1.14","SciCam","/SciCam.20240815_180551191.jpg","PilotCam","/PilotCam.20240815_180551191.jpg","BrowCam","/BrowCam.20240815_180551191.jpg","UserSelect","/UserSelect.20240815_180551191.jpg","","","-999.99","5.21","-999.99","-999.99","66be437f111b2e001a2992b2"
"2024-08-15T18:06:06.221Z","44.3592495","-124.9649030","ASNAP","","admin","","","","","","","","-28.08","-51.07","-1.5","-5.2","287.36","580.97","1.13","SciCam","/SciCam.20240815_180606221.jpg","PilotCam","/PilotCam.20240815_180606221.jpg","BrowCam","/BrowCam.20240815_180606221.jpg","UserSelect","/UserSelect.20240815_180606221.jpg","","","-999.99","5.23","-999.99","-999.99","66be438e111b2e001a2992b6"
"2024-08-15T18:06:21.252Z","44.3592495","-124.9649030","ASNAP","","admin","","","","","","","","-28.08","-51.07","-1.5","-5.2","287.42","580.97","1.14","SciCam","/SciCam.20240815_180621252.jpg","PilotCam","/PilotCam.20240815_180621252.jpg","BrowCam","/BrowCam.20240815_180621252.jpg","UserSelect","/UserSelect.20240815_180621252.jpg","","","-999.99","5.19","-999.99","-999.99","66be439d111b2e001a2992ba"
"2024-08-15T18:06:36.283Z","44.3592496","-124.9649030","ASNAP","","admin","","","","","","","","-28.08","-51.06","-1.5","-5.1","287.54","580.97","1.14","SciCam","/SciCam.20240815_180636283.jpg","PilotCam","/PilotCam.20240815_180636283.jpg","BrowCam","/BrowCam.20240815_180636283.jpg","UserSelect","/UserSelect.20240815_180636283.jpg","","","-999.99","5.14","-999.99","-999.99","66be43ac111b2e001a2992be"
"2024-08-15T18:06:51.313Z","44.3592496","-124.9649030","ASNAP","","admin","","","","","","","","-28.08","-51.06","-1.5","-5.1","287.57","580.97","1.12","SciCam","/SciCam.20240815_180651313.jpg","PilotCam","/PilotCam.20240815_180651313.jpg","BrowCam","/BrowCam.20240815_180651313.jpg","UserSelect","/UserSelect.20240815_180651313.jpg","","","-999.99","5.30","-999.99","-999.99","66be43bb111b2e001a2992c2"
"2024-08-15T18:07:06.344Z","44.3592496","-124.9649030","ASNAP","","admin","","","","","","","","-28.08","-51.06","-1.5","-5.1","287.63","580.97","1.12","SciCam","/SciCam.20240815_180706344.jpg","PilotCam","/PilotCam.20240815_180706344.jpg","BrowCam","/BrowCam.20240815_180706344.jpg","UserSelect","/UserSelect.20240815_180706344.jpg","","","-999.99","5.36","-999.99","-999.99","66be43ca111b2e001a2992c6"
"2024-08-15T18:07:21.372Z","44.3592496","-124.9649030","ASNAP","","admin","","","","","","","","-28.08","-51.06","-1.4","-5.1","287.66","580.96","1.13","SciCam","/SciCam.20240815_180721372.jpg","PilotCam","/PilotCam.20240815_180721372.jpg","BrowCam","/BrowCam.20240815_180721372.jpg","UserSelect","/UserSelect.20240815_180721372.jpg","","","-999.99","5.22","-999.99","-999.99","66be43d9111b2e001a2992ca"
"2024-08-15T18:07:36.403Z","44.3592496","-124.9649032","ASNAP","","admin","","","","","","","","-28.10","-51.06","0.0","-5.0","288.48","580.90","1.15","SciCam","/SciCam.20240815_180736403.jpg","PilotCam","/PilotCam.20240815_180736403.jpg","BrowCam","/BrowCam.20240815_180736403.jpg","UserSelect","/UserSelect.20240815_180736403.jpg","","","-999.99","5.15","-999.99","-999.99","66be43e8111b2e001a2992ce"
"2024-08-15T18:07:43.370Z","44.3592497","-124.9649032","ROV Actions","port limb grabbing dummy cable","guest","","","","(Port) Manipulator in use","","","","-28.10","-51.05","0.4","-4.9","288.71","580.89","1.17","SciCam","/SciCam.20240815_180743370.jpg","PilotCam","/PilotCam.20240815_180743370.jpg","BrowCam","/BrowCam.20240815_180743370.jpg","UserSelect","/UserSelect.20240815_180743370.jpg","","","-999.99","5.26","-999.99","-999.99","66be43ef111b2e001a2992d2"
"2024-08-15T18:07:51.433Z","44.3592497","-124.9649034","ASNAP","","admin","","","","","","","","-28.11","-51.05","0.3","-4.8","288.92","580.90","1.16","SciCam","/SciCam.20240815_180751433.jpg","PilotCam","/PilotCam.20240815_180751433.jpg","BrowCam","/BrowCam.20240815_180751433.jpg","UserSelect","/UserSelect.20240815_180751433.jpg","","","-999.99","5.19","-999.99","-999.99","66be43f7111b2e001a2992d6"
"2024-08-15T18:08:06.459Z","44.3592497","-124.9649034","ASNAP","","admin","","","","","","","","-28.11","-51.05","0.2","-4.8","289.04","580.90","1.16","SciCam","/SciCam.20240815_180806459.jpg","PilotCam","/PilotCam.20240815_180806459.jpg","BrowCam","/BrowCam.20240815_180806459.jpg","UserSelect","/UserSelect.20240815_180806459.jpg","","","-999.99","5.30","-999.99","-999.99","66be4406111b2e001a2992da"
"2024-08-15T18:08:21.490Z","44.3592498","-124.9649035","ASNAP","","admin","","","","","","","","-28.12","-51.04","-0.2","-4.8","289.02","580.91","1.14","SciCam","/SciCam.20240815_180821490.jpg","PilotCam","/PilotCam.20240815_180821490.jpg","BrowCam","/BrowCam.20240815_180821490.jpg","UserSelect","/UserSelect.20240815_180821490.jpg","","","-999.99","5.27","-999.99","-999.99","66be4415111b2e001a2992de"
"2024-08-15T18:08:33.000Z","","","SulisCam","","admin","","","","","sulis_20240815180833.jpg","","","","","","","","","","","","","","","","","","-4.020","-1.364","","","","","66be95b4111b2e001a29b18b"
"2024-08-15T18:08:36.520Z","44.3592497","-124.9649035","ASNAP","","admin","","","","","","","","-28.12","-51.05","-0.8","-4.5","288.97","580.94","1.14","SciCam","/SciCam.20240815_180836520.jpg","PilotCam","/PilotCam.20240815_180836520.jpg","BrowCam","/BrowCam.20240815_180836520.jpg","UserSelect","/UserSelect.20240815_180836520.jpg","","","-999.99","5.08","-999.99","-999.99","66be4424111b2e001a2992e2"
"2024-08-15T18:08:40.000Z","","","SulisCam","","admin","","","","","sulis_20240815180840.jpg","","","","","","","","","","","","","","","","","","-4.003","-1.361","","","","","66be95b4111b2e001a29b18d"
"2024-08-15T18:08:51.552Z","44.3592497","-124.9649034","ASNAP","","admin","","","","","","","","-28.11","-51.05","-1.3","-4.0","288.94","580.98","1.07","SciCam","/SciCam.20240815_180851552.jpg","PilotCam","/PilotCam.20240815_180851552.jpg","BrowCam","/BrowCam.20240815_180851552.jpg","UserSelect","/UserSelect.20240815_180851552.jpg","","","-999.99","5.23","-999.99","-999.99","66be4433111b2e001a2992e6"
