Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.type,event_option.actions,event_option.event_comment,event_option.filename,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-09T12:15:12.302Z","0.3089826","-1.4392053","ROV Actions","grabbing and releasing bungee","guest","","","(Port) Manipulator in use","","","9859216.93","-4910750.84","0.9","-2.2","175.86","190.92","4.27","SciCam","/SciCam.20240809_121512302.jpg","PilotCam","/PilotCam.20240809_121512302.jpg","BrowCam","/BrowCam.20240809_121512302.jpg","UserSelect","/UserSelect.20240809_121512302.jpg","","","-999.99","7.43","-999.99","-999.99","66b608502969d9001acb7ef3"
"2024-08-09T12:15:39.902Z","0.3089830","-1.4392061","ASNAP","","admin","","","","","","9859216.87","-4910750.79","1.0","-2.2","175.83","190.92","4.57","SciCam","/SciCam.20240809_121539902.jpg","PilotCam","/PilotCam.20240809_121539902.jpg","BrowCam","/BrowCam.20240809_121539902.jpg","UserSelect","/UserSelect.20240809_121539902.jpg","","","-999.99","7.40","-999.99","-999.99","66b6086b2969d9001acb7ef7"
"2024-08-09T12:15:43.722Z","0.3089831","-1.4392063","ROV Actions","grabbing bungee. pulling","guest","","","","","","9859216.85","-4910750.78","0.9","-2.3","175.74","190.93","4.57","SciCam","/SciCam.20240809_121543722.jpg","PilotCam","/PilotCam.20240809_121543722.jpg","BrowCam","/BrowCam.20240809_121543722.jpg","UserSelect","/UserSelect.20240809_121543722.jpg","","","-999.99","7.29","-999.99","-999.99","66b6086f2969d9001acb7efb"
"2024-08-09T12:16:04.482Z","0.3089836","-1.4392063","ROV Actions","releases bungee","guest","","","(Port) Manipulator in use","","","9859216.85","-4910750.73","1.0","-2.3","175.68","190.92","3.83","SciCam","/SciCam.20240809_121604482.jpg","PilotCam","/PilotCam.20240809_121604482.jpg","BrowCam","/BrowCam.20240809_121604482.jpg","UserSelect","/UserSelect.20240809_121604482.jpg","","","-999.99","7.03","-999.99","-999.99","66b608842969d9001acb7eff"
"2024-08-09T12:16:09.943Z","0.2421598","-0.9225360","ASNAP","","admin","","","","","","9900307.36","-4918176.26","1.1","-2.2","175.75","190.91","4.44","SciCam","/SciCam.20240809_121609943.jpg","PilotCam","/PilotCam.20240809_121609943.jpg","BrowCam","/BrowCam.20240809_121609943.jpg","UserSelect","/UserSelect.20240809_121609943.jpg","","","-999.99","7.17","-999.99","-999.99","66b608892969d9001acb7f03"
"2024-08-09T12:16:39.990Z","-0.1370386","0.2316337","ASNAP","","admin","","","","","","9992097.85","-4960313.18","1.2","-2.2","175.67","190.90","4.40","SciCam","/SciCam.20240809_121639990.jpg","PilotCam","/PilotCam.20240809_121639990.jpg","BrowCam","/BrowCam.20240809_121639990.jpg","UserSelect","/UserSelect.20240809_121639990.jpg","","","-999.99","7.48","-999.99","-999.99","66b608a72969d9001acb7f07"
"2024-08-09T12:16:49.367Z","-0.1370380","0.2316333","ROV Actions","grab and releases bungee","guest","","","","","","9992097.82","-4960313.11","1.1","-2.3","175.64","190.89","4.42","SciCam","/SciCam.20240809_121649367.jpg","PilotCam","/PilotCam.20240809_121649367.jpg","BrowCam","/BrowCam.20240809_121649367.jpg","UserSelect","/UserSelect.20240809_121649367.jpg","","","-999.99","7.38","-999.99","-999.99","66b608b12969d9001acb7f0b"
"2024-08-09T12:17:10.039Z","-0.7440615","-1.2515982","ASNAP","","admin","","","","","","9874137.22","-5027766.20","-0.0","-2.4","175.86","190.92","4.54","SciCam","/SciCam.20240809_121710039.jpg","PilotCam","/PilotCam.20240809_121710039.jpg","BrowCam","/BrowCam.20240809_121710039.jpg","UserSelect","/UserSelect.20240809_121710039.jpg","","","-999.99","7.22","-999.99","-999.99","66b608c62969d9001acb7f0f"
"2024-08-09T12:17:40.085Z","-0.7440626","-1.2515994","ASNAP","","admin","","","","","","9874137.13","-5027766.32","-1.1","-2.7","176.03","190.93","4.45","SciCam","/SciCam.20240809_121740085.jpg","PilotCam","/PilotCam.20240809_121740085.jpg","BrowCam","/BrowCam.20240809_121740085.jpg","UserSelect","/UserSelect.20240809_121740085.jpg","","","-999.99","7.42","-999.99","-999.99","66b608e42969d9001acb7f13"
"2024-08-09T12:18:10.131Z","0.2359975","1.8956958","ASNAP","","admin","","","","","","10124439.80","-4918861.02","-1.0","-2.7","175.91","190.90","3.79","SciCam","/SciCam.20240809_121810131.jpg","PilotCam","/PilotCam.20240809_121810131.jpg","BrowCam","/BrowCam.20240809_121810131.jpg","UserSelect","/UserSelect.20240809_121810131.jpg","","","-999.99","7.34","-999.99","-999.99","66b609022969d9001acb7f17"
