"id","ts","event_value","event_author","event_free_text","event_option.actions","event_option.event_comment","event_option.filename","event_option.milestone","event_option.new_watchstander","event_option.sample_description","event_option.sample_name","event_option.type","vehicleReNavData.altitude_uom","vehicleReNavData.altitude_value","vehicleReNavData.depth_uom","vehicleReNavData.depth_value","vehicleReNavData.heading_uom","vehicleReNavData.heading_value","vehicleReNavData.latitude_uom","vehicleReNavData.latitude_value","vehicleReNavData.longitude_uom","vehicleReNavData.longitude_value","vehicleReNavData.pitch_uom","vehicleReNavData.pitch_value","vehicleReNavData.roll_uom","vehicleReNavData.roll_value","vehicleRealtimeFramegrabberData.camera_name_2_uom","vehicleRealtimeFramegrabberData.camera_name_2_value","vehicleRealtimeFramegrabberData.camera_name_3_uom","vehicleRealtimeFramegrabberData.camera_name_3_value","vehicleRealtimeFramegrabberData.camera_name_4_uom","vehicleRealtimeFramegrabberData.camera_name_4_value","vehicleRealtimeFramegrabberData.camera_name_uom","vehicleRealtimeFramegrabberData.camera_name_value","vehicleRealtimeFramegrabberData.filename_2_uom","vehicleRealtimeFramegrabberData.filename_2_value","vehicleRealtimeFramegrabberData.filename_3_uom","vehicleRealtimeFramegrabberData.filename_3_value","vehicleRealtimeFramegrabberData.filename_4_uom","vehicleRealtimeFramegrabberData.filename_4_value","vehicleRealtimeFramegrabberData.filename_uom","vehicleRealtimeFramegrabberData.filename_value","vehicleRealtimeNavData.altitude_uom","vehicleRealtimeNavData.altitude_value","vehicleRealtimeNavData.depth_uom","vehicleRealtimeNavData.depth_value","vehicleRealtimeNavData.heading_uom","vehicleRealtimeNavData.heading_value","vehicleRealtimeNavData.latitude_uom","vehicleRealtimeNavData.latitude_value","vehicleRealtimeNavData.local_x_uom","vehicleRealtimeNavData.local_x_value","vehicleRealtimeNavData.local_y_uom","vehicleRealtimeNavData.local_y_value","vehicleRealtimeNavData.longitude_uom","vehicleRealtimeNavData.longitude_value","vehicleRealtimeNavData.pitch_uom","vehicleRealtimeNavData.pitch_value","vehicleRealtimeNavData.roll_uom","vehicleRealtimeNavData.roll_value","vehicleTemperatureProbe.probe1_temperature_uom","vehicleTemperatureProbe.probe1_temperature_value","vehicleTemperatureProbe.probe2_temperature_uom","vehicleTemperatureProbe.probe2_temperature_value","vehicleTemperatureProbe.probe3_temperature_uom","vehicleTemperatureProbe.probe3_temperature_value","vehicleTemperatureProbe.probe4_temperature_uom","vehicleTemperatureProbe.probe4_temperature_value"
"64ebfa5095482d0019b26a28","2023-08-28T01:37:20.350Z","VEHICLE","guest","",,,,"Jason off deck",,,,,,,,,,,,,,,,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_013720350.jpg",,"/BrowCam.20230828_013720350.jpg",,"/UserSelect.20230828_013720350.jpg",,"/SciCam.20230828_013720350.jpg","meters","0.00","meters","0.66","deg","43.36","ddeg","44.5685611","meters","0.09","meters","2.92","ddeg","-125.1491000","deg","0.4","deg","-1.6","degC","16.57","degC","-999.99","degC","-999.99","degC","-999.99"
"64ebfc1595482d0019b26a2c","2023-08-28T01:44:53.859Z","ROV Actions","guest","undervator","Latching to",,,,,,,,,,,,,,,,,,,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_014453859.jpg",,"/BrowCam.20230828_014453859.jpg",,"/UserSelect.20230828_014453859.jpg",,"/SciCam.20230828_014453859.jpg","meters","0.00","meters","0.70","deg","6.42","ddeg","44.5685611","meters","0.09","meters","2.92","ddeg","-125.1491000","deg","-0.1","deg","-0.2","degC","16.44","degC","-999.99","degC","-999.99","degC","-999.99"
"64ebfc9d95482d0019b26a30","2023-08-28T01:47:09.502Z","VEHICLE","guest","",,,,"Jason in water",,,,,"meters","4.0","meters","12.823","deg","135.079","ddeg","44.56981962","ddeg","-125.14652348",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_014709502.jpg",,"/BrowCam.20230828_014709502.jpg",,"/UserSelect.20230828_014709502.jpg",,"/SciCam.20230828_014709502.jpg","meters","0.00","meters","0.72","deg","133.44","ddeg","44.5685611","meters","0.09","meters","2.92","ddeg","-125.1491000","deg","-1.1","deg","-0.4","degC","16.38","degC","-999.99","degC","-999.99","degC","-999.99"
"64ebfd0c95482d0019b26a34","2023-08-28T01:49:00.933Z","Biology Type","guest","mola mola",,,,,,,,"Fish","meters","4.0","meters","21.794","deg","189.092","ddeg","44.56983631","ddeg","-125.14649377",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_014900933.jpg",,"/BrowCam.20230828_014900933.jpg",,"/UserSelect.20230828_014900933.jpg",,"/SciCam.20230828_014900933.jpg","meters","0.00","meters","21.85","deg","187.66","ddeg","-1.4700599","meters","9923134.88","meters","-5115917.56","ddeg","-0.2334224","deg","-0.3","deg","-0.6","degC","17.55","degC","-999.99","degC","-999.99","degC","-999.99"
"64ebfd3e95482d0019b26a3c","2023-08-28T01:49:50.558Z","ROV Actions","guest","first football on","First Football on",,,,,,,,"meters","4.0","meters","25.604","deg","189.226","ddeg","44.56986515","ddeg","-125.14645987",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_014950558.jpg",,"/BrowCam.20230828_014950558.jpg",,"/UserSelect.20230828_014950558.jpg",,"/SciCam.20230828_014950558.jpg","meters","0.00","meters","25.64","deg","187.82","ddeg","-14.3632902","meters","9744143.84","meters","-6548643.82","ddeg","-2.4866203","deg","-3.1","deg","-0.0","degC","16.36","degC","-999.99","degC","-999.99","degC","-999.99"
"64ebfe6595482d0019b26a44","2023-08-28T01:54:45.373Z","ROV Actions","guest","football on","Last Football on",,,,,,,,"meters","4.0","meters","47.416","deg","190.821","ddeg","44.56982324","ddeg","-125.14653984",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_015445373.jpg",,"/BrowCam.20230828_015445373.jpg",,"/UserSelect.20230828_015445373.jpg",,"/SciCam.20230828_015445373.jpg","meters","0.00","meters","47.35","deg","189.98","ddeg","-14.3632902","meters","9744143.84","meters","-6548643.82","ddeg","-2.4866203","deg","-0.9","deg","-1.6","degC","9.58","degC","-999.99","degC","-999.99","degC","-999.99"
"64ebff7495482d0019b26a48","2023-08-28T01:59:16.619Z","FREE_FORM","guest","stopping at 140m to put on beacon",,,,,,,,,"meters","4.0","meters","131.600","deg","189.845","ddeg","44.56969784","ddeg","-125.14654993",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_015916619.jpg",,"/BrowCam.20230828_015916619.jpg",,"/UserSelect.20230828_015916619.jpg",,"/SciCam.20230828_015916619.jpg","meters","0.00","meters","131.54","deg","189.42","ddeg","-0.7728489","meters","9891049.52","meters","-5038441.83","ddeg","-0.6373234","deg","-0.2","deg","-1.1","degC","8.24","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec038595482d0019b26a4c","2023-08-28T02:16:37.638Z","Biology Type","guest","long dark fish with feathery fins",,,,,,,,"Fish","meters","4.0","meters","563.713","deg","188.403","ddeg","44.56974634","ddeg","-125.14681543",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_021637638.jpg",,"/BrowCam.20230828_021637638.jpg",,"/UserSelect.20230828_021637638.jpg",,"/SciCam.20230828_021637638.jpg","meters","0.00","meters","563.93","deg","188.62","ddeg","0.0432751","meters","9938884.06","meters","-4947752.20","ddeg","-0.0351665","deg","-0.9","deg","-1.9","degC","5.07","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec040495482d0019b26a50","2023-08-28T02:18:44.117Z","FREE_FORM","guest","stopping briefly at 650",,,,,,,,,"meters","4.0","meters","613.667","deg","75.095","ddeg","44.56976918","ddeg","-125.14675322",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_021844117.jpg",,"/BrowCam.20230828_021844117.jpg",,"/UserSelect.20230828_021844117.jpg",,"/SciCam.20230828_021844117.jpg","meters","0.00","meters","613.51","deg","67.38","ddeg","0.1785411","meters","9899902.71","meters","-4932721.12","ddeg","-0.5258766","deg","-2.7","deg","-0.8","degC","4.91","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec049395482d0019b26a54","2023-08-28T02:21:07.705Z","Biology Type","guest","large, round and orange",,,,,,,,"Jelly","meters","4.0","meters","645.375","deg","196.488","ddeg","44.56994593","ddeg","-125.14660790",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022107705.jpg",,"/BrowCam.20230828_022107705.jpg",,"/UserSelect.20230828_022107705.jpg",,"/SciCam.20230828_022107705.jpg","meters","0.00","meters","645.61","deg","196.61","ddeg","0.1212325","meters","9824580.70","meters","-4939089.39","ddeg","-1.4740547","deg","-1.2","deg","-1.2","degC","4.67","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec057c95482d0019b26a58","2023-08-28T02:25:00.907Z","Biology Type","guest","many ctenophores",,,,,,,,,"meters","4.0","meters","739.546","deg","197.472","ddeg","44.56981137","ddeg","-125.14652772",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022500907.jpg",,"/BrowCam.20230828_022500907.jpg",,"/UserSelect.20230828_022500907.jpg",,"/SciCam.20230828_022500907.jpg","meters","0.00","meters","739.56","deg","197.48","ddeg","0.1223313","meters","9824601.40","meters","-4938967.29","ddeg","-1.4737942","deg","-1.6","deg","-1.1","degC","4.61","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec060695482d0019b26a5c","2023-08-28T02:27:18.829Z","VEHICLE","guest","",,,,"On bottom",,,,,"meters","4.0","meters","769.385","deg","198.617","ddeg","44.56992067","ddeg","-125.14659717",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022718829.jpg",,"/BrowCam.20230828_022718829.jpg",,"/UserSelect.20230828_022718829.jpg",,"/SciCam.20230828_022718829.jpg","meters","0.00","meters","769.36","deg","198.67","ddeg","0.1226910","meters","9824594.21","meters","-4938927.32","ddeg","-1.4738847","deg","-2.5","deg","-0.7","degC","4.13","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec061995482d0019b26a60","2023-08-28T02:27:37.848Z","ASNAP","admin","",,,,,,,,,"meters","4.1","meters","769.292","deg","197.763","ddeg","44.56991965","ddeg","-125.14657779",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022737848.jpg",,"/BrowCam.20230828_022737848.jpg",,"/UserSelect.20230828_022737848.jpg",,"/SciCam.20230828_022737848.jpg","meters","0.00","meters","769.26","deg","197.91","ddeg","0.1226962","meters","9824594.94","meters","-4938926.74","ddeg","-1.4738755","deg","-2.3","deg","-1.2","degC","4.26","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec063295482d0019b26a64","2023-08-28T02:28:02.503Z","Biology Type","guest","2",,,,,,,,"Hagfish","meters","2.6","meters","771.451","deg","197.515","ddeg","44.56991856","ddeg","-125.14656350",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022802503.jpg",,"/BrowCam.20230828_022802503.jpg",,"/UserSelect.20230828_022802503.jpg",,"/SciCam.20230828_022802503.jpg","meters","0.00","meters","771.52","deg","197.56","ddeg","0.1227157","meters","9824594.95","meters","-4938924.57","ddeg","-1.4738754","deg","-2.3","deg","-0.5","degC","4.33","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec063795482d0019b26a68","2023-08-28T02:28:07.888Z","ASNAP","admin","",,,,,,,,,"meters","2.1","meters","771.982","deg","198.270","ddeg","44.56991824","ddeg","-125.14656271",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022807888.jpg",,"/BrowCam.20230828_022807888.jpg",,"/UserSelect.20230828_022807888.jpg",,"/SciCam.20230828_022807888.jpg","meters","0.00","meters","772.01","deg","198.27","ddeg","0.1227205","meters","9824594.75","meters","-4938924.04","ddeg","-1.4738779","deg","2.0","deg","-3.0","degC","4.25","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec065595482d0019b26a6c","2023-08-28T02:28:37.937Z","ASNAP","admin","",,,,,,,,,"meters","2.1","meters","772.045","deg","196.027","ddeg","44.56991935","ddeg","-125.14656203",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022837937.jpg",,"/BrowCam.20230828_022837937.jpg",,"/UserSelect.20230828_022837937.jpg",,"/SciCam.20230828_022837937.jpg","meters","0.00","meters","772.06","deg","196.10","ddeg","0.1227208","meters","9824594.87","meters","-4938924.01","ddeg","-1.4738764","deg","3.3","deg","-3.9","degC","4.25","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec067395482d0019b26a70","2023-08-28T02:29:07.976Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.098","deg","199.389","ddeg","44.56992524","ddeg","-125.14655751",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022907976.jpg",,"/BrowCam.20230828_022907976.jpg",,"/UserSelect.20230828_022907976.jpg",,"/SciCam.20230828_022907976.jpg","meters","0.00","meters","772.10","deg","199.38","ddeg","0.1227214","meters","9824595.00","meters","-4938923.94","ddeg","-1.4738747","deg","4.2","deg","-3.3","degC","4.27","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec069295482d0019b26a74","2023-08-28T02:29:38.001Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.099","deg","199.369","ddeg","44.56992246","ddeg","-125.14656257",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022938001.jpg",,"/BrowCam.20230828_022938001.jpg",,"/UserSelect.20230828_022938001.jpg",,"/SciCam.20230828_022938001.jpg","meters","0.00","meters","772.10","deg","199.36","ddeg","0.1227214","meters","9824594.98","meters","-4938923.94","ddeg","-1.4738750","deg","4.1","deg","-3.3","degC","4.19","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec069795482d0019b26a78","2023-08-28T02:29:43.593Z","FREE_FORM","guest","landixng undervator, finding flat ground",,,,,,,,,"meters","2.0","meters","772.101","deg","199.369","ddeg","44.56992052","ddeg","-125.14656315",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_022943593.jpg",,"/BrowCam.20230828_022943593.jpg",,"/UserSelect.20230828_022943593.jpg",,"/SciCam.20230828_022943593.jpg","meters","0.00","meters","772.10","deg","199.35","ddeg","0.1227214","meters","9824594.98","meters","-4938923.94","ddeg","-1.4738750","deg","4.1","deg","-3.3","degC","4.19","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec06b095482d0019b26a7c","2023-08-28T02:30:08.016Z","ASNAP","admin","",,,,,,,,,"meters","4.5","meters","768.815","deg","200.668","ddeg","44.56991408","ddeg","-125.14655557",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023008016.jpg",,"/BrowCam.20230828_023008016.jpg",,"/UserSelect.20230828_023008016.jpg",,"/SciCam.20230828_023008016.jpg","meters","0.00","meters","768.86","deg","200.93","ddeg","0.1226887","meters","9824596.75","meters","-4938927.57","ddeg","-1.4738527","deg","-2.6","deg","-0.9","degC","4.29","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec06b395482d0019b26a80","2023-08-28T02:30:11.755Z","Biology Type","guest","",,,,,,,,"Squid","meters","4.8","meters","768.751","deg","198.699","ddeg","44.56991369","ddeg","-125.14655239",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023011755.jpg",,"/BrowCam.20230828_023011755.jpg",,"/UserSelect.20230828_023011755.jpg",,"/SciCam.20230828_023011755.jpg","meters","0.00","meters","768.68","deg","198.61","ddeg","0.1226861","meters","9824597.13","meters","-4938927.86","ddeg","-1.4738479","deg","-2.2","deg","-0.6","degC","4.30","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec06ce95482d0019b26a84","2023-08-28T02:30:38.067Z","ASNAP","admin","",,,,,,,,,"meters","3.4","meters","770.504","deg","198.866","ddeg","44.56991637","ddeg","-125.14652477",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023038067.jpg",,"/BrowCam.20230828_023038067.jpg",,"/UserSelect.20230828_023038067.jpg",,"/SciCam.20230828_023038067.jpg","meters","0.00","meters","770.51","deg","198.61","ddeg","0.1227108","meters","9824597.80","meters","-4938925.12","ddeg","-1.4738395","deg","-1.9","deg","-0.7","degC","4.25","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec06ea95482d0019b26a88","2023-08-28T02:31:06.468Z","Biology Type","guest","red rockfish",,,,,,,,"Fish","meters","2.5","meters","771.818","deg","199.359","ddeg","44.56992127","ddeg","-125.14648930",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023106468.jpg",,"/BrowCam.20230828_023106468.jpg",,"/UserSelect.20230828_023106468.jpg",,"/SciCam.20230828_023106468.jpg","meters","0.00","meters","771.90","deg","199.19","ddeg","0.1227273","meters","9824598.96","meters","-4938923.28","ddeg","-1.4738249","deg","-2.3","deg","0.0","degC","4.27","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec06ec95482d0019b26a8c","2023-08-28T02:31:08.129Z","ASNAP","admin","",,,,,,,,,"meters","2.5","meters","771.766","deg","198.406","ddeg","44.56992141","ddeg","-125.14648700",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023108129.jpg",,"/BrowCam.20230828_023108129.jpg",,"/UserSelect.20230828_023108129.jpg",,"/SciCam.20230828_023108129.jpg","meters","0.00","meters","771.85","deg","198.50","ddeg","0.1227274","meters","9824599.00","meters","-4938923.27","ddeg","-1.4738244","deg","-2.2","deg","-0.2","degC","4.12","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec070a95482d0019b26a90","2023-08-28T02:31:38.177Z","ASNAP","admin","",,,,,,,,,"meters","2.1","meters","772.538","deg","199.618","ddeg","44.56992082","ddeg","-125.14646969",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023138177.jpg",,"/BrowCam.20230828_023138177.jpg",,"/UserSelect.20230828_023138177.jpg",,"/SciCam.20230828_023138177.jpg","meters","0.00","meters","772.55","deg","199.36","ddeg","0.1227317","meters","9824599.38","meters","-4938922.79","ddeg","-1.4738196","deg","0.3","deg","-3.6","degC","4.29","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec072895482d0019b26a94","2023-08-28T02:32:08.246Z","ASNAP","admin","",,,,,,,,,"meters","2.1","meters","772.661","deg","199.912","ddeg","44.56991859","ddeg","-125.14647161",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023208246.jpg",,"/BrowCam.20230828_023208246.jpg",,"/UserSelect.20230828_023208246.jpg",,"/SciCam.20230828_023208246.jpg","meters","0.00","meters","772.76","deg","199.94","ddeg","0.1227315","meters","9824599.59","meters","-4938922.82","ddeg","-1.4738170","deg","0.6","deg","-10.1","degC","4.25","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec074695482d0019b26a98","2023-08-28T02:32:38.297Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.621","deg","197.836","ddeg","44.56991706","ddeg","-125.14647393",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023238297.jpg",,"/BrowCam.20230828_023238297.jpg",,"/UserSelect.20230828_023238297.jpg",,"/SciCam.20230828_023238297.jpg","meters","0.00","meters","772.62","deg","197.78","ddeg","0.1227315","meters","9824599.58","meters","-4938922.82","ddeg","-1.4738171","deg","0.2","deg","-4.2","degC","4.36","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec076495482d0019b26a9c","2023-08-28T02:33:08.346Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.626","deg","197.836","ddeg","44.56991785","ddeg","-125.14647462",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023308346.jpg",,"/BrowCam.20230828_023308346.jpg",,"/UserSelect.20230828_023308346.jpg",,"/SciCam.20230828_023308346.jpg","meters","0.00","meters","772.63","deg","197.77","ddeg","0.1227317","meters","9824599.57","meters","-4938922.79","ddeg","-1.4738172","deg","0.2","deg","-4.2","degC","4.33","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec077b95482d0019b26aa0","2023-08-28T02:33:31.634Z","FREE_FORM","guest","set down undervator",,,,,,,,,"meters","2.0","meters","772.630","deg","197.836","ddeg","44.56991880","ddeg","-125.14647603",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023331634.jpg",,"/BrowCam.20230828_023331634.jpg",,"/UserSelect.20230828_023331634.jpg",,"/SciCam.20230828_023331634.jpg","meters","0.00","meters","772.63","deg","197.76","ddeg","0.1227319","meters","9824599.57","meters","-4938922.77","ddeg","-1.4738172","deg","0.2","deg","-4.2","degC","4.28","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec078295482d0019b26aa4","2023-08-28T02:33:38.372Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.631","deg","197.836","ddeg","44.56991886","ddeg","-125.14647566",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023338372.jpg",,"/BrowCam.20230828_023338372.jpg",,"/UserSelect.20230828_023338372.jpg",,"/SciCam.20230828_023338372.jpg","meters","0.00","meters","772.63","deg","197.76","ddeg","0.1227320","meters","9824599.57","meters","-4938922.76","ddeg","-1.4738172","deg","0.2","deg","-4.2","degC","4.18","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec07a095482d0019b26aa8","2023-08-28T02:34:08.416Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.662","deg","197.996","ddeg","44.56991697","ddeg","-125.14647401",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023408416.jpg",,"/BrowCam.20230828_023408416.jpg",,"/UserSelect.20230828_023408416.jpg",,"/SciCam.20230828_023408416.jpg","meters","0.00","meters","772.67","deg","197.92","ddeg","0.1227319","meters","9824599.59","meters","-4938922.77","ddeg","-1.4738170","deg","0.2","deg","-5.4","degC","4.19","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec07be95482d0019b26aac","2023-08-28T02:34:38.461Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.646","deg","197.764","ddeg","44.56991750","ddeg","-125.14647032",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023438461.jpg",,"/BrowCam.20230828_023438461.jpg",,"/UserSelect.20230828_023438461.jpg",,"/SciCam.20230828_023438461.jpg","meters","0.00","meters","772.65","deg","197.68","ddeg","0.1227316","meters","9824599.59","meters","-4938922.81","ddeg","-1.4738170","deg","0.2","deg","-4.2","degC","4.20","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec07dc95482d0019b26ab0","2023-08-28T02:35:08.507Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.653","deg","197.763","ddeg","44.56992491","ddeg","-125.14646715",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023508507.jpg",,"/BrowCam.20230828_023508507.jpg",,"/UserSelect.20230828_023508507.jpg",,"/SciCam.20230828_023508507.jpg","meters","0.00","meters","772.65","deg","197.68","ddeg","0.1227313","meters","9824599.60","meters","-4938922.84","ddeg","-1.4738168","deg","0.2","deg","-4.3","degC","4.21","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec07fa95482d0019b26ab4","2023-08-28T02:35:38.551Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.657","deg","197.762","ddeg","44.56993504","ddeg","-125.14647086",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023538551.jpg",,"/BrowCam.20230828_023538551.jpg",,"/UserSelect.20230828_023538551.jpg",,"/SciCam.20230828_023538551.jpg","meters","0.00","meters","772.66","deg","197.66","ddeg","0.1227310","meters","9824599.61","meters","-4938922.87","ddeg","-1.4738167","deg","0.2","deg","-4.2","degC","4.27","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec081895482d0019b26ab8","2023-08-28T02:36:08.593Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.664","deg","197.752","ddeg","44.56993842","ddeg","-125.14647178",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023608593.jpg",,"/BrowCam.20230828_023608593.jpg",,"/UserSelect.20230828_023608593.jpg",,"/SciCam.20230828_023608593.jpg","meters","0.00","meters","772.67","deg","197.65","ddeg","0.1227307","meters","9824599.62","meters","-4938922.91","ddeg","-1.4738166","deg","0.2","deg","-4.3","degC","4.09","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec083695482d0019b26abc","2023-08-28T02:36:38.636Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.669","deg","197.762","ddeg","44.56993028","ddeg","-125.14646925",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023638636.jpg",,"/BrowCam.20230828_023638636.jpg",,"/UserSelect.20230828_023638636.jpg",,"/SciCam.20230828_023638636.jpg","meters","0.00","meters","772.67","deg","197.64","ddeg","0.1227298","meters","9824599.65","meters","-4938923.00","ddeg","-1.4738162","deg","0.2","deg","-4.2","degC","4.18","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec085495482d0019b26ac0","2023-08-28T02:37:08.679Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.675","deg","197.753","ddeg","44.56992545","ddeg","-125.14646569",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023708679.jpg",,"/BrowCam.20230828_023708679.jpg",,"/UserSelect.20230828_023708679.jpg",,"/SciCam.20230828_023708679.jpg","meters","0.00","meters","772.68","deg","197.64","ddeg","0.1227287","meters","9824599.70","meters","-4938923.13","ddeg","-1.4738156","deg","0.2","deg","-4.2","degC","4.22","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec087295482d0019b26ac4","2023-08-28T02:37:38.703Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.681","deg","197.752","ddeg","44.56992580","ddeg","-125.14646683",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023738703.jpg",,"/BrowCam.20230828_023738703.jpg",,"/UserSelect.20230828_023738703.jpg",,"/SciCam.20230828_023738703.jpg","meters","0.00","meters","772.68","deg","197.63","ddeg","0.1227273","meters","9824599.75","meters","-4938923.28","ddeg","-1.4738149","deg","0.2","deg","-4.2","degC","4.26","degC","-999.99","degC","-999.99","degC","-999.99"
"64ec089095482d0019b26ac8","2023-08-28T02:38:08.745Z","ASNAP","admin","",,,,,,,,,"meters","2.0","meters","772.687","deg","197.751","ddeg","44.56991623","ddeg","-125.14646861",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230828_023808745.jpg",,"/BrowCam.20230828_023808745.jpg",,"/UserSelect.20230828_023808745.jpg",,"/SciCam.20230828_023808745.jpg","meters","0.00","meters","772.69","deg","197.63","ddeg","0.1227257","meters","9824599.82","meters","-4938923.46","ddeg","-1.4738141","deg","0.2","deg","-4.2","degC","4.23","degC","-999.99","degC","-999.99","degC","-999.99"
